u,v,w,p,s,d,r,vtkValidPointMask,arc_length,Points0,Points1,Points2
0,5.2173e-07,7.0096e-07,-1.8002e-05,1.1644e-08,1.0606e-11,7.7664e-13,1,0,4.5,0,0
0,5.2769e-07,6.9422e-07,-1.8033e-05,1.1572e-08,1.0568e-11,7.7384e-13,1,0.002,4.5,0.002,0
0,5.3365e-07,6.8748e-07,-1.8065e-05,1.1501e-08,1.053e-11,7.7105e-13,1,0.004,4.5,0.004,0
0,5.3961e-07,6.8074e-07,-1.8096e-05,1.1429e-08,1.0492e-11,7.6825e-13,1,0.006,4.5,0.006,0
0,5.4558e-07,6.7401e-07,-1.8127e-05,1.1358e-08,1.0454e-11,7.6546e-13,1,0.008,4.5,0.008,0
0,5.5154e-07,6.6727e-07,-1.8158e-05,1.1287e-08,1.0416e-11,7.6266e-13,1,0.01,4.5,0.01,0
0,5.575e-07,6.6053e-07,-1.819e-05,1.1215e-08,1.0377e-11,7.5987e-13,1,0.012,4.5,0.012,0
0,5.6346e-07,6.5379e-07,-1.8221e-05,1.1144e-08,1.0339e-11,7.5707e-13,1,0.014,4.5,0.014,0
0,5.6942e-07,6.4706e-07,-1.8252e-05,1.1072e-08,1.0301e-11,7.5428e-13,1,0.016,4.5,0.016,0
0,5.7539e-07,6.4032e-07,-1.8283e-05,1.1001e-08,1.0263e-11,7.5148e-13,1,0.018,4.5,0.018,0
0,5.8135e-07,6.3358e-07,-1.8314e-05,1.0929e-08,1.0225e-11,7.4869e-13,1,0.02,4.5,0.02,0
0,5.8731e-07,6.2684e-07,-1.8346e-05,1.0858e-08,1.0187e-11,7.4589e-13,1,0.022,4.5,0.022,0
0,5.9327e-07,6.201e-07,-1.8377e-05,1.0787e-08,1.0148e-11,7.431e-13,1,0.024,4.5,0.024,0
0,5.9923e-07,6.1337e-07,-1.8408e-05,1.0715e-08,1.011e-11,7.403e-13,1,0.026,4.5,0.026,0
0,6.052e-07,6.0663e-07,-1.8439e-05,1.0644e-08,1.0072e-11,7.375e-13,1,0.028,4.5,0.028,0
0,6.1116e-07,5.9989e-07,-1.847e-05,1.0572e-08,1.0034e-11,7.3471e-13,1,0.03,4.5,0.03,0
0,6.1712e-07,5.9315e-07,-1.8502e-05,1.0501e-08,9.9957e-12,7.3191e-13,1,0.032,4.5,0.032,0
0,6.2308e-07,5.8642e-07,-1.8533e-05,1.043e-08,9.9575e-12,7.2912e-13,1,0.034,4.5,0.034,0
0,6.2904e-07,5.7968e-07,-1.8564e-05,1.0358e-08,9.9193e-12,7.2632e-13,1,0.036,4.5,0.036,0
0,6.3501e-07,5.7294e-07,-1.8595e-05,1.0287e-08,9.8811e-12,7.2353e-13,1,0.038,4.5,0.038,0
0,6.4097e-07,5.662e-07,-1.8627e-05,1.0215e-08,9.843e-12,7.2073e-13,1,0.04,4.5,0.04,0
0,6.4693e-07,5.5947e-07,-1.8658e-05,1.0144e-08,9.8048e-12,7.1794e-13,1,0.042,4.5,0.042,0
0,6.5289e-07,5.5273e-07,-1.8689e-05,1.0072e-08,9.7666e-12,7.1514e-13,1,0.044,4.5,0.044,0
0,6.5885e-07,5.4599e-07,-1.872e-05,1.0001e-08,9.7284e-12,7.1235e-13,1,0.046,4.5,0.046,0
0,6.6482e-07,5.3925e-07,-1.8751e-05,9.9296e-09,9.6903e-12,7.0955e-13,1,0.048,4.5,0.048,0
0,6.7078e-07,5.3252e-07,-1.8783e-05,9.8581e-09,9.6521e-12,7.0676e-13,1,0.05,4.5,0.05,0
0,6.7674e-07,5.2578e-07,-1.8814e-05,9.7867e-09,9.6139e-12,7.0396e-13,1,0.052,4.5,0.052,0
0,6.827e-07,5.1904e-07,-1.8845e-05,9.7153e-09,9.5758e-12,7.0117e-13,1,0.054,4.5,0.054,0
0,6.8866e-07,5.123e-07,-1.8876e-05,9.6439e-09,9.5376e-12,6.9837e-13,1,0.056,4.5,0.056,0
0,6.9462e-07,5.0557e-07,-1.8907e-05,9.5724e-09,9.4994e-12,6.9558e-13,1,0.058,4.5,0.058,0
0,7.0059e-07,4.9883e-07,-1.8939e-05,9.501e-09,9.4612e-12,6.9278e-13,1,0.06,4.5,0.06,0
0,7.0655e-07,4.9209e-07,-1.897e-05,9.4296e-09,9.4231e-12,6.8999e-13,1,0.062,4.5,0.062,0
0,7.1251e-07,4.8535e-07,-1.9001e-05,9.3582e-09,9.3849e-12,6.8719e-13,1,0.064,4.5,0.064,0
0,7.1847e-07,4.7862e-07,-1.9032e-05,9.2867e-09,9.3467e-12,6.844e-13,1,0.066,4.5,0.066,0
0,7.2443e-07,4.7188e-07,-1.9064e-05,9.2153e-09,9.3085e-12,6.816e-13,1,0.068,4.5,0.068,0
0,7.304e-07,4.6514e-07,-1.9095e-05,9.1439e-09,9.2704e-12,6.7881e-13,1,0.07,4.5,0.07,0
