"u","v","w","p","s","d","r","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-4.3308e-29,-1.4887e-12,-7.7681e-13,2.4591e-11,-2.2143e-22,-1.4149e-25,-1.5856e-26,1,0.056,13.5,0.056,0
-2.5373e-29,-1.4817e-12,-7.5972e-13,2.4796e-11,-2.1984e-22,-1.4089e-25,-1.5789e-26,1,0.058,13.5,0.058,0
-4.6589e-29,-1.4746e-12,-7.4263e-13,2.5001e-11,-2.1824e-22,-1.4028e-25,-1.5721e-26,1,0.06,13.5,0.06,0
-7.1306e-29,-1.4675e-12,-7.2554e-13,2.5206e-11,-2.1664e-22,-1.3968e-25,-1.5653e-26,1,0.062,13.5,0.062,0
-1.9467e-29,-1.4605e-12,-7.0845e-13,2.5411e-11,-2.1505e-22,-1.3908e-25,-1.5586e-26,1,0.064,13.5,0.064,0
-2.9747e-29,-1.4534e-12,-6.9136e-13,2.5616e-11,-2.1345e-22,-1.3847e-25,-1.5518e-26,1,0.066,13.5,0.066,0
-6.2119e-29,-1.4463e-12,-6.7427e-13,2.5821e-11,-2.1186e-22,-1.3787e-25,-1.545e-26,1,0.068,13.5,0.068,0
-1.6186e-29,-1.4393e-12,-6.5718e-13,2.6026e-11,-2.1026e-22,-1.3726e-25,-1.5383e-26,1,0.07,13.5,0.07,0
-5.7744e-29,-1.4322e-12,-6.4009e-13,2.6231e-11,-2.0866e-22,-1.3666e-25,-1.5315e-26,1,0.072,13.5,0.072,0
-2.1873e-30,-1.4251e-12,-6.23e-13,2.6436e-11,-2.0707e-22,-1.3606e-25,-1.5247e-26,1,0.074,13.5,0.074,0
-4.7245e-29,-1.418e-12,-6.0591e-13,2.6641e-11,-2.0547e-22,-1.3545e-25,-1.518e-26,1,0.076,13.5,0.076,0
-4.812e-29,-1.411e-12,-5.8883e-13,2.6846e-11,-2.0388e-22,-1.3485e-25,-1.5112e-26,1,0.078,13.5,0.078,0
-3.3684e-29,-1.4039e-12,-5.7174e-13,2.7051e-11,-2.0228e-22,-1.3425e-25,-1.5044e-26,1,0.08,13.5,0.08,0
-3.4559e-29,-1.3968e-12,-5.5465e-13,2.7256e-11,-2.0068e-22,-1.3364e-25,-1.4977e-26,1,0.082,13.5,0.082,0
7.8742e-30,-1.3898e-12,-5.3756e-13,2.7461e-11,-1.9909e-22,-1.3304e-25,-1.4909e-26,1,0.084,13.5,0.084,0
-2.0998e-29,-1.3827e-12,-5.2047e-13,2.7666e-11,-1.9749e-22,-1.3243e-25,-1.4841e-26,1,0.086,13.5,0.086,0
-3.4559e-29,-1.3756e-12,-5.0338e-13,2.7871e-11,-1.9589e-22,-1.3183e-25,-1.4774e-26,1,0.088,13.5,0.088,0
-6.3431e-29,-1.3686e-12,-4.8629e-13,2.8076e-11,-1.943e-22,-1.3123e-25,-1.4706e-26,1,0.09,13.5,0.09,0
1.3999e-29,-1.3615e-12,-4.692e-13,2.8281e-11,-1.927e-22,-1.3062e-25,-1.4638e-26,1,0.092,13.5,0.092,0
-1.0062e-29,-1.3544e-12,-4.5211e-13,2.8486e-11,-1.9111e-22,-1.3002e-25,-1.4571e-26,1,0.094,13.5,0.094,0
-1.0936e-29,-1.3474e-12,-4.3502e-13,2.8691e-11,-1.8951e-22,-1.2942e-25,-1.4503e-26,1,0.096,13.5,0.096,0
-5.5995e-29,-1.3403e-12,-4.1793e-13,2.8896e-11,-1.8791e-22,-1.2881e-25,-1.4435e-26,1,0.098,13.5,0.098,0
-5.337e-29,-1.3332e-12,-4.0084e-13,2.9101e-11,-1.8632e-22,-1.2821e-25,-1.4368e-26,1,0.1,13.5,0.1,0
-3.8934e-29,-1.3261e-12,-3.8376e-13,2.9306e-11,-1.8472e-22,-1.276e-25,-1.43e-26,1,0.102,13.5,0.102,0
-4.2871e-29,-1.3191e-12,-3.6667e-13,2.9511e-11,-1.8312e-22,-1.27e-25,-1.4232e-26,1,0.104,13.5,0.104,0
-4.3746e-31,-1.312e-12,-3.4958e-13,2.9716e-11,-1.8153e-22,-1.264e-25,-1.4165e-26,1,0.106,13.5,0.106,0
-2.581e-29,-1.3049e-12,-3.3249e-13,2.9921e-11,-1.7993e-22,-1.2579e-25,-1.4097e-26,1,0.108,13.5,0.108,0
-3.5872e-29,-1.2979e-12,-3.154e-13,3.0126e-11,-1.7834e-22,-1.2519e-25,-1.4029e-26,1,0.11,13.5,0.11,0
-4.3746e-29,-1.2908e-12,-2.9831e-13,3.0331e-11,-1.7674e-22,-1.2459e-25,-1.3962e-26,1,0.112,13.5,0.112,0
-2.931e-29,-1.2837e-12,-2.8122e-13,3.0536e-11,-1.7514e-22,-1.2398e-25,-1.3894e-26,1,0.114,13.5,0.114,0
-1.1374e-29,-1.2767e-12,-2.6413e-13,3.0741e-11,-1.7355e-22,-1.2338e-25,-1.3826e-26,1,0.116,13.5,0.116,0
-8.7492e-30,-1.2696e-12,-2.4704e-13,3.0946e-11,-1.7195e-22,-1.2277e-25,-1.3759e-26,1,0.118,13.5,0.118,0
-5.7307e-29,-1.2625e-12,-2.2995e-13,3.1151e-11,-1.7036e-22,-1.2217e-25,-1.3691e-26,1,0.12,13.5,0.12,0
-3.0185e-29,-1.2555e-12,-2.1286e-13,3.1356e-11,-1.6876e-22,-1.2157e-25,-1.3623e-26,1,0.122,13.5,0.122,0
1.2249e-29,-1.2484e-12,-1.9577e-13,3.1561e-11,-1.6716e-22,-1.2096e-25,-1.3556e-26,1,0.124,13.5,0.124,0
-7.9617e-29,-1.2413e-12,-1.7868e-13,3.1766e-11,-1.6557e-22,-1.2036e-25,-1.3488e-26,1,0.126,13.5,0.126,0
-4.8995e-29,-1.2342e-12,-1.616e-13,3.1971e-11,-1.6397e-22,-1.1976e-25,-1.342e-26,1,0.128,13.5,0.128,0
-7.1743e-29,-1.2272e-12,-1.4451e-13,3.2176e-11,-1.6237e-22,-1.1915e-25,-1.3353e-26,1,0.13,13.5,0.13,0
-4.4621e-29,-1.2201e-12,-1.2742e-13,3.2381e-11,-1.6078e-22,-1.1855e-25,-1.3285e-26,1,0.132,13.5,0.132,0
-7.6993e-29,-1.213e-12,-1.1033e-13,3.2586e-11,-1.5918e-22,-1.1794e-25,-1.3217e-26,1,0.134,13.5,0.134,0
-2.5373e-29,-1.206e-12,-9.3238e-14,3.2791e-11,-1.5759e-22,-1.1734e-25,-1.315e-26,1,0.136,13.5,0.136,0
-1.6623e-29,-1.1989e-12,-7.6149e-14,3.2996e-11,-1.5599e-22,-1.1674e-25,-1.3082e-26,1,0.138,13.5,0.138,0
6.9993e-30,-1.1918e-12,-5.906e-14,3.3201e-11,-1.5439e-22,-1.1613e-25,-1.3014e-26,1,0.14,13.5,0.14,0
-2.8872e-29,-1.1848e-12,-4.1971e-14,3.3406e-11,-1.528e-22,-1.1553e-25,-1.2947e-26,1,0.142,13.5,0.142,0
-9.6241e-30,-1.1777e-12,-2.4882e-14,3.3611e-11,-1.512e-22,-1.1493e-25,-1.2879e-26,1,0.144,13.5,0.144,0
-5.5995e-29,-1.1706e-12,-7.7923e-15,3.3816e-11,-1.496e-22,-1.1432e-25,-1.2812e-26,1,0.146,13.5,0.146,0
-5.687e-29,-1.1636e-12,9.297e-15,3.4021e-11,-1.4801e-22,-1.1372e-25,-1.2744e-26,1,0.148,13.5,0.148,0
-2.5373e-29,-1.1565e-12,2.6386e-14,3.4226e-11,-1.4641e-22,-1.1311e-25,-1.2676e-26,1,0.15,13.5,0.15,0
-4.5496e-29,-1.1494e-12,4.3475e-14,3.4431e-11,-1.4482e-22,-1.1251e-25,-1.2609e-26,1,0.152,13.5,0.152,0
-4.1996e-29,-1.1423e-12,6.0565e-14,3.4636e-11,-1.4322e-22,-1.1191e-25,-1.2541e-26,1,0.154,13.5,0.154,0
-3.2372e-29,-1.1353e-12,7.7654e-14,3.4841e-11,-1.4162e-22,-1.113e-25,-1.2473e-26,1,0.156,13.5,0.156,0
-5.2495e-30,-1.1282e-12,9.4743e-14,3.5046e-11,-1.4003e-22,-1.107e-25,-1.2406e-26,1,0.158,13.5,0.158,0
-6.2994e-29,-1.1211e-12,1.1183e-13,3.5252e-11,-1.3843e-22,-1.101e-25,-1.2338e-26,1,0.16,13.5,0.16,0
-1.8373e-29,-1.1141e-12,1.2892e-13,3.5457e-11,-1.3684e-22,-1.0949e-25,-1.227e-26,1,0.162,13.5,0.162,0
-3.3247e-29,-1.107e-12,1.4601e-13,3.5662e-11,-1.3524e-22,-1.0889e-25,-1.2203e-26,1,0.164,13.5,0.164,0
-4.8995e-29,-1.0999e-12,1.631e-13,3.5867e-11,-1.3364e-22,-1.0828e-25,-1.2135e-26,1,0.166,13.5,0.166,0
-1.8373e-29,-1.0929e-12,1.8019e-13,3.6072e-11,-1.3205e-22,-1.0768e-25,-1.2067e-26,1,0.168,13.5,0.168,0
-6.1244e-29,-1.0858e-12,1.9728e-13,3.6277e-11,-1.3045e-22,-1.0708e-25,-1.2e-26,1,0.17,13.5,0.17,0
-1.6623e-29,-1.0787e-12,2.1437e-13,3.6482e-11,-1.2885e-22,-1.0647e-25,-1.1932e-26,1,0.172,13.5,0.172,0
-4.6371e-29,-1.0717e-12,2.3146e-13,3.6687e-11,-1.2726e-22,-1.0587e-25,-1.1864e-26,1,0.174,13.5,0.174,0
-1.9248e-29,-1.0646e-12,2.4855e-13,3.6892e-11,-1.2566e-22,-1.0527e-25,-1.1797e-26,1,0.176,13.5,0.176,0
4.3746e-30,-1.0575e-12,2.6564e-13,3.7097e-11,-1.2407e-22,-1.0466e-25,-1.1729e-26,1,0.178,13.5,0.178,0
-6.9993e-30,-1.0504e-12,2.8272e-13,3.7302e-11,-1.2247e-22,-1.0406e-25,-1.1661e-26,1,0.18,13.5,0.18,0
1.7498e-30,-1.0434e-12,2.9981e-13,3.7507e-11,-1.2087e-22,-1.0345e-25,-1.1594e-26,1,0.182,13.5,0.182,0
-2.3623e-29,-1.0363e-12,3.169e-13,3.7712e-11,-1.1928e-22,-1.0285e-25,-1.1526e-26,1,0.184,13.5,0.184,0
-3.4997e-29,-1.0292e-12,3.3399e-13,3.7917e-11,-1.1768e-22,-1.0225e-25,-1.1458e-26,1,0.186,13.5,0.186,0
-2.6247e-29,-1.0222e-12,3.5108e-13,3.8122e-11,-1.1608e-22,-1.0164e-25,-1.1391e-26,1,0.188,13.5,0.188,0
-4.1121e-29,-1.0151e-12,3.6817e-13,3.8327e-11,-1.1449e-22,-1.0104e-25,-1.1323e-26,1,0.19,13.5,0.19,0
-9.7991e-29,-1.008e-12,3.8526e-13,3.8532e-11,-1.1289e-22,-1.0044e-25,-1.1255e-26,1,0.192,13.5,0.192,0
-7.0868e-29,-1.001e-12,4.0235e-13,3.8737e-11,-1.113e-22,-9.9832e-26,-1.1188e-26,1,0.194,13.5,0.194,0
-9.0116e-29,-9.9389e-13,4.1944e-13,3.8942e-11,-1.097e-22,-9.9228e-26,-1.112e-26,1,0.196,13.5,0.196,0
0,-9.8683e-13,4.3653e-13,3.9147e-11,-1.081e-22,-9.8624e-26,-1.1052e-26,1,0.198,13.5,0.198,0
-1.4874e-29,-9.7976e-13,4.5362e-13,3.9352e-11,-1.0651e-22,-9.8021e-26,-1.0985e-26,1,0.2,13.5,0.2,0
-8.7492e-30,-9.7269e-13,4.7071e-13,3.9557e-11,-1.0491e-22,-9.7417e-26,-1.0917e-26,1,0.202,13.5,0.202,0
-2.7997e-29,-9.6562e-13,4.8779e-13,3.9762e-11,-1.0332e-22,-9.6813e-26,-1.0849e-26,1,0.204,13.5,0.204,0
-1.4874e-29,-9.5855e-13,5.0488e-13,3.9967e-11,-1.0172e-22,-9.6209e-26,-1.0782e-26,1,0.206,13.5,0.206,0
-6.4744e-29,-9.5148e-13,5.2197e-13,4.0172e-11,-1.0012e-22,-9.5606e-26,-1.0714e-26,1,0.208,13.5,0.208,0
-3.1497e-29,-9.4441e-13,5.3906e-13,4.0377e-11,-9.8527e-23,-9.5002e-26,-1.0646e-26,1,0.21,13.5,0.21,0
-6.3869e-29,-9.3734e-13,5.5615e-13,4.0582e-11,-9.6931e-23,-9.4398e-26,-1.0579e-26,1,0.212,13.5,0.212,0
-3.5872e-29,-9.3027e-13,5.7324e-13,4.0787e-11,-9.5334e-23,-9.3794e-26,-1.0511e-26,1,0.214,13.5,0.214,0
-7.1743e-29,-9.232e-13,5.9033e-13,4.0992e-11,-9.3738e-23,-9.3191e-26,-1.0443e-26,1,0.216,13.5,0.216,0
-9.1866e-29,-9.1613e-13,6.0742e-13,4.1197e-11,-9.2142e-23,-9.2587e-26,-1.0376e-26,1,0.218,13.5,0.218,0
-7.8742e-30,-9.0906e-13,6.2451e-13,4.1402e-11,-9.0546e-23,-9.1983e-26,-1.0308e-26,1,0.22,13.5,0.22,0
-5.4245e-29,-9.0199e-13,6.416e-13,4.1607e-11,-8.895e-23,-9.1379e-26,-1.024e-26,1,0.222,13.5,0.222,0
-3.7621e-29,-8.9493e-13,6.5869e-13,4.1812e-11,-8.7354e-23,-9.0776e-26,-1.0173e-26,1,0.224,13.5,0.224,0
-2.1873e-29,-8.8786e-13,6.7578e-13,4.2017e-11,-8.5757e-23,-9.0172e-26,-1.0105e-26,1,0.226,13.5,0.226,0
-6.8243e-29,-8.8079e-13,6.9287e-13,4.2222e-11,-8.4161e-23,-8.9568e-26,-1.0037e-26,1,0.228,13.5,0.228,0
-3.7621e-29,-8.7372e-13,7.0995e-13,4.2427e-11,-8.2565e-23,-8.8964e-26,-9.9698e-27,1,0.23,13.5,0.23,0
-8.4867e-29,-8.6665e-13,7.2704e-13,4.2632e-11,-8.0969e-23,-8.8361e-26,-9.9022e-27,1,0.232,13.5,0.232,0
-6.8243e-29,-8.5958e-13,7.4413e-13,4.2837e-11,-7.9373e-23,-8.7757e-26,-9.8345e-27,1,0.234,13.5,0.234,0
-6.9118e-29,-8.5251e-13,7.6122e-13,4.3042e-11,-7.7776e-23,-8.7153e-26,-9.7668e-27,1,0.236,13.5,0.236,0
-1.7498e-29,-8.4544e-13,7.7831e-13,4.3247e-11,-7.618e-23,-8.6549e-26,-9.6992e-27,1,0.238,13.5,0.238,0
-1.2249e-29,-8.3837e-13,7.954e-13,4.3452e-11,-7.4584e-23,-8.5946e-26,-9.6315e-27,1,0.24,13.5,0.24,0
4.3746e-30,-8.313e-13,8.1249e-13,4.3657e-11,-7.2988e-23,-8.5342e-26,-9.5639e-27,1,0.242,13.5,0.242,0
-4.5496e-29,-8.2423e-13,8.2958e-13,4.3862e-11,-7.1392e-23,-8.4738e-26,-9.4962e-27,1,0.244,13.5,0.244,0
-3.2372e-29,-8.1716e-13,8.4667e-13,4.4067e-11,-6.9796e-23,-8.4134e-26,-9.4286e-27,1,0.246,13.5,0.246,0
-4.4621e-29,-8.1009e-13,8.6376e-13,4.4272e-11,-6.8199e-23,-8.3531e-26,-9.3609e-27,1,0.248,13.5,0.248,0
-4.5496e-29,-8.0303e-13,8.8085e-13,4.4477e-11,-6.6603e-23,-8.2927e-26,-9.2932e-27,1,0.25,13.5,0.25,0
-4.6371e-29,-7.9596e-13,8.9794e-13,4.4682e-11,-6.5007e-23,-8.2323e-26,-9.2256e-27,1,0.252,13.5,0.252,0
-7.5243e-29,-7.8889e-13,9.1503e-13,4.4887e-11,-6.3411e-23,-8.172e-26,-9.1579e-27,1,0.254,13.5,0.254,0
-9.0116e-29,-7.8182e-13,9.3211e-13,4.5092e-11,-6.1815e-23,-8.1116e-26,-9.0903e-27,1,0.256,13.5,0.256,0
-2.9747e-29,-7.7475e-13,9.492e-13,4.5297e-11,-6.0218e-23,-8.0512e-26,-9.0226e-27,1,0.258,13.5,0.258,0
-7.1743e-29,-7.6768e-13,9.6629e-13,4.5502e-11,-5.8622e-23,-7.9908e-26,-8.9549e-27,1,0.26,13.5,0.26,0
-3.4997e-30,-7.6061e-13,9.8338e-13,4.5707e-11,-5.7026e-23,-7.9305e-26,-8.8873e-27,1,0.262,13.5,0.262,0
-4.8995e-29,-7.5354e-13,1.0005e-12,4.5912e-11,-5.543e-23,-7.8701e-26,-8.8196e-27,1,0.264,13.5,0.264,0
-5.0745e-29,-7.4647e-13,1.0176e-12,4.6117e-11,-5.3834e-23,-7.8097e-26,-8.752e-27,1,0.266,13.5,0.266,0
-3.3247e-29,-7.394e-13,1.0347e-12,4.6322e-11,-5.2237e-23,-7.7493e-26,-8.6843e-27,1,0.268,13.5,0.268,0
-5.5995e-29,-7.3233e-13,1.0517e-12,4.6527e-11,-5.0641e-23,-7.689e-26,-8.6166e-27,1,0.27,13.5,0.27,0
-3.8496e-29,-7.2526e-13,1.0688e-12,4.6732e-11,-4.9045e-23,-7.6286e-26,-8.549e-27,1,0.272,13.5,0.272,0
-6.6494e-29,-7.1819e-13,1.0859e-12,4.6937e-11,-4.7449e-23,-7.5682e-26,-8.4813e-27,1,0.274,13.5,0.274,0
-5.2495e-29,-7.1113e-13,1.103e-12,4.7142e-11,-4.5853e-23,-7.5078e-26,-8.4137e-27,1,0.276,13.5,0.276,0
-5.0745e-29,-7.0406e-13,1.1201e-12,4.7347e-11,-4.4257e-23,-7.4475e-26,-8.346e-27,1,0.278,13.5,0.278,0
-8.2242e-29,-6.9699e-13,1.1372e-12,4.7552e-11,-4.266e-23,-7.3871e-26,-8.2783e-27,1,0.28,13.5,0.28,0
1.3999e-29,-6.8992e-13,1.1543e-12,4.7757e-11,-4.1064e-23,-7.3267e-26,-8.2107e-27,1,0.282,13.5,0.282,0
-7.6993e-29,-6.8285e-13,1.1714e-12,4.7962e-11,-3.9468e-23,-7.2663e-26,-8.143e-27,1,0.284,13.5,0.284,0
-1.9248e-29,-6.7578e-13,1.1885e-12,4.8167e-11,-3.7872e-23,-7.206e-26,-8.0754e-27,1,0.286,13.5,0.286,0
-1.0499e-29,-6.6871e-13,1.2055e-12,4.8372e-11,-3.6276e-23,-7.1456e-26,-8.0077e-27,1,0.288,13.5,0.288,0
-4.3746e-29,-6.6164e-13,1.2226e-12,4.8577e-11,-3.4679e-23,-7.0852e-26,-7.9401e-27,1,0.29,13.5,0.29,0
-1.2249e-29,-6.5457e-13,1.2397e-12,4.8782e-11,-3.3083e-23,-7.0248e-26,-7.8724e-27,1,0.292,13.5,0.292,0
-1.0499e-28,-6.475e-13,1.2568e-12,4.8987e-11,-3.1487e-23,-6.9645e-26,-7.8047e-27,1,0.294,13.5,0.294,0
-7.6993e-29,-6.4043e-13,1.2739e-12,4.9192e-11,-2.9891e-23,-6.9041e-26,-7.7371e-27,1,0.296,13.5,0.296,0
-7.5243e-29,-6.3336e-13,1.291e-12,4.9397e-11,-2.8295e-23,-6.8437e-26,-7.6694e-27,1,0.298,13.5,0.298,0
-5.0745e-29,-6.2629e-13,1.3081e-12,4.9602e-11,-2.6699e-23,-6.7833e-26,-7.6018e-27,1,0.3,13.5,0.3,0
-1.0674e-28,-6.1923e-13,1.3252e-12,4.9807e-11,-2.5102e-23,-6.723e-26,-7.5341e-27,1,0.302,13.5,0.302,0
-2.2748e-29,-6.1216e-13,1.3423e-12,5.0012e-11,-2.3506e-23,-6.6626e-26,-7.4664e-27,1,0.304,13.5,0.304,0
-2.0998e-29,-6.0509e-13,1.3593e-12,5.0217e-11,-2.191e-23,-6.6022e-26,-7.3988e-27,1,0.306,13.5,0.306,0
6.9993e-30,-5.9802e-13,1.3764e-12,5.0422e-11,-2.0314e-23,-6.5418e-26,-7.3311e-27,1,0.308,13.5,0.308,0
-1.5748e-29,-5.9095e-13,1.3935e-12,5.0627e-11,-1.8718e-23,-6.4815e-26,-7.2635e-27,1,0.31,13.5,0.31,0
-2.2748e-29,-5.8388e-13,1.4106e-12,5.0832e-11,-1.7121e-23,-6.4211e-26,-7.1958e-27,1,0.312,13.5,0.312,0
-8.5742e-29,-5.7681e-13,1.4277e-12,5.1037e-11,-1.5525e-23,-6.3607e-26,-7.1281e-27,1,0.314,13.5,0.314,0
-1.1199e-28,-5.6974e-13,1.4448e-12,5.1242e-11,-1.3929e-23,-6.3003e-26,-7.0605e-27,1,0.316,13.5,0.316,0
-2.0998e-29,-5.6267e-13,1.4619e-12,5.1447e-11,-1.2333e-23,-6.24e-26,-6.9928e-27,1,0.318,13.5,0.318,0
-8.3992e-29,-5.556e-13,1.479e-12,5.1652e-11,-1.0737e-23,-6.1796e-26,-6.9252e-27,1,0.32,13.5,0.32,0
-4.8995e-29,-5.4853e-13,1.4961e-12,5.1857e-11,-9.1405e-24,-6.1192e-26,-6.8575e-27,1,0.322,13.5,0.322,0
-2.9747e-29,-5.4146e-13,1.5131e-12,5.2063e-11,-7.5443e-24,-6.0588e-26,-6.7898e-27,1,0.324,13.5,0.324,0
-1.7498e-30,-5.3439e-13,1.5302e-12,5.2268e-11,-5.9481e-24,-5.9985e-26,-6.7222e-27,1,0.326,13.5,0.326,0
-8.3992e-29,-5.2733e-13,1.5473e-12,5.2473e-11,-4.3519e-24,-5.9381e-26,-6.6545e-27,1,0.328,13.5,0.328,0
-2.4498e-29,-5.2026e-13,1.5644e-12,5.2678e-11,-2.7557e-24,-5.8777e-26,-6.5869e-27,1,0.33,13.5,0.33,0
-2.7997e-29,-5.1319e-13,1.5815e-12,5.2883e-11,-1.1596e-24,-5.8173e-26,-6.5192e-27,1,0.332,13.5,0.332,0
-8.7492e-29,-5.0612e-13,1.5986e-12,5.3088e-11,4.3662e-25,-5.757e-26,-6.4516e-27,1,0.334,13.5,0.334,0
-2.9747e-29,-4.9905e-13,1.6157e-12,5.3293e-11,2.0328e-24,-5.6966e-26,-6.3839e-27,1,0.336,13.5,0.336,0
-8.5742e-29,-4.9198e-13,1.6328e-12,5.3498e-11,3.629e-24,-5.6362e-26,-6.3162e-27,1,0.338,13.5,0.338,0
-8.3992e-29,-4.8491e-13,1.6499e-12,5.3703e-11,5.2252e-24,-5.5758e-26,-6.2486e-27,1,0.34,13.5,0.34,0
-3.4997e-29,-4.7784e-13,1.667e-12,5.3908e-11,6.8214e-24,-5.5155e-26,-6.1809e-27,1,0.342,13.5,0.342,0
-5.2495e-30,-4.7077e-13,1.684e-12,5.4113e-11,8.4176e-24,-5.4551e-26,-6.1133e-27,1,0.344,13.5,0.344,0
-3.1497e-29,-4.637e-13,1.7011e-12,5.4318e-11,1.0014e-23,-5.3947e-26,-6.0456e-27,1,0.346,13.5,0.346,0
2.6247e-29,-4.5663e-13,1.7182e-12,5.4523e-11,1.161e-23,-5.3343e-26,-5.9779e-27,1,0.348,13.5,0.348,0
-2.9747e-29,-4.4956e-13,1.7353e-12,5.4728e-11,1.3206e-23,-5.274e-26,-5.9103e-27,1,0.35,13.5,0.35,0
-3.8496e-29,-4.425e-13,1.7524e-12,5.4933e-11,1.4802e-23,-5.2136e-26,-5.8426e-27,1,0.352,13.5,0.352,0
-4.1996e-29,-4.3543e-13,1.7695e-12,5.5138e-11,1.6398e-23,-5.1532e-26,-5.775e-27,1,0.354,13.5,0.354,0
-9.6241e-29,-4.2836e-13,1.7866e-12,5.5343e-11,1.7995e-23,-5.0928e-26,-5.7073e-27,1,0.356,13.5,0.356,0
-1.2074e-28,-4.2129e-13,1.8037e-12,5.5548e-11,1.9591e-23,-5.0325e-26,-5.6396e-27,1,0.358,13.5,0.358,0
-3.8496e-29,-4.1422e-13,1.8208e-12,5.5753e-11,2.1187e-23,-4.9721e-26,-5.572e-27,1,0.36,13.5,0.36,0
