u,v,w,p,s,d,vtkvalidpointmask,arc_length,points0,points1,points2
-1.4342e-15,0,-1.8493e-16,0.0015349,-3.3262e-21,-6.6523e-25,1,0,9,0,0
0,0,0,0.0015367,-2.2782e-21,-4.5565e-25,1,0.02,9,0.02,0
0,0,0,0.0015386,-1.2303e-21,-2.4606e-25,1,0.04,9,0.04,0
0,0,0,0.0015405,-1.8241e-22,-3.6481e-26,1,0.06,9,0.06,0
0,0,0,0.0015423,8.6551e-22,1.731e-25,1,0.08,9,0.08,0
0,0,0,0.0015442,1.9134e-21,3.8269e-25,1,0.1,9,0.1,0
0,0,0,0.001546,2.9613e-21,5.9227e-25,1,0.12,9,0.12,0
0,0,0,0.0015479,4.0093e-21,8.0185e-25,1,0.14,9,0.14,0
0,0,0,0.0015498,5.0572e-21,1.0114e-24,1,0.16,9,0.16,0
0,0,0,0.0015516,6.1051e-21,1.221e-24,1,0.18,9,0.18,0
0,0,0,0.0015535,7.153e-21,1.4306e-24,1,0.2,9,0.2,0
0,0,0,0.0015553,8.1595e-21,1.6319e-24,1,0.22,9,0.22,0
0,0,0,0.0015555,6.394e-21,1.2788e-24,1,0.24,9,0.24,0
0,0,0,0.0015557,4.6286e-21,9.2572e-25,1,0.26,9,0.26,0
0,0,0,0.0015558,2.8631e-21,5.7262e-25,1,0.28,9,0.28,0
0,0,0,0.001556,1.0977e-21,2.1953e-25,1,0.3,9,0.3,0
0,0,0,0.0015561,-6.678e-22,-1.3356e-25,1,0.32,9,0.32,0
0,0,0,0.0015566,7.0865e-22,1.4173e-25,1,0.34,9,0.34,0
0,0,0,0.0015571,2.5061e-21,5.0122e-25,1,0.36,9,0.36,0
0,0,0,0.0015576,4.3035e-21,8.6071e-25,1,0.38,9,0.38,0
0,0,0,0.0015581,6.101e-21,1.2202e-24,1,0.4,9,0.4,0
0,0,0,0.0015587,7.8984e-21,1.5797e-24,1,0.42,9,0.42,0
0,0,0,0.0015592,9.6959e-21,1.9392e-24,1,0.44,9,0.44,0
0,0,0,0.0015572,8.0991e-21,1.6198e-24,1,0.46,9,0.46,0
0,0,0,0.0015546,5.6705e-21,1.1341e-24,1,0.48,9,0.48,0
0,0,0,0.001552,3.2419e-21,6.4839e-25,1,0.5,9,0.5,0
0,0,0,0.0015494,8.1337e-22,1.6267e-25,1,0.52,9,0.52,0
0,0,0,0.0015468,-1.6152e-21,-3.2304e-25,1,0.54,9,0.54,0
0,0,0,0.0015442,-4.0438e-21,-8.0875e-25,1,0.56,9,0.56,0
0,0,0,0.0015417,-6.4515e-21,-1.2903e-24,1,0.58,9,0.58,0
0,0,0,0.0015433,-8.2468e-21,-1.6494e-24,1,0.6,9,0.6,0
1.8682e-21,-3.7327e-23,3.829e-22,0.0015447,-9.9129e-21,-1.9826e-24,1,0.62,9,0.62,0
2.3537e-22,-4.7026e-24,4.824e-23,0.0015439,-9.3862e-21,-1.8772e-24,1,0.64,9,0.64,0
3.2951e-21,-6.5837e-23,6.7535e-22,0.001543,-8.8595e-21,-1.7719e-24,1,0.66,9,0.66,0
0,0,0,0.0015422,-8.3329e-21,-1.6666e-24,1,0.68,9,0.68,0
1.8829e-21,-3.7621e-23,3.8592e-22,0.0015414,-7.8062e-21,-1.5612e-24,1,0.7,9,0.7,0
5.8842e-23,-1.1757e-24,1.206e-23,0.0015412,-6.7593e-21,-1.3519e-24,1,0.72,9,0.72,0
-1.6476e-21,3.2918e-23,-3.3768e-22,0.0015423,-4.5125e-21,-9.025e-25,1,0.74,9,0.74,0
0,0,0,0.0015434,-2.2657e-21,-4.5314e-25,1,0.76,9,0.76,0
-4.7074e-22,9.4053e-24,-9.6479e-23,0.0015446,-1.8882e-23,-3.7764e-27,1,0.78,9,0.78,0
1.4122e-21,-2.8216e-23,2.8944e-22,0.0015457,2.2279e-21,4.4558e-25,1,0.8,9,0.8,0
0,0,0,0.0015467,4.0109e-21,8.0217e-25,1,0.82,9,0.82,0
0,0,0,0.0015468,3.7215e-21,7.4429e-25,1,0.84,9,0.84,0
0,0,0,0.0015468,3.5941e-21,7.1882e-25,1,0.86,9,0.86,0
0,0,0,0.0015452,5.0906e-21,1.0181e-24,1,0.88,9,0.88,0
0,0,0,0.0015437,6.587e-21,1.3174e-24,1,0.9,9,0.9,0
0,0,0,0.0015421,8.0834e-21,1.6167e-24,1,0.92,9,0.92,0
0,0,0,0.0015406,9.5799e-21,1.916e-24,1,0.94,9,0.94,0
0,0,0,0.0015391,1.1076e-20,2.2153e-24,1,0.96,9,0.96,0
0,0,0,0.0015375,1.2573e-20,2.5146e-24,1,0.98,9,0.98,0
0,0,0,0.001536,1.4069e-20,2.8138e-24,1,1,9,1,0
0,0,0,0.0015344,1.5566e-20,3.1131e-24,1,1.02,9,1.02,0
0,0,0,0.0015335,1.6548e-20,3.3096e-24,1,1.04,9,1.04,0
0,0,0,0.0015336,1.6849e-20,3.3697e-24,1,1.06,9,1.06,0
0,0,0,0.0015338,1.6404e-20,3.2808e-24,1,1.08,9,1.08,0
0,0,0,0.0015343,1.4996e-20,2.9991e-24,1,1.1,9,1.1,0
0,0,0,0.0015349,1.3587e-20,2.7175e-24,1,1.12,9,1.12,0
0,0,0,0.0015354,1.2179e-20,2.4358e-24,1,1.14,9,1.14,0
0,0,0,0.001536,1.0771e-20,2.1542e-24,1,1.16,9,1.16,0
0,0,0,0.0015365,9.3626e-21,1.8725e-24,1,1.18,9,1.18,0
0,0,0,0.0015371,7.9543e-21,1.5909e-24,1,1.2,9,1.2,0
0,0,0,0.0015376,6.546e-21,1.3092e-24,1,1.22,9,1.22,0
0,0,0,0.0015381,5.1377e-21,1.0275e-24,1,1.24,9,1.24,0
0,0,0,0.0015387,3.7294e-21,7.4587e-25,1,1.26,9,1.26,0
0,0,0,0.0015392,2.3211e-21,4.6422e-25,1,1.28,9,1.28,0
0,0,0,0.0015398,9.1279e-22,1.8256e-25,1,1.3,9,1.3,0
2.279e-21,3.5269e-23,4.664e-22,0.0015397,8.5764e-22,1.7153e-25,1,1.32,9,1.32,0
2.1037e-21,3.2556e-23,4.3052e-22,0.0015395,1.059e-21,2.118e-25,1,1.34,9,1.34,0
