"u","v","w","p","s","d","r","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,0,0,0,0,1,0,9,0,0
0,0,0,0,0,0,0,1,0.002,9,0.002,0
0,0,0,0,0,0,0,1,0.004,9,0.004,0
0,0,0,0,0,0,0,1,0.006,9,0.006,0
0,0,0,0,0,0,0,1,0.008,9,0.008,0
0,0,0,0,0,0,0,1,0.01,9,0.01,0
0,0,0,0,0,0,0,1,0.012,9,0.012,0
0,0,0,0,0,0,0,1,0.014,9,0.014,0
0,0,0,0,0,0,0,1,0.016,9,0.016,0
0,0,0,0,0,0,0,1,0.018,9,0.018,0
0,0,0,0,0,0,0,1,0.02,9,0.02,0
0,0,0,0,0,0,0,1,0.022,9,0.022,0
0,0,0,0,0,0,0,1,0.024,9,0.024,0
0,0,0,0,0,0,0,1,0.026,9,0.026,0
0,0,0,0,0,0,0,1,0.028,9,0.028,0
0,0,0,0,0,0,0,1,0.03,9,0.03,0
0,0,0,0,0,0,0,1,0.032,9,0.032,0
0,0,0,0,0,0,0,1,0.034,9,0.034,0
0,0,0,0,0,0,0,1,0.036,9,0.036,0
0,0,0,0,0,0,0,1,0.038,9,0.038,0
0,0,0,0,0,0,0,1,0.04,9,0.04,0
0,0,0,0,0,0,0,1,0.042,9,0.042,0
0,0,0,0,0,0,0,1,0.044,9,0.044,0
0,0,0,0,0,0,0,1,0.046,9,0.046,0
0,0,0,0,0,0,0,1,0.048,9,0.048,0
0,0,0,0,0,0,0,1,0.05,9,0.05,0
0,0,0,0,0,0,0,1,0.052,9,0.052,0
0,0,0,0,0,0,0,1,0.054,9,0.054,0
0,0,0,0,0,0,0,1,0.056,9,0.056,0
0,0,0,0,0,0,0,1,0.058,9,0.058,0
0,0,0,0,0,0,0,1,0.06,9,0.06,0
0,0,0,0,0,0,0,1,0.062,9,0.062,0
0,0,0,0,0,0,0,1,0.064,9,0.064,0
0,0,0,0,0,0,0,1,0.066,9,0.066,0
0,0,0,0,0,0,0,1,0.068,9,0.068,0
0,0,0,0,0,0,0,1,0.07,9,0.07,0
0,0,0,0,0,0,0,1,0.072,9,0.072,0
