u,v,w,p,s,d,vtkvalidpointmask,arc_length,points0,points1,points2
-4.5905e-23,1.0759e-24,-5.7147e-24,7.3629e-06,8.5468e-33,2.5468e-36,1,14.58,14.58,1,0
0,0,0,6.1268e-06,2.4174e-33,7.2132e-37,1,14.76,14.76,1,0
-3.5139e-23,-6.1776e-25,-3.7674e-24,5.1967e-06,1.6827e-33,5.0161e-37,1,14.94,14.94,1,0
0,0,0,4.4189e-06,8.6292e-34,2.5709e-37,1,15.12,15.12,1,0
0,0,0,3.755e-06,-7.9615e-35,-2.3803e-38,1,15.3,15.3,1,0
0,0,0,3.1993e-06,-1.6791e-34,-5.0015e-38,1,15.48,15.48,1,0
-1.153e-23,-4.2692e-26,-2.0326e-24,2.7235e-06,-1.2695e-35,-3.7968e-39,1,15.66,15.66,1,0
0,0,0,2.32e-06,-2.6912e-35,-8.0352e-39,1,15.84,15.84,1,0
0,0,0,1.9905e-06,-2.3769e-36,-6.9881e-40,1,16.02,16.02,1,0
0,0,0,1.7303e-06,3.0865e-37,9.4381e-41,1,16.2,16.2,1,0
-7.8052e-24,-6.5871e-26,-1.0186e-24,1.5118e-06,2.95e-37,8.803e-41,1,16.38,16.38,1,0
0,0,0,1.3239e-06,-2.6341e-37,-7.8179e-41,1,16.56,16.56,1,0
0,0,0,1.1682e-06,8.5883e-38,2.5675e-41,1,16.74,16.74,1,0
0,0,0,1.0383e-06,5.8476e-38,1.7431e-41,1,16.92,16.92,1,0
-2.9861e-24,1.2141e-25,-6.9821e-25,9.4299e-07,-1.9533e-38,-5.834e-42,1,17.1,17.1,1,0
0,0,0,8.8504e-07,3.8898e-39,1.1667e-42,1,17.28,17.28,1,0
0,0,0,8.4661e-07,9.5513e-40,2.8562e-43,1,17.46,17.46,1,0
-1.1253e-24,7.8027e-26,-6.4179e-25,8.2725e-07,1.4745e-39,4.3934e-43,1,17.64,17.64,1,0
0,0,0,8.312e-07,3.7541e-40,1.1184e-43,1,17.82,17.82,1,0
0,0,0,8.4029e-07,-7.6847e-40,-2.2937e-43,1,18,18,1,0
