u,v,w,p,s,d,vtkvalidpointmask,arc_length,points0,points1,points2
0,0,0,7.5128e-05,-4.8322e-29,-9.6645e-33,1,12.96,12.96,1,0
0,0,0,6.5426e-05,6.2251e-30,1.245e-33,1,13.14,13.14,1,0
0,0,0,5.7138e-05,1.0615e-30,2.1229e-34,1,13.32,13.32,1,0
0,0,0,4.9744e-05,4.8544e-32,9.7089e-36,1,13.5,13.5,1,0
-1.019e-22,-8.4251e-25,-1.8682e-23,4.3419e-05,-1.9629e-32,-3.9258e-36,1,13.68,13.68,1,0
8.9163e-23,7.3719e-25,1.6347e-23,3.7919e-05,-2.4167e-32,-4.8334e-36,1,13.86,13.86,1,0
0,0,0,3.3004e-05,-2.0327e-32,-4.0654e-36,1,14.04,14.04,1,0
0,0,0,2.8726e-05,2.9576e-32,5.9153e-36,1,14.22,14.22,1,0
-1.4428e-23,4.5378e-25,-2.4272e-24,2.5105e-05,6.7935e-33,1.3587e-36,1,14.4,14.4,1,0
-3.2979e-23,1.0372e-24,-5.5478e-24,2.1948e-05,4.1872e-33,8.3744e-37,1,14.58,14.58,1,0
0,0,0,1.9138e-05,1.1892e-33,2.3784e-37,1,14.76,14.76,1,0
-2.591e-23,-9.2079e-25,-4.1111e-24,1.6764e-05,8.2536e-34,1.6507e-37,1,14.94,14.94,1,0
0,0,0,1.4675e-05,4.2252e-34,8.4503e-38,1,15.12,15.12,1,0
0,0,0,1.2813e-05,-3.9401e-35,-7.8802e-39,1,15.3,15.3,1,0
0,0,0,1.1216e-05,-8.2163e-35,-1.6433e-38,1,15.48,15.48,1,0
-8.5792e-24,-3.2503e-26,-2.0696e-24,9.8305e-06,-6.2891e-36,-1.2578e-39,1,15.66,15.66,1,0
0,0,0,8.6454e-06,-1.3264e-35,-2.6528e-39,1,15.84,15.84,1,0
0,0,0,7.6031e-06,-1.1171e-36,-2.2343e-40,1,16.02,16.02,1,0
0,0,0,6.7158e-06,1.6326e-37,3.2651e-41,1,16.2,16.2,1,0
-6.0255e-24,-6.4972e-26,-1.1449e-24,5.9581e-06,1.4515e-37,2.903e-41,1,16.38,16.38,1,0
0,0,0,5.3058e-06,-1.2749e-37,-2.5497e-41,1,16.56,16.56,1,0
0,0,0,4.772e-06,4.249e-38,8.4981e-42,1,16.74,16.74,1,0
0,0,0,4.3198e-06,2.8678e-38,5.7357e-42,1,16.92,16.92,1,0
-2.4842e-24,1.2932e-25,-7.6452e-25,3.9256e-06,-9.6369e-39,-1.9274e-42,1,17.1,17.1,1,0
0,0,0,3.6253e-06,1.9439e-39,3.8878e-43,1,17.28,17.28,1,0
0,0,0,3.404e-06,4.7297e-40,9.4593e-44,1,17.46,17.46,1,0
-1.1425e-24,4.591e-26,-7.779e-25,3.239e-06,7.2214e-40,1.4443e-43,1,17.64,17.64,1,0
0,0,0,3.1333e-06,1.8379e-40,3.6759e-44,1,17.82,17.82,1,0
0,0,0,3.0723e-06,-3.784e-40,-7.5681e-44,1,18,18,1,0
