"u","v","w","p","s","d","r","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0.00022275,-0.0092254,-0.26151,0.99999,0,0,1,0.63,0.63,1,0
0,0.00020721,-0.0091028,-0.25829,0.99998,0,0,1,0.648,0.648,1,0
0,0.00019167,-0.0089801,-0.25508,0.99998,0,0,1,0.666,0.666,1,0
0,0.00017613,-0.0088575,-0.25186,0.99998,0,0,1,0.684,0.684,1,0
0,0.00016059,-0.0087348,-0.24864,0.99997,0,0,1,0.702,0.702,1,0
0,0.00014505,-0.0086122,-0.24542,0.99997,0,0,1,0.72,0.72,1,0
0,0.00012951,-0.0084895,-0.2422,0.99997,0,0,1,0.738,0.738,1,0
0,0.00011397,-0.0083669,-0.23898,0.99996,0,0,1,0.756,0.756,1,0
0,9.8425e-05,-0.0082442,-0.23576,0.99996,0,0,1,0.774,0.774,1,0
0,8.2884e-05,-0.0081216,-0.23254,0.99996,0,0,1,0.792,0.792,1,0
0,6.7343e-05,-0.0079989,-0.22933,0.99996,0,0,1,0.81,0.81,1,0
0,5.1802e-05,-0.0078763,-0.22611,0.99995,0,0,1,0.828,0.828,1,0
0,3.6261e-05,-0.0077536,-0.22289,0.99995,0,0,1,0.846,0.846,1,0
0,2.072e-05,-0.007631,-0.21967,0.99995,0,0,1,0.864,0.864,1,0
0,5.1787e-06,-0.0075083,-0.21645,0.99994,0,0,1,0.882,0.882,1,0
0,-1.0362e-05,-0.0073857,-0.21323,0.99994,0,0,1,0.9,0.9,1,0
0,-2.5903e-05,-0.007263,-0.21001,0.99994,0,0,1,0.918,0.918,1,0
0,-4.1444e-05,-0.0071404,-0.20679,0.99993,0,0,1,0.936,0.936,1,0
0,-5.6985e-05,-0.0070177,-0.20358,0.99993,0,0,1,0.954,0.954,1,0
0,-7.2526e-05,-0.0068951,-0.20036,0.99993,0,0,1,0.972,0.972,1,0
0,-8.8067e-05,-0.0067724,-0.19714,0.99992,0,0,1,0.99,0.99,1,0
0,-9.9447e-05,-0.0065648,-0.19239,0.9791,0,0,1,1.008,1.008,1,0
0,-0.00010563,-0.0062509,-0.18572,0.93225,0,0,1,1.026,1.026,1,0
0,-0.0001118,-0.0059371,-0.17905,0.8854,0,0,1,1.044,1.044,1,0
0,-0.00011798,-0.0056232,-0.17238,0.83854,0,0,1,1.062,1.062,1,0
0,-0.00012416,-0.0053093,-0.16571,0.79169,0,0,1,1.08,1.08,1,0
0,-0.00013034,-0.0049954,-0.15904,0.74484,0,0,1,1.098,1.098,1,0
0,-0.00013651,-0.0046815,-0.15236,0.69799,0,0,1,1.116,1.116,1,0
0,-0.00014269,-0.0043677,-0.14569,0.65114,0,0,1,1.134,1.134,1,0
0,-0.00014887,-0.0040538,-0.13902,0.60428,0,0,1,1.152,1.152,1,0
0,-0.00015505,-0.0037399,-0.13235,0.55743,0,0,1,1.17,1.17,1,0
0,-0.00016123,-0.003426,-0.12568,0.51058,0,0,1,1.188,1.188,1,0
0,-0.00014838,-0.0030928,-0.11808,0.46374,0,0,1,1.206,1.206,1,0
0,-0.00012964,-0.0027539,-0.11021,0.41691,0,0,1,1.224,1.224,1,0
0,-0.0001109,-0.002415,-0.10234,0.37007,0,0,1,1.242,1.242,1,0
0,-9.2158e-05,-0.0020761,-0.094472,0.32324,0,0,1,1.26,1.26,1,0
0,-7.3419e-05,-0.0017372,-0.086602,0.2764,0,0,1,1.278,1.278,1,0
0,-5.468e-05,-0.0013983,-0.078731,0.22956,0,0,1,1.296,1.296,1,0
0,-3.5941e-05,-0.0010594,-0.07086,0.18273,0,0,1,1.314,1.314,1,0
0,-1.7202e-05,-0.00072045,-0.062989,0.13589,0,0,1,1.332,1.332,1,0
0,1.5369e-06,-0.00038154,-0.055118,0.089057,0,0,1,1.35,1.35,1,0
0,2.0276e-05,-4.2626e-05,-0.047248,0.042222,0,0,1,1.368,1.368,1,0
0,3.734e-05,0.00026259,-0.040073,6.469e-05,0,0,1,1.386,1.386,1,0
4.2534e-21,3.5641e-05,0.00025502,-0.038883,6.2326e-05,0,0,1,1.404,1.404,1,0
0,3.3943e-05,0.00024745,-0.037692,5.9962e-05,0,0,1,1.422,1.422,1,0
4.2534e-21,3.2245e-05,0.00023988,-0.036502,5.7598e-05,0,0,1,1.44,1.44,1,0
0,3.0546e-05,0.00023231,-0.035311,5.5234e-05,0,0,1,1.458,1.458,1,0
4.2534e-21,2.8848e-05,0.00022474,-0.034121,5.287e-05,0,0,1,1.476,1.476,1,0
4.2534e-21,2.715e-05,0.00021717,-0.03293,5.0505e-05,0,0,1,1.494,1.494,1,0
0,2.5451e-05,0.0002096,-0.03174,4.8141e-05,0,0,1,1.512,1.512,1,0
0,2.3753e-05,0.00020203,-0.030549,4.5777e-05,0,0,1,1.53,1.53,1,0
4.2534e-21,2.2055e-05,0.00019446,-0.029359,4.3413e-05,0,0,1,1.548,1.548,1,0
4.2534e-21,2.0356e-05,0.00018689,-0.028168,4.1049e-05,0,0,1,1.566,1.566,1,0
0,1.8658e-05,0.00017932,-0.026978,3.8685e-05,0,0,1,1.584,1.584,1,0
0,1.696e-05,0.00017175,-0.025787,3.6321e-05,0,0,1,1.602,1.602,1,0
0,1.5261e-05,0.00016418,-0.024597,3.3957e-05,0,0,1,1.62,1.62,1,0
0,1.3563e-05,0.00015661,-0.023406,3.1593e-05,0,0,1,1.638,1.638,1,0
2.1267e-21,1.1865e-05,0.00014904,-0.022216,2.9229e-05,0,0,1,1.656,1.656,1,0
2.1267e-21,1.0167e-05,0.00014147,-0.021026,2.6864e-05,0,0,1,1.674,1.674,1,0
0,8.4682e-06,0.0001339,-0.019835,2.45e-05,0,0,1,1.692,1.692,1,0
-2.1267e-21,6.7699e-06,0.00012633,-0.018645,2.2136e-05,0,0,1,1.71,1.71,1,0
2.1267e-21,5.0716e-06,0.00011876,-0.017454,1.9772e-05,0,0,1,1.728,1.728,1,0
0,3.3733e-06,0.00011119,-0.016264,1.7408e-05,0,0,1,1.746,1.746,1,0
4.2534e-21,1.6749e-06,0.00010362,-0.015073,1.5044e-05,0,0,1,1.764,1.764,1,0
7.4435e-21,-2.337e-08,9.6047e-05,-0.013883,1.268e-05,0,0,1,1.782,1.782,1,0
3.1901e-21,-1.7217e-06,8.8477e-05,-0.012692,1.0316e-05,0,0,1,1.8,1.8,1,0
-2.1267e-21,-3.42e-06,8.0907e-05,-0.011502,7.9517e-06,0,0,1,1.818,1.818,1,0
1.0634e-21,-5.1183e-06,7.3336e-05,-0.010311,5.5876e-06,0,0,1,1.836,1.836,1,0
-5.3168e-22,-6.8166e-06,6.5766e-05,-0.0091206,3.2235e-06,0,0,1,1.854,1.854,1,0
-3.4559e-21,-8.515e-06,5.8196e-05,-0.0079301,8.5941e-07,0,0,1,1.872,1.872,1,0
-3.0571e-21,-1.0213e-05,5.0626e-05,-0.0067396,-1.5047e-06,0,0,1,1.89,1.89,1,0
-2.0703e-20,-1.1177e-05,4.5023e-05,-0.0058986,-2.4428e-06,0,0,1,1.908,1.908,1,0
-2.9888e-21,-1.1555e-05,4.3331e-05,-0.005749,-2.233e-06,0,0,1,1.926,1.926,1,0
-1.8224e-20,-1.1933e-05,4.1639e-05,-0.0055995,-2.0232e-06,0,0,1,1.944,1.944,1,0
-3.8635e-21,-1.2311e-05,3.9947e-05,-0.0054499,-1.8134e-06,0,0,1,1.962,1.962,1,0
-1.4652e-20,-1.2689e-05,3.8255e-05,-0.0053003,-1.6036e-06,0,0,1,1.98,1.98,1,0
2.4785e-21,-1.3067e-05,3.6563e-05,-0.0051507,-1.3939e-06,0,0,1,1.998,1.998,1,0
-1.0752e-20,-1.3445e-05,3.4871e-05,-0.0050011,-1.1841e-06,0,0,1,2.016,2.016,1,0
1.3486e-21,-1.3823e-05,3.3179e-05,-0.0048515,-9.7427e-07,0,0,1,2.034,2.034,1,0
-1.2502e-20,-1.4201e-05,3.1487e-05,-0.0047019,-7.6447e-07,0,0,1,2.052,2.052,1,0
-1.3194e-20,-1.4579e-05,2.9795e-05,-0.0045523,-5.5468e-07,0,0,1,2.07,2.07,1,0
-9.3307e-21,-1.4957e-05,2.8103e-05,-0.0044027,-3.4488e-07,0,0,1,2.088,2.088,1,0
-1.5873e-20,-1.5334e-05,2.6411e-05,-0.0042532,-1.3509e-07,0,0,1,2.106,2.106,1,0
-3.1345e-21,-1.5712e-05,2.4719e-05,-0.0041036,7.471e-08,0,0,1,2.124,2.124,1,0
-3.6448e-22,-1.609e-05,2.3027e-05,-0.003954,2.845e-07,0,0,1,2.142,2.142,1,0
-6.2873e-21,-1.6468e-05,2.1335e-05,-0.0038044,4.943e-07,0,0,1,2.16,2.16,1,0
-5.4855e-21,-1.6846e-05,1.9643e-05,-0.0036548,7.0409e-07,0,0,1,2.178,2.178,1,0
-2.0798e-21,-1.7224e-05,1.7951e-05,-0.0035052,9.1389e-07,0,0,1,2.196,2.196,1,0
6.6472e-21,-1.7602e-05,1.6259e-05,-0.0033556,1.1237e-06,0,0,1,2.214,2.214,1,0
-8.6109e-21,-1.798e-05,1.4567e-05,-0.003206,1.3335e-06,0,0,1,2.232,2.232,1,0
1.2277e-07,-1.8309e-05,1.2827e-05,-0.0030543,1.5518e-06,0,0,1,2.25,2.25,1,0
1.6567e-07,-1.867e-05,1.1119e-05,-0.002904,1.7646e-06,0,0,1,2.268,2.268,1,0
0,-1.9064e-05,9.3056e-06,-0.0027535,1.9752e-06,0,0,1,2.286,2.286,1,0
0,-1.9431e-05,7.5755e-06,-0.0026032,2.1875e-06,0,0,1,2.304,2.304,1,0
0,-1.9799e-05,5.8453e-06,-0.0024528,2.3998e-06,0,0,1,2.322,2.322,1,0
0,-2.0167e-05,4.1152e-06,-0.0023025,2.6121e-06,0,0,1,2.34,2.34,1,0
0,-2.0534e-05,2.385e-06,-0.0021521,2.8245e-06,0,0,1,2.358,2.358,1,0
0,-2.0479e-05,1.7365e-06,-0.0020467,2.8274e-06,0,0,1,2.376,2.376,1,0
0,-1.9836e-05,1.2021e-06,-0.0019825,2.6334e-06,0,0,1,2.394,2.394,1,0
0,-1.9193e-05,6.6769e-07,-0.0019182,2.4393e-06,0,0,1,2.412,2.412,1,0
0,-1.855e-05,1.3328e-07,-0.001854,2.2453e-06,0,0,1,2.43,2.43,1,0
0,-1.7906e-05,-4.0112e-07,-0.0017898,2.0513e-06,0,0,1,2.448,2.448,1,0
0,-1.7263e-05,-9.3553e-07,-0.0017256,1.8572e-06,0,0,1,2.466,2.466,1,0
0,-1.662e-05,-1.4699e-06,-0.0016613,1.6632e-06,0,0,1,2.484,2.484,1,0
0,-1.5976e-05,-2.0044e-06,-0.0015971,1.4692e-06,0,0,1,2.502,2.502,1,0
0,-1.5333e-05,-2.5388e-06,-0.0015329,1.2751e-06,0,0,1,2.52,2.52,1,0
0,-1.469e-05,-3.0732e-06,-0.0014687,1.0811e-06,0,0,1,2.538,2.538,1,0
0,-1.4047e-05,-3.6076e-06,-0.0014044,8.8705e-07,0,0,1,2.556,2.556,1,0
0,-1.3403e-05,-4.142e-06,-0.0013402,6.9301e-07,0,0,1,2.574,2.574,1,0
0,-1.276e-05,-4.6764e-06,-0.001276,4.9897e-07,0,0,1,2.592,2.592,1,0
0,-1.2117e-05,-5.2108e-06,-0.0012118,3.0494e-07,0,0,1,2.61,2.61,1,0
0,-1.1473e-05,-5.7452e-06,-0.0011475,1.109e-07,0,0,1,2.628,2.628,1,0
0,-1.083e-05,-6.2796e-06,-0.0010833,-8.3134e-08,0,0,1,2.646,2.646,1,0
0,-1.0187e-05,-6.814e-06,-0.0010191,-2.7717e-07,0,0,1,2.664,2.664,1,0
0,-9.5435e-06,-7.3484e-06,-0.00095487,-4.7121e-07,0,0,1,2.682,2.682,1,0
0,-8.9003e-06,-7.8828e-06,-0.00089065,-6.6524e-07,0,0,1,2.7,2.7,1,0
0,-8.257e-06,-8.4172e-06,-0.00082642,-8.5928e-07,0,0,1,2.718,2.718,1,0
0,-7.9786e-06,-8.033e-06,-0.00079065,-8.7934e-07,0,0,1,2.736,2.736,1,0
0,-7.7993e-06,-7.3996e-06,-0.00076259,-8.5224e-07,0,0,1,2.754,2.754,1,0
0,-7.6199e-06,-6.7663e-06,-0.00073453,-8.2513e-07,0,0,1,2.772,2.772,1,0
0,-7.4405e-06,-6.1329e-06,-0.00070647,-7.9802e-07,0,0,1,2.79,2.79,1,0
0,-7.2611e-06,-5.4996e-06,-0.00067841,-7.7091e-07,0,0,1,2.808,2.808,1,0
0,-7.0817e-06,-4.8662e-06,-0.00065035,-7.438e-07,0,0,1,2.826,2.826,1,0
0,-6.9024e-06,-4.2329e-06,-0.00062229,-7.167e-07,0,0,1,2.844,2.844,1,0
0,-6.723e-06,-3.5995e-06,-0.00059423,-6.8959e-07,0,0,1,2.862,2.862,1,0
0,-6.5436e-06,-2.9661e-06,-0.00056617,-6.6248e-07,0,0,1,2.88,2.88,1,0
0,-6.3642e-06,-2.3328e-06,-0.00053811,-6.3537e-07,0,0,1,2.898,2.898,1,0
0,-6.1848e-06,-1.6994e-06,-0.00051005,-6.0827e-07,0,0,1,2.916,2.916,1,0
0,-6.0055e-06,-1.0661e-06,-0.00048199,-5.8116e-07,0,0,1,2.934,2.934,1,0
0,-5.8261e-06,-4.3273e-07,-0.00045393,-5.5405e-07,0,0,1,2.952,2.952,1,0
0,-5.6467e-06,2.0063e-07,-0.00042587,-5.2694e-07,0,0,1,2.97,2.97,1,0
0,-5.4673e-06,8.3398e-07,-0.00039781,-4.9983e-07,0,0,1,2.988,2.988,1,0
0,-5.2879e-06,1.4673e-06,-0.00036975,-4.7273e-07,0,0,1,3.006,3.006,1,0
0,-5.1086e-06,2.1007e-06,-0.00034169,-4.4562e-07,0,0,1,3.024,3.024,1,0
0,-4.9292e-06,2.7341e-06,-0.00031363,-4.1851e-07,0,0,1,3.042,3.042,1,0
0,-4.7498e-06,3.3674e-06,-0.00028557,-3.914e-07,0,0,1,3.06,3.06,1,0
0,-4.5704e-06,4.0008e-06,-0.00025751,-3.643e-07,0,0,1,3.078,3.078,1,0
0,-4.3911e-06,4.6341e-06,-0.00022945,-3.3719e-07,0,0,1,3.096,3.096,1,0
0,-4.2117e-06,5.2675e-06,-0.00020139,-3.1008e-07,0,0,1,3.114,3.114,1,0
0,-4.0323e-06,5.9008e-06,-0.00017333,-2.8297e-07,0,0,1,3.132,3.132,1,0
0,-3.8529e-06,6.5342e-06,-0.00014527,-2.5586e-07,0,0,1,3.15,3.15,1,0
0,-3.6735e-06,7.1675e-06,-0.00011721,-2.2876e-07,0,0,1,3.168,3.168,1,0
0,-3.4942e-06,7.8009e-06,-8.915e-05,-2.0165e-07,0,0,1,3.186,3.186,1,0
0,-3.3148e-06,8.4342e-06,-6.109e-05,-1.7454e-07,0,0,1,3.204,3.204,1,0
1.0531e-09,-3.1356e-06,9.0641e-06,-3.3094e-05,-1.4753e-07,0,0,1,3.222,3.222,1,0
4.2148e-22,-3.2504e-06,8.1559e-06,-1.6757e-05,-1.069e-07,0,0,1,3.24,3.24,1,0
0,-3.1359e-06,7.8955e-06,-1.7079e-05,-1.0811e-07,0,0,1,3.258,3.258,1,0
0,-2.9682e-06,7.7303e-06,-1.5036e-05,-1.0204e-07,0,0,1,3.276,3.276,1,0
0,-2.8005e-06,7.5651e-06,-1.2993e-05,-9.5969e-08,0,0,1,3.294,3.294,1,0
0,-2.6328e-06,7.3998e-06,-1.095e-05,-8.9899e-08,0,0,1,3.312,3.312,1,0
0,-2.4651e-06,7.2346e-06,-8.9065e-06,-8.383e-08,0,0,1,3.33,3.33,1,0
0,-2.2974e-06,7.0694e-06,-6.8634e-06,-7.7761e-08,0,0,1,3.348,3.348,1,0
0,-2.1297e-06,6.9041e-06,-4.8204e-06,-7.1691e-08,0,0,1,3.366,3.366,1,0
0,-1.9621e-06,6.7389e-06,-2.7773e-06,-6.5622e-08,0,0,1,3.384,3.384,1,0
0,-1.7944e-06,6.5737e-06,-7.3426e-07,-5.9552e-08,0,0,1,3.402,3.402,1,0
0,-1.6267e-06,6.4084e-06,1.3088e-06,-5.3483e-08,0,0,1,3.42,3.42,1,0
0,-1.459e-06,6.2432e-06,3.3519e-06,-4.7413e-08,0,0,1,3.438,3.438,1,0
0,-1.2913e-06,6.078e-06,5.3949e-06,-4.1344e-08,0,0,1,3.456,3.456,1,0
0,-1.1236e-06,5.9127e-06,7.438e-06,-3.5275e-08,0,0,1,3.474,3.474,1,0
0,-9.5595e-07,5.7475e-06,9.4811e-06,-2.9205e-08,0,0,1,3.492,3.492,1,0
0,-7.8827e-07,5.5823e-06,1.1524e-05,-2.3136e-08,0,0,1,3.51,3.51,1,0
0,-6.2058e-07,5.417e-06,1.3567e-05,-1.7066e-08,0,0,1,3.528,3.528,1,0
0,-4.529e-07,5.2518e-06,1.561e-05,-1.0997e-08,0,0,1,3.546,3.546,1,0
0,-2.8522e-07,5.0866e-06,1.7653e-05,-4.9274e-09,0,0,1,3.564,3.564,1,0
0,-1.1753e-07,4.9213e-06,1.9696e-05,1.1421e-09,0,0,1,3.582,3.582,1,0
0,5.0153e-08,4.7561e-06,2.1739e-05,7.2115e-09,0,0,1,3.6,3.6,1,0
0,2.1784e-07,4.5909e-06,2.3783e-05,1.3281e-08,0,0,1,3.618,3.618,1,0
0,3.8552e-07,4.4256e-06,2.5826e-05,1.935e-08,0,0,1,3.636,3.636,1,0
0,5.5321e-07,4.2604e-06,2.7869e-05,2.542e-08,0,0,1,3.654,3.654,1,0
7.3235e-22,6.3084e-07,4.0777e-06,2.8504e-05,2.7839e-08,0,0,1,3.672,3.672,1,0
-4.5336e-22,6.0354e-07,3.8746e-06,2.75e-05,2.6005e-08,0,0,1,3.69,3.69,1,0
-4.1849e-22,5.7625e-07,3.6716e-06,2.6495e-05,2.4171e-08,0,0,1,3.708,3.708,1,0
5.5798e-22,5.4896e-07,3.4685e-06,2.5491e-05,2.2337e-08,0,0,1,3.726,3.726,1,0
6.9748e-22,5.2167e-07,3.2654e-06,2.4486e-05,2.0503e-08,0,0,1,3.744,3.744,1,0
0,4.9438e-07,3.0624e-06,2.3482e-05,1.8669e-08,0,0,1,3.762,3.762,1,0
-1.395e-22,4.6708e-07,2.8593e-06,2.2478e-05,1.6835e-08,0,0,1,3.78,3.78,1,0
2.7899e-22,4.3979e-07,2.6562e-06,2.1473e-05,1.5001e-08,0,0,1,3.798,3.798,1,0
0,4.125e-07,2.4532e-06,2.0469e-05,1.3167e-08,0,0,1,3.816,3.816,1,0
-5.5798e-22,3.8521e-07,2.2501e-06,1.9464e-05,1.1333e-08,0,0,1,3.834,3.834,1,0
-2.7899e-22,3.5791e-07,2.0471e-06,1.846e-05,9.4993e-09,0,0,1,3.852,3.852,1,0
2.7899e-22,3.3062e-07,1.844e-06,1.7456e-05,7.6654e-09,0,0,1,3.87,3.87,1,0
-8.3698e-22,3.0333e-07,1.6409e-06,1.6451e-05,5.8314e-09,0,0,1,3.888,3.888,1,0
0,2.7604e-07,1.4379e-06,1.5447e-05,3.9975e-09,0,0,1,3.906,3.906,1,0
5.5798e-22,2.4875e-07,1.2348e-06,1.4442e-05,2.1635e-09,0,0,1,3.924,3.924,1,0
0,2.2145e-07,1.0317e-06,1.3438e-05,3.2955e-10,0,0,1,3.942,3.942,1,0
5.5798e-22,1.9416e-07,8.2867e-07,1.2433e-05,-1.5044e-09,0,0,1,3.96,3.96,1,0
0,1.6687e-07,6.2561e-07,1.1429e-05,-3.3384e-09,0,0,1,3.978,3.978,1,0
5.5798e-22,1.3958e-07,4.2255e-07,1.0425e-05,-5.1723e-09,0,0,1,3.996,3.996,1,0
0,1.1228e-07,2.1949e-07,9.4202e-06,-7.0063e-09,0,0,1,4.014,4.014,1,0
5.5798e-22,8.4992e-08,1.6422e-08,8.4157e-06,-8.8403e-09,0,0,1,4.032,4.032,1,0
0,5.77e-08,-1.8664e-07,7.4113e-06,-1.0674e-08,0,0,1,4.05,4.05,1,0
5.5798e-22,3.0408e-08,-3.897e-07,6.4069e-06,-1.2508e-08,0,0,1,4.068,4.068,1,0
5.5798e-22,3.1157e-09,-5.9277e-07,5.4025e-06,-1.4342e-08,0,0,1,4.086,4.086,1,0
0,-1.9026e-08,-7.7507e-07,4.5092e-06,-1.5975e-08,0,0,1,4.104,4.104,1,0
0,4.0379e-08,-6.2872e-07,5.3758e-06,-1.4417e-08,0,0,1,4.122,4.122,1,0
0,9.9783e-08,-4.8238e-07,6.2423e-06,-1.2859e-08,0,0,1,4.14,4.14,1,0
0,1.5919e-07,-3.3603e-07,7.1088e-06,-1.1301e-08,0,0,1,4.158,4.158,1,0
0,1.5252e-07,-3.2454e-07,7.0752e-06,-1.081e-08,0,0,1,4.176,4.176,1,0
0,1.423e-07,-3.2031e-07,6.9931e-06,-1.0377e-08,0,0,1,4.194,4.194,1,0
0,1.3209e-07,-3.1607e-07,6.9111e-06,-9.9442e-09,0,0,1,4.212,4.212,1,0
0,1.2187e-07,-3.1183e-07,6.8291e-06,-9.5111e-09,0,0,1,4.23,4.23,1,0
0,1.1165e-07,-3.076e-07,6.747e-06,-9.0781e-09,0,0,1,4.248,4.248,1,0
0,1.0143e-07,-3.0336e-07,6.665e-06,-8.6451e-09,0,0,1,4.266,4.266,1,0
0,9.1214e-08,-2.9912e-07,6.583e-06,-8.2121e-09,0,0,1,4.284,4.284,1,0
0,8.0997e-08,-2.9488e-07,6.5009e-06,-7.779e-09,0,0,1,4.302,4.302,1,0
0,7.0779e-08,-2.9065e-07,6.4189e-06,-7.346e-09,0,0,1,4.32,4.32,1,0
0,6.0561e-08,-2.8641e-07,6.3369e-06,-6.913e-09,0,0,1,4.338,4.338,1,0
0,5.0344e-08,-2.8217e-07,6.2548e-06,-6.48e-09,0,0,1,4.356,4.356,1,0
0,4.0126e-08,-2.7794e-07,6.1728e-06,-6.0469e-09,0,0,1,4.374,4.374,1,0
0,2.9908e-08,-2.737e-07,6.0908e-06,-5.6139e-09,0,0,1,4.392,4.392,1,0
0,1.969e-08,-2.6946e-07,6.0087e-06,-5.1809e-09,0,0,1,4.41,4.41,1,0
0,9.4727e-09,-2.6523e-07,5.9267e-06,-4.7478e-09,0,0,1,4.428,4.428,1,0
0,2.1447e-10,-2.5908e-07,5.8219e-06,-4.2975e-09,0,0,1,4.446,4.446,1,0
0,-4.9204e-09,-2.4474e-07,5.6191e-06,-3.7725e-09,0,0,1,4.464,4.464,1,0
0,-1.0055e-08,-2.3041e-07,5.4164e-06,-3.2476e-09,0,0,1,4.482,4.482,1,0
0,-1.519e-08,-2.1607e-07,5.2136e-06,-2.7226e-09,0,0,1,4.5,4.5,1,0
0,-2.0325e-08,-2.0173e-07,5.0109e-06,-2.1976e-09,0,0,1,4.518,4.518,1,0
0,-2.546e-08,-1.874e-07,4.8081e-06,-1.6727e-09,0,0,1,4.536,4.536,1,0
0,-3.0595e-08,-1.7306e-07,4.6054e-06,-1.1477e-09,0,0,1,4.554,4.554,1,0
0,-3.5729e-08,-1.5872e-07,4.4026e-06,-6.2277e-10,0,0,1,4.572,4.572,1,0
0,-4.5254e-08,-1.6479e-07,4.4947e-06,-4.5426e-10,0,0,1,4.59,4.59,1,0
0,-5.614e-08,-1.7718e-07,4.6782e-06,-3.963e-10,0,0,1,4.608,4.608,1,0
0,-6.4115e-08,-1.7723e-07,4.9196e-06,-3.3337e-10,0,0,1,4.626,4.626,1,0
0,-6.3655e-08,-1.4154e-07,5.3288e-06,-2.5607e-10,0,0,1,4.644,4.644,1,0
0,-6.3196e-08,-1.0585e-07,5.7379e-06,-1.7877e-10,0,0,1,4.662,4.662,1,0
0,-6.2737e-08,-7.0155e-08,6.147e-06,-1.0147e-10,0,0,1,4.68,4.68,1,0
0,-6.2277e-08,-3.4463e-08,6.5562e-06,-2.4171e-11,0,0,1,4.698,4.698,1,0
0,-6.1818e-08,1.2291e-09,6.9653e-06,5.313e-11,0,0,1,4.716,4.716,1,0
-1.9613e-22,-6.1359e-08,3.6921e-08,7.3745e-06,1.3043e-10,0,0,1,4.734,4.734,1,0
1.9613e-22,-6.0899e-08,7.2613e-08,7.7836e-06,2.0773e-10,0,0,1,4.752,4.752,1,0
-9.8067e-23,-6.044e-08,1.0831e-07,8.1928e-06,2.8503e-10,0,0,1,4.77,4.77,1,0
9.8067e-23,-5.9981e-08,1.44e-07,8.6019e-06,3.6233e-10,0,0,1,4.788,4.788,1,0
