u,v,w,p,s,d,r,vtkValidPointMask,arc_length,Points0,Points1,Points2
0,-2.5921e-05,-1.5215e-05,-0.00045925,-2.605e-06,0,0,1,2.772,2.772,1,0
0,-2.5247e-05,-1.3701e-05,-0.00043096,-2.5197e-06,0,0,1,2.79,2.79,1,0
0,-2.4573e-05,-1.2186e-05,-0.00040267,-2.4344e-06,0,0,1,2.808,2.808,1,0
0,-2.3899e-05,-1.0672e-05,-0.00037439,-2.3491e-06,0,0,1,2.826,2.826,1,0
0,-2.3225e-05,-9.158e-06,-0.0003461,-2.2637e-06,0,0,1,2.844,2.844,1,0
0,-2.2552e-05,-7.6438e-06,-0.00031781,-2.1784e-06,0,0,1,2.862,2.862,1,0
0,-2.1878e-05,-6.1296e-06,-0.00028952,-2.0931e-06,0,0,1,2.88,2.88,1,0
0,-2.1204e-05,-4.6154e-06,-0.00026124,-2.0077e-06,0,0,1,2.898,2.898,1,0
0,-2.053e-05,-3.1011e-06,-0.00023295,-1.9224e-06,0,0,1,2.916,2.916,1,0
0,-1.9856e-05,-1.5869e-06,-0.00020466,-1.8371e-06,0,0,1,2.934,2.934,1,0
0,-1.9182e-05,-7.2718e-08,-0.00017638,-1.7518e-06,0,0,1,2.952,2.952,1,0
0,-1.8508e-05,1.4415e-06,-0.00014809,-1.6664e-06,0,0,1,2.97,2.97,1,0
0,-1.7835e-05,2.9557e-06,-0.0001198,-1.5811e-06,0,0,1,2.988,2.988,1,0
0,-1.7161e-05,4.4699e-06,-9.1517e-05,-1.4958e-06,0,0,1,3.006,3.006,1,0
0,-1.6487e-05,5.9841e-06,-6.3231e-05,-1.4104e-06,0,0,1,3.024,3.024,1,0
0,-1.5813e-05,7.4984e-06,-3.4944e-05,-1.3251e-06,0,0,1,3.042,3.042,1,0
0,-1.5139e-05,9.0126e-06,-6.6572e-06,-1.2398e-06,0,0,1,3.06,3.06,1,0
0,-1.4465e-05,1.0527e-05,2.163e-05,-1.1545e-06,0,0,1,3.078,3.078,1,0
0,-1.3791e-05,1.2041e-05,4.9916e-05,-1.0691e-06,0,0,1,3.096,3.096,1,0
0,-1.3117e-05,1.3555e-05,7.8203e-05,-9.8381e-07,0,0,1,3.114,3.114,1,0
0,-1.2444e-05,1.5069e-05,0.00010649,-8.9848e-07,0,0,1,3.132,3.132,1,0
0,-1.177e-05,1.6584e-05,0.00013478,-8.1315e-07,0,0,1,3.15,3.15,1,0
0,-1.1096e-05,1.8098e-05,0.00016306,-7.2783e-07,0,0,1,3.168,3.168,1,0
0,-1.0422e-05,1.9612e-05,0.00019135,-6.425e-07,0,0,1,3.186,3.186,1,0
0,-9.7481e-06,2.1126e-05,0.00021964,-5.5717e-07,0,0,1,3.204,3.204,1,0
-4.6446e-10,-9.0748e-06,2.2618e-05,0.0002479,-4.7214e-07,0,0,1,3.222,3.222,1,0
2.8755e-23,-9.7403e-06,1.6288e-05,0.00027699,-3.4598e-07,0,0,1,3.24,3.24,1,0
0,-9.2999e-06,1.5574e-05,0.00026474,-3.496e-07,0,0,1,3.258,3.258,1,0
0,-8.8151e-06,1.4714e-05,0.00025467,-3.3003e-07,0,0,1,3.276,3.276,1,0
0,-8.3303e-06,1.3855e-05,0.0002446,-3.1047e-07,0,0,1,3.294,3.294,1,0
0,-7.8455e-06,1.2996e-05,0.00023453,-2.909e-07,0,0,1,3.312,3.312,1,0
0,-7.3608e-06,1.2137e-05,0.00022446,-2.7134e-07,0,0,1,3.33,3.33,1,0
0,-6.876e-06,1.1278e-05,0.00021439,-2.5178e-07,0,0,1,3.348,3.348,1,0
0,-6.3912e-06,1.0418e-05,0.00020432,-2.3221e-07,0,0,1,3.366,3.366,1,0
0,-5.9064e-06,9.5592e-06,0.00019425,-2.1265e-07,0,0,1,3.384,3.384,1,0
0,-5.4216e-06,8.7001e-06,0.00018418,-1.9308e-07,0,0,1,3.402,3.402,1,0
0,-4.9368e-06,7.8409e-06,0.00017411,-1.7352e-07,0,0,1,3.42,3.42,1,0
0,-4.452e-06,6.9817e-06,0.00016404,-1.5395e-07,0,0,1,3.438,3.438,1,0
0,-3.9672e-06,6.1225e-06,0.00015397,-1.3439e-07,0,0,1,3.456,3.456,1,0
0,-3.4824e-06,5.2633e-06,0.0001439,-1.1483e-07,0,0,1,3.474,3.474,1,0
0,-2.9976e-06,4.4042e-06,0.00013383,-9.5262e-08,0,0,1,3.492,3.492,1,0
0,-2.5128e-06,3.545e-06,0.00012376,-7.5698e-08,0,0,1,3.51,3.51,1,0
0,-2.0281e-06,2.6858e-06,0.00011369,-5.6134e-08,0,0,1,3.528,3.528,1,0
0,-1.5433e-06,1.8266e-06,0.00010362,-3.657e-08,0,0,1,3.546,3.546,1,0
0,-1.0585e-06,9.6745e-07,9.355e-05,-1.7005e-08,0,0,1,3.564,3.564,1,0
0,-5.7369e-07,1.0826e-07,8.348e-05,2.5589e-09,0,0,1,3.582,3.582,1,0
0,-8.8898e-08,-7.5092e-07,7.341e-05,2.2123e-08,0,0,1,3.6,3.6,1,0
0,3.959e-07,-1.6101e-06,6.334e-05,4.1687e-08,0,0,1,3.618,3.618,1,0
0,8.8068e-07,-2.4693e-06,5.3269e-05,6.1251e-08,0,0,1,3.636,3.636,1,0
0,1.3655e-06,-3.3285e-06,4.3199e-05,8.0816e-08,0,0,1,3.654,3.654,1,0
1.5092e-21,1.6098e-06,-3.8188e-06,3.6204e-05,8.8656e-08,0,0,1,3.672,3.672,1,0
-9.3424e-22,1.574e-06,-3.8794e-06,3.2791e-05,8.2837e-08,0,0,1,3.69,3.69,1,0
-8.6238e-22,1.5381e-06,-3.94e-06,2.9378e-05,7.7018e-08,0,0,1,3.708,3.708,1,0
1.1498e-21,1.5023e-06,-4.0006e-06,2.5965e-05,7.1199e-08,0,0,1,3.726,3.726,1,0
1.4373e-21,1.4664e-06,-4.0612e-06,2.2551e-05,6.538e-08,0,0,1,3.744,3.744,1,0
0,1.4306e-06,-4.1218e-06,1.9138e-05,5.9561e-08,0,0,1,3.762,3.762,1,0
-2.8746e-22,1.3947e-06,-4.1824e-06,1.5725e-05,5.3742e-08,0,0,1,3.78,3.78,1,0
5.7492e-22,1.3589e-06,-4.243e-06,1.2312e-05,4.7923e-08,0,0,1,3.798,3.798,1,0
0,1.3231e-06,-4.3036e-06,8.8991e-06,4.2105e-08,0,0,1,3.816,3.816,1,0
-1.1498e-21,1.2872e-06,-4.3642e-06,5.486e-06,3.6285e-08,0,0,1,3.834,3.834,1,0
-5.7492e-22,1.2514e-06,-4.4248e-06,2.073e-06,3.0467e-08,0,0,1,3.852,3.852,1,0
5.7492e-22,1.2155e-06,-4.4854e-06,-1.3401e-06,2.4648e-08,0,0,1,3.87,3.87,1,0
-1.7248e-21,1.1797e-06,-4.5461e-06,-4.7532e-06,1.8829e-08,0,0,1,3.888,3.888,1,0
0,1.1439e-06,-4.6067e-06,-8.1663e-06,1.301e-08,0,0,1,3.906,3.906,1,0
1.1498e-21,1.108e-06,-4.6673e-06,-1.1579e-05,7.1907e-09,0,0,1,3.924,3.924,1,0
0,1.0722e-06,-4.7279e-06,-1.4992e-05,1.3717e-09,0,0,1,3.942,3.942,1,0
1.1498e-21,1.0363e-06,-4.7885e-06,-1.8406e-05,-4.4473e-09,0,0,1,3.96,3.96,1,0
0,1.0005e-06,-4.8491e-06,-2.1819e-05,-1.0266e-08,0,0,1,3.978,3.978,1,0
1.1498e-21,9.6464e-07,-4.9097e-06,-2.5232e-05,-1.6085e-08,0,0,1,3.996,3.996,1,0
0,9.288e-07,-4.9703e-06,-2.8645e-05,-2.1904e-08,0,0,1,4.014,4.014,1,0
1.1498e-21,8.9296e-07,-5.0309e-06,-3.2058e-05,-2.7723e-08,0,0,1,4.032,4.032,1,0
0,8.5711e-07,-5.0915e-06,-3.5471e-05,-3.3542e-08,0,0,1,4.05,4.05,1,0
1.1498e-21,8.2127e-07,-5.1521e-06,-3.8884e-05,-3.9361e-08,0,0,1,4.068,4.068,1,0
1.1498e-21,7.8543e-07,-5.2127e-06,-4.2297e-05,-4.518e-08,0,0,1,4.086,4.086,1,0
0,7.7572e-07,-5.2274e-06,-4.5325e-05,-5.0365e-08,0,0,1,4.104,4.104,1,0
0,1.1797e-06,-4.5152e-06,-4.225e-05,-4.5512e-08,0,0,1,4.122,4.122,1,0
0,1.5837e-06,-3.803e-06,-3.9176e-05,-4.0659e-08,0,0,1,4.14,4.14,1,0
0,1.9876e-06,-3.0908e-06,-3.6102e-05,-3.5806e-08,0,0,1,4.158,4.158,1,0
0,1.9802e-06,-3.0255e-06,-3.5579e-05,-3.4265e-08,0,0,1,4.176,4.176,1,0
0,1.9506e-06,-2.9949e-06,-3.5194e-05,-3.2902e-08,0,0,1,4.194,4.194,1,0
0,1.921e-06,-2.9643e-06,-3.4808e-05,-3.1538e-08,0,0,1,4.212,4.212,1,0
0,1.8914e-06,-2.9338e-06,-3.4422e-05,-3.0175e-08,0,0,1,4.23,4.23,1,0
0,1.8619e-06,-2.9032e-06,-3.4037e-05,-2.8812e-08,0,0,1,4.248,4.248,1,0
0,1.8323e-06,-2.8726e-06,-3.3651e-05,-2.7449e-08,0,0,1,4.266,4.266,1,0
0,1.8027e-06,-2.842e-06,-3.3266e-05,-2.6085e-08,0,0,1,4.284,4.284,1,0
0,1.7732e-06,-2.8115e-06,-3.288e-05,-2.4722e-08,0,0,1,4.302,4.302,1,0
0,1.7436e-06,-2.7809e-06,-3.2494e-05,-2.3359e-08,0,0,1,4.32,4.32,1,0
0,1.714e-06,-2.7503e-06,-3.2109e-05,-2.1995e-08,0,0,1,4.338,4.338,1,0
0,1.6844e-06,-2.7198e-06,-3.1723e-05,-2.0632e-08,0,0,1,4.356,4.356,1,0
0,1.6549e-06,-2.6892e-06,-3.1338e-05,-1.9269e-08,0,0,1,4.374,4.374,1,0
0,1.6253e-06,-2.6586e-06,-3.0952e-05,-1.7906e-08,0,0,1,4.392,4.392,1,0
0,1.5957e-06,-2.628e-06,-3.0566e-05,-1.6542e-08,0,0,1,4.41,4.41,1,0
0,1.5661e-06,-2.5975e-06,-3.0181e-05,-1.5179e-08,0,0,1,4.428,4.428,1,0
0,1.5368e-06,-2.5639e-06,-2.983e-05,-1.376e-08,0,0,1,4.446,4.446,1,0
0,1.5083e-06,-2.5176e-06,-2.9631e-05,-1.2103e-08,0,0,1,4.464,4.464,1,0
0,1.4798e-06,-2.4713e-06,-2.9432e-05,-1.0446e-08,0,0,1,4.482,4.482,1,0
0,1.4513e-06,-2.425e-06,-2.9233e-05,-8.7891e-09,0,0,1,4.5,4.5,1,0
0,1.4229e-06,-2.3787e-06,-2.9034e-05,-7.1321e-09,0,0,1,4.518,4.518,1,0
0,1.3944e-06,-2.3324e-06,-2.8836e-05,-5.4751e-09,0,0,1,4.536,4.536,1,0
0,1.3659e-06,-2.2861e-06,-2.8637e-05,-3.818e-09,0,0,1,4.554,4.554,1,0
0,1.3374e-06,-2.2398e-06,-2.8438e-05,-2.161e-09,0,0,1,4.572,4.572,1,0
0,1.2457e-06,-2.1936e-06,-2.7375e-05,-1.6203e-09,0,0,1,4.59,4.59,1,0
0,1.1342e-06,-2.1474e-06,-2.6045e-05,-1.4259e-09,0,0,1,4.608,4.608,1,0
0,1.0212e-06,-2.0574e-06,-2.4674e-05,-1.2154e-09,0,0,1,4.626,4.626,1,0
0,9.0315e-07,-1.8405e-06,-2.3189e-05,-9.5828e-10,0,0,1,4.644,4.644,1,0
0,7.8515e-07,-1.6235e-06,-2.1703e-05,-7.0118e-10,0,0,1,4.662,4.662,1,0
0,6.6715e-07,-1.4065e-06,-2.0218e-05,-4.4408e-10,0,0,1,4.68,4.68,1,0
0,5.4915e-07,-1.1896e-06,-1.8733e-05,-1.8698e-10,0,0,1,4.698,4.698,1,0
0,4.3115e-07,-9.7261e-07,-1.7247e-05,7.0124e-11,0,0,1,4.716,4.716,1,0
-6.8245e-22,3.1315e-07,-7.5564e-07,-1.5762e-05,3.2723e-10,0,0,1,4.734,4.734,1,0
6.8245e-22,1.9515e-07,-5.3868e-07,-1.4276e-05,5.8432e-10,0,0,1,4.752,4.752,1,0
-3.4122e-22,7.715e-08,-3.2172e-07,-1.2791e-05,8.4142e-10,0,0,1,4.77,4.77,1,0
3.4122e-22,-4.0851e-08,-1.0476e-07,-1.1306e-05,1.0985e-09,0,0,1,4.788,4.788,1,0
-3.4122e-22,-1.5885e-07,1.1221e-07,-9.8201e-06,1.3556e-09,0,0,1,4.806,4.806,1,0
