u,v,w,p,s,d,r,vtkValidPointMask,arc_length,Points0,Points1,Points2
0,-2.2755e-09,-1.2276e-09,1.6763e-08,8.9434e-16,2.3543e-19,2.3745e-20,1,0.062,9,0.062,0
0,-2.2512e-09,-1.2243e-09,1.7066e-08,9.0297e-16,2.2967e-19,2.3162e-20,1,0.064,9,0.064,0
0,-2.2269e-09,-1.2209e-09,1.7369e-08,9.116e-16,2.239e-19,2.258e-20,1,0.066,9,0.066,0
0,-2.2027e-09,-1.2176e-09,1.7673e-08,9.2022e-16,2.1814e-19,2.1997e-20,1,0.068,9,0.068,0
0,-2.1784e-09,-1.2142e-09,1.7976e-08,9.2885e-16,2.1237e-19,2.1414e-20,1,0.07,9,0.07,0
0,-2.1541e-09,-1.2109e-09,1.8279e-08,9.3748e-16,2.066e-19,2.0831e-20,1,0.072,9,0.072,0
0,-2.1298e-09,-1.2075e-09,1.8582e-08,9.4611e-16,2.0084e-19,2.0249e-20,1,0.074,9,0.074,0
0,-2.1056e-09,-1.2041e-09,1.8886e-08,9.5474e-16,1.9507e-19,1.9666e-20,1,0.076,9,0.076,0
0,-2.0813e-09,-1.2008e-09,1.9189e-08,9.6336e-16,1.893e-19,1.9083e-20,1,0.078,9,0.078,0
0,-2.057e-09,-1.1974e-09,1.9492e-08,9.7199e-16,1.8354e-19,1.85e-20,1,0.08,9,0.08,0
0,-2.0327e-09,-1.1941e-09,1.9795e-08,9.8062e-16,1.7777e-19,1.7917e-20,1,0.082,9,0.082,0
0,-2.0085e-09,-1.1907e-09,2.0099e-08,9.8925e-16,1.7201e-19,1.7335e-20,1,0.084,9,0.084,0
0,-1.9842e-09,-1.1874e-09,2.0402e-08,9.9788e-16,1.6624e-19,1.6752e-20,1,0.086,9,0.086,0
0,-1.9599e-09,-1.184e-09,2.0705e-08,1.0065e-15,1.6047e-19,1.6169e-20,1,0.088,9,0.088,0
0,-1.9356e-09,-1.1807e-09,2.1008e-08,1.0151e-15,1.5471e-19,1.5586e-20,1,0.09,9,0.09,0
0,-1.9114e-09,-1.1773e-09,2.1312e-08,1.0238e-15,1.4894e-19,1.5003e-20,1,0.092,9,0.092,0
0,-1.8871e-09,-1.1739e-09,2.1615e-08,1.0324e-15,1.4318e-19,1.4421e-20,1,0.094,9,0.094,0
0,-1.8628e-09,-1.1706e-09,2.1918e-08,1.041e-15,1.3741e-19,1.3838e-20,1,0.096,9,0.096,0
0,-1.8385e-09,-1.1672e-09,2.2221e-08,1.0496e-15,1.3164e-19,1.3255e-20,1,0.098,9,0.098,0
0,-1.8143e-09,-1.1639e-09,2.2525e-08,1.0583e-15,1.2588e-19,1.2672e-20,1,0.1,9,0.1,0
0,-1.79e-09,-1.1605e-09,2.2828e-08,1.0669e-15,1.2011e-19,1.209e-20,1,0.102,9,0.102,0
0,-1.7657e-09,-1.1572e-09,2.3131e-08,1.0755e-15,1.1435e-19,1.1507e-20,1,0.104,9,0.104,0
0,-1.7414e-09,-1.1538e-09,2.3434e-08,1.0842e-15,1.0858e-19,1.0924e-20,1,0.106,9,0.106,0
0,-1.7172e-09,-1.1505e-09,2.3738e-08,1.0928e-15,1.0281e-19,1.0341e-20,1,0.108,9,0.108,0
0,-1.6929e-09,-1.1471e-09,2.4041e-08,1.1014e-15,9.7047e-20,9.7584e-21,1,0.11,9,0.11,0
0,-1.6686e-09,-1.1438e-09,2.4344e-08,1.11e-15,9.1281e-20,9.1756e-21,1,0.112,9,0.112,0
0,-1.6443e-09,-1.1404e-09,2.4648e-08,1.1187e-15,8.5515e-20,8.5928e-21,1,0.114,9,0.114,0
0,-1.62e-09,-1.137e-09,2.4951e-08,1.1273e-15,7.9749e-20,8.01e-21,1,0.116,9,0.116,0
0,-1.5958e-09,-1.1337e-09,2.5254e-08,1.1359e-15,7.3983e-20,7.4272e-21,1,0.118,9,0.118,0
0,-1.5715e-09,-1.1303e-09,2.5557e-08,1.1446e-15,6.8217e-20,6.8444e-21,1,0.12,9,0.12,0
0,-1.5472e-09,-1.127e-09,2.5861e-08,1.1532e-15,6.2451e-20,6.2617e-21,1,0.122,9,0.122,0
0,-1.5229e-09,-1.1236e-09,2.6164e-08,1.1618e-15,5.6685e-20,5.6789e-21,1,0.124,9,0.124,0
0,-1.4987e-09,-1.1203e-09,2.6467e-08,1.1704e-15,5.0918e-20,5.0961e-21,1,0.126,9,0.126,0
0,-1.4744e-09,-1.1169e-09,2.677e-08,1.1791e-15,4.5152e-20,4.5133e-21,1,0.128,9,0.128,0
0,-1.4501e-09,-1.1136e-09,2.7074e-08,1.1877e-15,3.9386e-20,3.9305e-21,1,0.13,9,0.13,0
0,-1.4258e-09,-1.1102e-09,2.7377e-08,1.1963e-15,3.362e-20,3.3477e-21,1,0.132,9,0.132,0
0,-1.4016e-09,-1.1068e-09,2.768e-08,1.205e-15,2.7854e-20,2.7649e-21,1,0.134,9,0.134,0
0,-1.3773e-09,-1.1035e-09,2.7983e-08,1.2136e-15,2.2088e-20,2.1821e-21,1,0.136,9,0.136,0
0,-1.353e-09,-1.1001e-09,2.8287e-08,1.2222e-15,1.6322e-20,1.5994e-21,1,0.138,9,0.138,0
0,-1.3287e-09,-1.0968e-09,2.859e-08,1.2308e-15,1.0556e-20,1.0166e-21,1,0.14,9,0.14,0
0,-1.3045e-09,-1.0934e-09,2.8893e-08,1.2395e-15,4.7897e-21,4.3379e-22,1,0.142,9,0.142,0
0,-1.2802e-09,-1.0901e-09,2.9196e-08,1.2481e-15,-9.764e-22,-1.49e-22,1,0.144,9,0.144,0
0,-1.2559e-09,-1.0867e-09,2.95e-08,1.2567e-15,-6.7425e-21,-7.3179e-22,1,0.146,9,0.146,0
0,-1.2316e-09,-1.0834e-09,2.9803e-08,1.2654e-15,-1.2509e-20,-1.3146e-21,1,0.148,9,0.148,0
0,-1.2074e-09,-1.08e-09,3.0106e-08,1.274e-15,-1.8275e-20,-1.8974e-21,1,0.15,9,0.15,0
0,-1.1831e-09,-1.0767e-09,3.0409e-08,1.2826e-15,-2.4041e-20,-2.4801e-21,1,0.152,9,0.152,0
0,-1.1588e-09,-1.0733e-09,3.0713e-08,1.2912e-15,-2.9807e-20,-3.0629e-21,1,0.154,9,0.154,0
0,-1.1345e-09,-1.0699e-09,3.1016e-08,1.2999e-15,-3.5573e-20,-3.6457e-21,1,0.156,9,0.156,0
0,-1.1103e-09,-1.0666e-09,3.1319e-08,1.3085e-15,-4.1339e-20,-4.2285e-21,1,0.158,9,0.158,0
0,-1.086e-09,-1.0632e-09,3.1622e-08,1.3171e-15,-4.7105e-20,-4.8113e-21,1,0.16,9,0.16,0
0,-1.0617e-09,-1.0599e-09,3.1926e-08,1.3258e-15,-5.2871e-20,-5.3941e-21,1,0.162,9,0.162,0
0,-1.0374e-09,-1.0565e-09,3.2229e-08,1.3344e-15,-5.8637e-20,-5.9769e-21,1,0.164,9,0.164,0
0,-1.0132e-09,-1.0532e-09,3.2532e-08,1.343e-15,-6.4403e-20,-6.5597e-21,1,0.166,9,0.166,0
0,-9.8889e-10,-1.0498e-09,3.2835e-08,1.3516e-15,-7.017e-20,-7.1424e-21,1,0.168,9,0.168,0
0,-9.6461e-10,-1.0465e-09,3.3139e-08,1.3603e-15,-7.5936e-20,-7.7252e-21,1,0.17,9,0.17,0
0,-9.4034e-10,-1.0431e-09,3.3442e-08,1.3689e-15,-8.1702e-20,-8.308e-21,1,0.172,9,0.172,0
0,-9.1606e-10,-1.0397e-09,3.3745e-08,1.3775e-15,-8.7468e-20,-8.8908e-21,1,0.174,9,0.174,0
0,-8.9178e-10,-1.0364e-09,3.4048e-08,1.3862e-15,-9.3234e-20,-9.4736e-21,1,0.176,9,0.176,0
0,-8.6751e-10,-1.033e-09,3.4352e-08,1.3948e-15,-9.9e-20,-1.0056e-20,1,0.178,9,0.178,0
0,-8.4323e-10,-1.0297e-09,3.4655e-08,1.4034e-15,-1.0477e-19,-1.0639e-20,1,0.18,9,0.18,0
0,-8.1896e-10,-1.0263e-09,3.4958e-08,1.412e-15,-1.1053e-19,-1.1222e-20,1,0.182,9,0.182,0
0,-7.9468e-10,-1.023e-09,3.5261e-08,1.4207e-15,-1.163e-19,-1.1805e-20,1,0.184,9,0.184,0
0,-7.7041e-10,-1.0196e-09,3.5565e-08,1.4293e-15,-1.2206e-19,-1.2388e-20,1,0.186,9,0.186,0
0,-7.4613e-10,-1.0163e-09,3.5868e-08,1.4379e-15,-1.2783e-19,-1.297e-20,1,0.188,9,0.188,0
0,-7.2186e-10,-1.0129e-09,3.6171e-08,1.4465e-15,-1.336e-19,-1.3553e-20,1,0.19,9,0.19,0
0,-6.9758e-10,-1.0095e-09,3.6474e-08,1.4552e-15,-1.3936e-19,-1.4136e-20,1,0.192,9,0.192,0
0,-6.7331e-10,-1.0062e-09,3.6778e-08,1.4638e-15,-1.4513e-19,-1.4719e-20,1,0.194,9,0.194,0
0,-6.4903e-10,-1.0028e-09,3.7081e-08,1.4724e-15,-1.5089e-19,-1.5301e-20,1,0.196,9,0.196,0
0,-6.2475e-10,-9.9948e-10,3.7384e-08,1.4811e-15,-1.5666e-19,-1.5884e-20,1,0.198,9,0.198,0
0,-6.0048e-10,-9.9613e-10,3.7687e-08,1.4897e-15,-1.6243e-19,-1.6467e-20,1,0.2,9,0.2,0
0,-5.762e-10,-9.9277e-10,3.7991e-08,1.4983e-15,-1.6819e-19,-1.705e-20,1,0.202,9,0.202,0
0,-5.5193e-10,-9.8942e-10,3.8294e-08,1.5069e-15,-1.7396e-19,-1.7633e-20,1,0.204,9,0.204,0
0,-5.2765e-10,-9.8606e-10,3.8597e-08,1.5156e-15,-1.7973e-19,-1.8215e-20,1,0.206,9,0.206,0
0,-5.0338e-10,-9.8271e-10,3.89e-08,1.5242e-15,-1.8549e-19,-1.8798e-20,1,0.208,9,0.208,0
0,-4.791e-10,-9.7935e-10,3.9204e-08,1.5328e-15,-1.9126e-19,-1.9381e-20,1,0.21,9,0.21,0
0,-4.5483e-10,-9.76e-10,3.9507e-08,1.5415e-15,-1.9702e-19,-1.9964e-20,1,0.212,9,0.212,0
0,-4.3055e-10,-9.7264e-10,3.981e-08,1.5501e-15,-2.0279e-19,-2.0547e-20,1,0.214,9,0.214,0
0,-4.0627e-10,-9.6929e-10,4.0113e-08,1.5587e-15,-2.0856e-19,-2.1129e-20,1,0.216,9,0.216,0
0,-3.82e-10,-9.6593e-10,4.0417e-08,1.5673e-15,-2.1432e-19,-2.1712e-20,1,0.218,9,0.218,0
0,-3.5772e-10,-9.6258e-10,4.072e-08,1.576e-15,-2.2009e-19,-2.2295e-20,1,0.22,9,0.22,0
0,-3.3345e-10,-9.5922e-10,4.1023e-08,1.5846e-15,-2.2585e-19,-2.2878e-20,1,0.222,9,0.222,0
0,-3.0917e-10,-9.5587e-10,4.1326e-08,1.5932e-15,-2.3162e-19,-2.346e-20,1,0.224,9,0.224,0
0,-2.849e-10,-9.5251e-10,4.163e-08,1.6019e-15,-2.3739e-19,-2.4043e-20,1,0.226,9,0.226,0
0,-2.6062e-10,-9.4916e-10,4.1933e-08,1.6105e-15,-2.4315e-19,-2.4626e-20,1,0.228,9,0.228,0
0,-2.3635e-10,-9.458e-10,4.2236e-08,1.6191e-15,-2.4892e-19,-2.5209e-20,1,0.23,9,0.23,0
0,-2.1207e-10,-9.4245e-10,4.2539e-08,1.6277e-15,-2.5468e-19,-2.5792e-20,1,0.232,9,0.232,0
0,-1.878e-10,-9.3909e-10,4.2843e-08,1.6364e-15,-2.6045e-19,-2.6374e-20,1,0.234,9,0.234,0
0,-1.6352e-10,-9.3574e-10,4.3146e-08,1.645e-15,-2.6622e-19,-2.6957e-20,1,0.236,9,0.236,0
0,-1.3924e-10,-9.3238e-10,4.3449e-08,1.6536e-15,-2.7198e-19,-2.754e-20,1,0.238,9,0.238,0
0,-1.1497e-10,-9.2903e-10,4.3753e-08,1.6623e-15,-2.7775e-19,-2.8123e-20,1,0.24,9,0.24,0
0,-9.0694e-11,-9.2567e-10,4.4056e-08,1.6709e-15,-2.8352e-19,-2.8706e-20,1,0.242,9,0.242,0
0,-6.6418e-11,-9.2232e-10,4.4359e-08,1.6795e-15,-2.8928e-19,-2.9288e-20,1,0.244,9,0.244,0
0,-4.2143e-11,-9.1896e-10,4.4662e-08,1.6881e-15,-2.9505e-19,-2.9871e-20,1,0.246,9,0.246,0
0,-1.7867e-11,-9.1561e-10,4.4966e-08,1.6968e-15,-3.0081e-19,-3.0454e-20,1,0.248,9,0.248,0
0,6.4084e-12,-9.1225e-10,4.5269e-08,1.7054e-15,-3.0658e-19,-3.1037e-20,1,0.25,9,0.25,0
0,3.0684e-11,-9.089e-10,4.5572e-08,1.714e-15,-3.1235e-19,-3.1619e-20,1,0.252,9,0.252,0
0,5.4959e-11,-9.0554e-10,4.5875e-08,1.7227e-15,-3.1811e-19,-3.2202e-20,1,0.254,9,0.254,0
0,7.9235e-11,-9.0219e-10,4.6179e-08,1.7313e-15,-3.2388e-19,-3.2785e-20,1,0.256,9,0.256,0
0,1.0351e-10,-8.9883e-10,4.6482e-08,1.7399e-15,-3.2964e-19,-3.3368e-20,1,0.258,9,0.258,0
0,1.2779e-10,-8.9548e-10,4.6785e-08,1.7485e-15,-3.3541e-19,-3.3951e-20,1,0.26,9,0.26,0
0,1.5206e-10,-8.9212e-10,4.7088e-08,1.7572e-15,-3.4118e-19,-3.4533e-20,1,0.262,9,0.262,0
0,1.7634e-10,-8.8877e-10,4.7392e-08,1.7658e-15,-3.4694e-19,-3.5116e-20,1,0.264,9,0.264,0
0,2.0061e-10,-8.8541e-10,4.7695e-08,1.7744e-15,-3.5271e-19,-3.5699e-20,1,0.266,9,0.266,0
0,2.2489e-10,-8.8206e-10,4.7998e-08,1.7831e-15,-3.5847e-19,-3.6282e-20,1,0.268,9,0.268,0
0,2.4916e-10,-8.787e-10,4.8301e-08,1.7917e-15,-3.6424e-19,-3.6865e-20,1,0.27,9,0.27,0
0,2.7344e-10,-8.7535e-10,4.8605e-08,1.8003e-15,-3.7001e-19,-3.7447e-20,1,0.272,9,0.272,0
0,2.9771e-10,-8.7199e-10,4.8908e-08,1.8089e-15,-3.7577e-19,-3.803e-20,1,0.274,9,0.274,0
0,3.2199e-10,-8.6864e-10,4.9211e-08,1.8176e-15,-3.8154e-19,-3.8613e-20,1,0.276,9,0.276,0
0,3.4627e-10,-8.6528e-10,4.9514e-08,1.8262e-15,-3.8731e-19,-3.9196e-20,1,0.278,9,0.278,0
0,3.7054e-10,-8.6193e-10,4.9818e-08,1.8348e-15,-3.9307e-19,-3.9779e-20,1,0.28,9,0.28,0
0,3.9482e-10,-8.5857e-10,5.0121e-08,1.8435e-15,-3.9884e-19,-4.0361e-20,1,0.282,9,0.282,0
0,4.1909e-10,-8.5522e-10,5.0424e-08,1.8521e-15,-4.046e-19,-4.0944e-20,1,0.284,9,0.284,0
0,4.4337e-10,-8.5186e-10,5.0727e-08,1.8607e-15,-4.1037e-19,-4.1527e-20,1,0.286,9,0.286,0
0,4.6764e-10,-8.4851e-10,5.1031e-08,1.8693e-15,-4.1614e-19,-4.211e-20,1,0.288,9,0.288,0
0,4.9192e-10,-8.4515e-10,5.1334e-08,1.878e-15,-4.219e-19,-4.2692e-20,1,0.29,9,0.29,0
0,5.1619e-10,-8.418e-10,5.1637e-08,1.8866e-15,-4.2767e-19,-4.3275e-20,1,0.292,9,0.292,0
0,5.4047e-10,-8.3844e-10,5.194e-08,1.8952e-15,-4.3343e-19,-4.3858e-20,1,0.294,9,0.294,0
0,5.6474e-10,-8.3509e-10,5.2244e-08,1.9038e-15,-4.392e-19,-4.4441e-20,1,0.296,9,0.296,0
0,5.8902e-10,-8.3173e-10,5.2547e-08,1.9125e-15,-4.4497e-19,-4.5024e-20,1,0.298,9,0.298,0
0,6.133e-10,-8.2838e-10,5.285e-08,1.9211e-15,-4.5073e-19,-4.5606e-20,1,0.3,9,0.3,0
0,6.3757e-10,-8.2502e-10,5.3153e-08,1.9297e-15,-4.565e-19,-4.6189e-20,1,0.302,9,0.302,0
0,6.6185e-10,-8.2167e-10,5.3457e-08,1.9384e-15,-4.6226e-19,-4.6772e-20,1,0.304,9,0.304,0
0,6.8612e-10,-8.1831e-10,5.376e-08,1.947e-15,-4.6803e-19,-4.7355e-20,1,0.306,9,0.306,0
0,7.104e-10,-8.1496e-10,5.4063e-08,1.9556e-15,-4.738e-19,-4.7938e-20,1,0.308,9,0.308,0
0,7.3467e-10,-8.116e-10,5.4366e-08,1.9642e-15,-4.7956e-19,-4.852e-20,1,0.31,9,0.31,0
0,7.5895e-10,-8.0825e-10,5.467e-08,1.9729e-15,-4.8533e-19,-4.9103e-20,1,0.312,9,0.312,0
0,7.8322e-10,-8.0489e-10,5.4973e-08,1.9815e-15,-4.9109e-19,-4.9686e-20,1,0.314,9,0.314,0
0,8.075e-10,-8.0154e-10,5.5276e-08,1.9901e-15,-4.9686e-19,-5.0269e-20,1,0.316,9,0.316,0
0,8.3177e-10,-7.9818e-10,5.5579e-08,1.9988e-15,-5.0263e-19,-5.0851e-20,1,0.318,9,0.318,0
0,8.5605e-10,-7.9483e-10,5.5883e-08,2.0074e-15,-5.0839e-19,-5.1434e-20,1,0.32,9,0.32,0
0,8.8033e-10,-7.9147e-10,5.6186e-08,2.016e-15,-5.1416e-19,-5.2017e-20,1,0.322,9,0.322,0
0,9.046e-10,-7.8812e-10,5.6489e-08,2.0246e-15,-5.1993e-19,-5.26e-20,1,0.324,9,0.324,0
0,9.2888e-10,-7.8476e-10,5.6792e-08,2.0333e-15,-5.2569e-19,-5.3183e-20,1,0.326,9,0.326,0
0,9.5315e-10,-7.8141e-10,5.7096e-08,2.0419e-15,-5.3146e-19,-5.3765e-20,1,0.328,9,0.328,0
0,9.7743e-10,-7.7805e-10,5.7399e-08,2.0505e-15,-5.3722e-19,-5.4348e-20,1,0.33,9,0.33,0
0,1.0017e-09,-7.747e-10,5.7702e-08,2.0592e-15,-5.4299e-19,-5.4931e-20,1,0.332,9,0.332,0
0,1.026e-09,-7.7134e-10,5.8005e-08,2.0678e-15,-5.4876e-19,-5.5514e-20,1,0.334,9,0.334,0
0,1.0546e-09,-8.0409e-10,5.8022e-08,2.0726e-15,-5.3698e-19,-5.4322e-20,1,0.336,9,0.336,0
0,1.0877e-09,-8.7515e-10,5.7736e-08,2.0734e-15,-5.0659e-19,-5.1248e-20,1,0.338,9,0.338,0
0,1.1209e-09,-9.4621e-10,5.7449e-08,2.0741e-15,-4.7621e-19,-4.8174e-20,1,0.34,9,0.34,0
0,1.154e-09,-1.0173e-09,5.7163e-08,2.0749e-15,-4.4582e-19,-4.51e-20,1,0.342,9,0.342,0
0,1.1872e-09,-1.0883e-09,5.6876e-08,2.0756e-15,-4.1544e-19,-4.2027e-20,1,0.344,9,0.344,0
0,1.2204e-09,-1.1594e-09,5.659e-08,2.0764e-15,-3.8505e-19,-3.8953e-20,1,0.346,9,0.346,0
0,1.2535e-09,-1.2304e-09,5.6303e-08,2.0771e-15,-3.5467e-19,-3.5879e-20,1,0.348,9,0.348,0
0,1.2867e-09,-1.3015e-09,5.6016e-08,2.0779e-15,-3.2428e-19,-3.2805e-20,1,0.35,9,0.35,0
0,1.3198e-09,-1.3726e-09,5.573e-08,2.0787e-15,-2.9389e-19,-2.9731e-20,1,0.352,9,0.352,0
0,1.353e-09,-1.4436e-09,5.5443e-08,2.0794e-15,-2.6351e-19,-2.6657e-20,1,0.354,9,0.354,0
0,1.3861e-09,-1.5147e-09,5.5157e-08,2.0802e-15,-2.3312e-19,-2.3583e-20,1,0.356,9,0.356,0
0,1.4193e-09,-1.5857e-09,5.487e-08,2.0809e-15,-2.0274e-19,-2.0509e-20,1,0.358,9,0.358,0
0,1.4525e-09,-1.6568e-09,5.4584e-08,2.0817e-15,-1.7235e-19,-1.7435e-20,1,0.36,9,0.36,0
0,1.4856e-09,-1.7279e-09,5.4297e-08,2.0825e-15,-1.4197e-19,-1.4362e-20,1,0.362,9,0.362,0
0,1.5188e-09,-1.7989e-09,5.401e-08,2.0832e-15,-1.1158e-19,-1.1288e-20,1,0.364,9,0.364,0
0,1.5519e-09,-1.87e-09,5.3724e-08,2.084e-15,-8.1194e-20,-8.2137e-21,1,0.366,9,0.366,0
0,1.5851e-09,-1.941e-09,5.3437e-08,2.0847e-15,-5.0808e-20,-5.1399e-21,1,0.368,9,0.368,0
0,1.6183e-09,-2.0121e-09,5.3151e-08,2.0855e-15,-2.0422e-20,-2.066e-21,1,0.37,9,0.37,0
0,1.6408e-09,-2.0481e-09,5.2968e-08,2.0905e-15,0,0,1,0.372,9,0.372,0
0,1.6418e-09,-2.0124e-09,5.2998e-08,2.1044e-15,0,0,1,0.374,9,0.374,0
0,1.6427e-09,-1.9767e-09,5.3028e-08,2.1182e-15,0,0,1,0.376,9,0.376,0
0,1.6436e-09,-1.941e-09,5.3057e-08,2.1321e-15,0,0,1,0.378,9,0.378,0
0,1.6446e-09,-1.9053e-09,5.3087e-08,2.146e-15,0,0,1,0.38,9,0.38,0
0,1.6455e-09,-1.8696e-09,5.3117e-08,2.1598e-15,0,0,1,0.382,9,0.382,0
0,1.6464e-09,-1.8339e-09,5.3147e-08,2.1737e-15,0,0,1,0.384,9,0.384,0
0,1.6474e-09,-1.7982e-09,5.3177e-08,2.1875e-15,0,0,1,0.386,9,0.386,0
0,1.6483e-09,-1.7624e-09,5.3207e-08,2.2014e-15,0,0,1,0.388,9,0.388,0
0,1.6492e-09,-1.7267e-09,5.3237e-08,2.2152e-15,0,0,1,0.39,9,0.39,0
0,1.6501e-09,-1.691e-09,5.3266e-08,2.2291e-15,0,0,1,0.392,9,0.392,0
0,1.6511e-09,-1.6553e-09,5.3296e-08,2.2429e-15,0,0,1,0.394,9,0.394,0
0,1.652e-09,-1.6196e-09,5.3326e-08,2.2568e-15,0,0,1,0.396,9,0.396,0
0,1.6529e-09,-1.5839e-09,5.3356e-08,2.2706e-15,0,0,1,0.398,9,0.398,0
0,1.6539e-09,-1.5482e-09,5.3386e-08,2.2845e-15,0,0,1,0.4,9,0.4,0
0,1.6548e-09,-1.5124e-09,5.3416e-08,2.2984e-15,0,0,1,0.402,9,0.402,0
0,1.6557e-09,-1.4767e-09,5.3446e-08,2.3122e-15,0,0,1,0.404,9,0.404,0
0,1.6567e-09,-1.441e-09,5.3475e-08,2.3261e-15,0,0,1,0.406,9,0.406,0
0,1.6576e-09,-1.4053e-09,5.3505e-08,2.3399e-15,0,0,1,0.408,9,0.408,0
0,1.6585e-09,-1.3696e-09,5.3535e-08,2.3538e-15,0,0,1,0.41,9,0.41,0
0,1.6594e-09,-1.3339e-09,5.3565e-08,2.3676e-15,0,0,1,0.412,9,0.412,0
0,1.6604e-09,-1.2982e-09,5.3595e-08,2.3815e-15,0,0,1,0.414,9,0.414,0
0,1.6613e-09,-1.2624e-09,5.3625e-08,2.3953e-15,0,0,1,0.416,9,0.416,0
0,1.6622e-09,-1.2267e-09,5.3655e-08,2.4092e-15,0,0,1,0.418,9,0.418,0
0,1.6632e-09,-1.191e-09,5.3685e-08,2.4231e-15,0,0,1,0.42,9,0.42,0
0,1.6641e-09,-1.1553e-09,5.3714e-08,2.4369e-15,0,0,1,0.422,9,0.422,0
0,1.665e-09,-1.1196e-09,5.3744e-08,2.4508e-15,0,0,1,0.424,9,0.424,0
0,1.666e-09,-1.0839e-09,5.3774e-08,2.4646e-15,0,0,1,0.426,9,0.426,0
0,1.6669e-09,-1.0482e-09,5.3804e-08,2.4785e-15,0,0,1,0.428,9,0.428,0
