u,v,w,p,s,d,vtkvalidpointmask,arc_length,points0,points1,points2
3.67e-10,-1.8818e-12,6.7325e-12,8.4043e-07,-1.3212e-39,0,1,0.86,9,0.86,0
3.1457e-10,-1.613e-12,5.7707e-12,7.2037e-07,-1.1325e-39,0,1,0.88,9,0.88,0
2.6215e-10,-1.3442e-12,4.8089e-12,6.003e-07,-9.4372e-40,0,1,0.9,9,0.9,0
2.0972e-10,-1.0753e-12,3.8471e-12,4.8024e-07,-7.5498e-40,0,1,0.92,9,0.92,0
1.5729e-10,-8.065e-13,2.8854e-12,3.6018e-07,-5.6623e-40,0,1,0.94,9,0.94,0
1.0486e-10,-5.3767e-13,1.9236e-12,2.4012e-07,-3.7749e-40,0,1,0.96,9,0.96,0
5.2429e-11,-2.6883e-13,9.6178e-13,1.2006e-07,-1.8874e-40,0,1,0.98,9,0.98,0
0,0,0,0,0,0,1,1,9,1,0
4.6703e-10,2.0567e-12,1.0091e-11,1.0804e-06,-1.5836e-39,0,1,1.02,9,1.02,0
4.1513e-10,1.8282e-12,8.97e-12,9.604e-07,-1.4076e-39,0,1,1.04,9,1.04,0
3.6324e-10,1.5997e-12,7.8488e-12,8.4035e-07,-1.2317e-39,0,1,1.06,9,1.06,0
3.1135e-10,1.3712e-12,6.7275e-12,7.203e-07,-1.0557e-39,0,1,1.08,9,1.08,0
2.5946e-10,1.1426e-12,5.6062e-12,6.0025e-07,-8.7978e-40,0,1,1.1,9,1.1,0
2.0757e-10,9.1411e-13,4.485e-12,4.802e-07,-7.0382e-40,0,1,1.12,9,1.12,0
1.5568e-10,6.8558e-13,3.3638e-12,3.6015e-07,-5.2787e-40,0,1,1.14,9,1.14,0
1.0378e-10,4.5705e-13,2.2425e-12,2.401e-07,-3.5191e-40,0,1,1.16,9,1.16,0
5.1892e-11,2.2853e-13,1.1213e-12,1.2005e-07,-1.7596e-40,0,1,1.18,9,1.18,0
-1.2372e-16,-5.4485e-19,-2.6733e-18,-2.8622e-13,4.1951e-46,0,1,1.2,9,1.2,0
0,0,0,0,0,0,1,1.22,9,1.22,0
0,0,0,0,0,0,1,1.24,9,1.24,0
0,0,0,0,0,0,1,1.26,9,1.26,0
0,0,0,0,0,0,1,1.28,9,1.28,0
0,0,0,0,0,0,1,1.3,9,1.3,0
0,0,0,0,0,0,1,1.32,9,1.32,0
0,0,0,0,0,0,1,1.34,9,1.34,0
0,0,0,0,0,0,1,1.36,9,1.36,0
0,0,0,0,0,0,1,1.38,9,1.38,0
0,0,0,0,0,0,1,1.4,9,1.4,0
0,0,0,0,0,0,1,1.42,9,1.42,0
0,0,0,0,0,0,1,1.44,9,1.44,0
0,0,0,0,0,0,1,1.46,9,1.46,0
0,0,0,0,0,0,1,1.48,9,1.48,0
0,0,0,0,0,0,1,1.5,9,1.5,0
0,0,0,0,0,0,1,1.52,9,1.52,0
0,0,0,0,0,0,1,1.54,9,1.54,0
0,0,0,0,0,0,1,1.56,9,1.56,0
0,0,0,0,0,0,1,1.58,9,1.58,0
0,0,0,0,0,0,1,1.6,9,1.6,0
0,0,0,0,0,0,1,1.62,9,1.62,0
0,0,0,0,0,0,1,1.64,9,1.64,0
0,0,0,0,0,0,1,1.66,9,1.66,0
0,0,0,0,0,0,1,1.68,9,1.68,0
0,0,0,0,0,0,1,1.7,9,1.7,0
0,0,0,0,0,0,1,1.72,9,1.72,0
0,0,0,0,0,0,1,1.74,9,1.74,0
0,0,0,0,0,0,1,1.76,9,1.76,0
0,0,0,0,0,0,1,1.78,9,1.78,0
0,0,0,0,0,0,1,1.8,9,1.8,0
0,0,0,0,0,0,1,1.82,9,1.82,0
0,0,0,0,0,0,1,1.84,9,1.84,0
0,0,0,0,0,0,1,1.86,9,1.86,0
0,0,0,0,0,0,1,1.88,9,1.88,0
0,0,0,0,0,0,1,1.9,9,1.9,0
0,0,0,0,0,0,1,1.92,9,1.92,0
0,0,0,0,0,0,1,1.94,9,1.94,0
0,0,0,0,0,0,1,1.96,9,1.96,0
0,0,0,0,0,0,1,1.98,9,1.98,0
0,0,0,0,0,0,1,2,9,2,0
