u,v,w,p,s,d,vtkvalidpointmask,arc_length,points0,points1,points2
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0,4.5,0,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.02,4.5,0.02,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.04,4.5,0.04,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.06,4.5,0.06,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.08,4.5,0.08,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.1,4.5,0.1,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.12,4.5,0.12,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.14,4.5,0.14,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.16,4.5,0.16,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.18,4.5,0.18,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.2,4.5,0.2,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.22,4.5,0.22,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.24,4.5,0.24,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.26,4.5,0.26,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.28,4.5,0.28,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.3,4.5,0.3,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.32,4.5,0.32,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.34,4.5,0.34,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.36,4.5,0.36,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.38,4.5,0.38,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.4,4.5,0.4,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.42,4.5,0.42,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.44,4.5,0.44,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.46,4.5,0.46,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.48,4.5,0.48,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.5,4.5,0.5,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.52,4.5,0.52,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.54,4.5,0.54,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.56,4.5,0.56,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.58,4.5,0.58,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.6,4.5,0.6,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.62,4.5,0.62,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.64,4.5,0.64,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.66,4.5,0.66,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.68,4.5,0.68,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.7,4.5,0.7,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.72,4.5,0.72,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.74,4.5,0.74,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.76,4.5,0.76,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.78,4.5,0.78,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.8,4.5,0.8,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.82,4.5,0.82,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.84,4.5,0.84,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.86,4.5,0.86,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.88,4.5,0.88,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.9,4.5,0.9,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.92,4.5,0.92,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.94,4.5,0.94,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.96,4.5,0.96,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,0.98,4.5,0.98,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1,4.5,1,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.02,4.5,1.02,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.04,4.5,1.04,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.06,4.5,1.06,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.08,4.5,1.08,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.1,4.5,1.1,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.12,4.5,1.12,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.14,4.5,1.14,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.16,4.5,1.16,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.18,4.5,1.18,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.2,4.5,1.2,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.22,4.5,1.22,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.24,4.5,1.24,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.26,4.5,1.26,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.28,4.5,1.28,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.3,4.5,1.3,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.32,4.5,1.32,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.34,4.5,1.34,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.36,4.5,1.36,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.38,4.5,1.38,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.4,4.5,1.4,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.42,4.5,1.42,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.44,4.5,1.44,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.46,4.5,1.46,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.48,4.5,1.48,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.5,4.5,1.5,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.52,4.5,1.52,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.54,4.5,1.54,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.56,4.5,1.56,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.58,4.5,1.58,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.6,4.5,1.6,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.62,4.5,1.62,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.64,4.5,1.64,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.66,4.5,1.66,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.68,4.5,1.68,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.7,4.5,1.7,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.72,4.5,1.72,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.74,4.5,1.74,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.76,4.5,1.76,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.78,4.5,1.78,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.8,4.5,1.8,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.82,4.5,1.82,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.84,4.5,1.84,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.86,4.5,1.86,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.88,4.5,1.88,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.9,4.5,1.9,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.92,4.5,1.92,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.94,4.5,1.94,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.96,4.5,1.96,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,1.98,4.5,1.98,0
0,0,0,0.0015668,3.2366e-23,6.4733e-27,1,2,4.5,2,0
