u,v,w,p,s,d,vtkvalidpointmask,arc_length,points0,points1,points2
0,0,0,0.85676,1,0.002,1,0,0,1,0
0,0,0,0.8501,1,0.002,1,0.18,0.18,1,0
0,0,0,0.83015,1,0.002,1,0.36,0.36,1,0
0,0,0,0.79455,1,0.002,1,0.54,0.54,1,0
0,0,0,0.73843,1,0.002,1,0.72,0.72,1,0
0,0,0,0.62816,1.0002,0.0020003,1,0.9,0.9,1,0
0,0,0,0.44358,0.21066,0.00041077,1,1.08,1.08,1,0
0,0,0,0.296,0.00014663,8.2102e-08,1,1.26,1.26,1,0
0,0,0,0.21002,2.1192e-05,1.2088e-08,1,1.44,1.44,1,0
0,0,0,0.15384,2.2548e-06,1.3101e-09,1,1.62,1.62,1,0
0,0,0,0.11369,2.1215e-07,1.2556e-10,1,1.8,1.8,1,0
0,0,0,0.084702,6.7328e-10,4.6767e-13,1,1.98,1.98,1,0
0,0,0,0.063169,-9.5143e-10,-5.7525e-13,1,2.16,2.16,1,0
0,0,0,0.047118,-1.3679e-10,-8.4603e-14,1,2.34,2.34,1,0
0,0,0,0.035134,-1.4498e-11,-9.149e-15,1,2.52,2.52,1,0
0,0,0,0.026182,-1.3596e-12,-8.7486e-16,1,2.7,2.7,1,0
0,0,0,0.019598,-4.1964e-15,-3.1976e-18,1,2.88,2.88,1,0
0,0,0,0.014654,6.0762e-15,3.9974e-18,1,3.06,3.06,1,0
0,0,0,0.010946,8.7051e-16,5.8625e-19,1,3.24,3.24,1,0
0,0,0,0.0081682,9.1988e-17,6.3243e-20,1,3.42,3.42,1,0
0,0,0,0.0060896,8.601e-18,6.0336e-21,1,3.6,3.6,1,0
0,0,0,0.0045592,2.5814e-20,2.1652e-23,1,3.78,3.78,1,0
0,0,0,0.0034094,-3.831e-20,-2.7498e-23,1,3.96,3.96,1,0
0,0,0,0.0025468,-5.469e-21,-4.0223e-24,1,4.14,4.14,1,0
0,0,0,0.0019006,-5.7606e-22,-4.3295e-25,1,4.32,4.32,1,0
0,0,0,0.0014169,-5.3691e-23,-4.1217e-26,1,4.5,4.5,1,0
0,0,0,0.0010608,-1.5609e-25,-1.4538e-28,1,4.68,4.68,1,0
0,0,0,0.0007932,2.3826e-25,1.8741e-28,1,4.86,4.86,1,0
0,0,0,0.00059247,3.3876e-26,2.7347e-29,1,5.04,5.04,1,0
0,0,0,0.00044206,3.5551e-27,2.9374e-30,1,5.22,5.22,1,0
0,0,0,0.00032951,3.3013e-28,2.7908e-31,1,5.4,5.4,1,0
0,0,0,0.00024662,9.2388e-31,9.6844e-34,1,5.58,5.58,1,0
0,0,0,0.00018435,-1.4587e-30,-1.2661e-33,1,5.76,5.76,1,0
0,0,0,0.00013764,-2.0641e-31,-1.8432e-34,1,5.94,5.94,1,0
0,0,0,0.00010264,-2.1567e-32,-1.9759e-35,1,6.12,6.12,1,0
0,0,0,7.6444e-05,-1.9938e-33,-1.8737e-36,1,6.3,6.3,1,0
0,0,0,5.7157e-05,-5.3168e-36,-6.3985e-39,1,6.48,6.48,1,0
0,0,0,4.2667e-05,8.7634e-36,8.4821e-39,1,6.66,6.66,1,0
0,0,0,3.1797e-05,1.2327e-36,1.2321e-39,1,6.84,6.84,1,0
0,0,0,2.3653e-05,1.281e-37,1.3181e-40,1,7.02,7.02,1,0
0,0,0,1.756e-05,1.1777e-38,1.2476e-41,1,7.2,7.2,1,0
0,0,0,1.3073e-05,2.9437e-41,4.1923e-44,1,7.38,7.38,1,0
0,0,0,9.7026e-06,-5.1416e-41,-5.6357e-44,1,7.56,7.56,1,0
0,0,0,7.1749e-06,-7.1782e-42,-8.1678e-45,1,7.74,7.74,1,0
0,0,0,5.2816e-06,-7.4061e-43,-8.7211e-46,1,7.92,7.92,1,0
0,0,0,3.8654e-06,-6.7583e-44,-8.2385e-47,1,8.1,8.1,1,0
0,0,0,2.8232e-06,-1.5374e-46,-2.7215e-49,1,8.28,8.28,1,0
0,0,0,2.041e-06,2.924e-46,3.7135e-49,1,8.46,8.46,1,0
0,0,0,1.4548e-06,4.0399e-47,5.3696e-50,1,8.64,8.64,1,0
0,0,0,1.0163e-06,4.127e-48,5.7219e-51,1,8.82,8.82,1,0
0,0,0,6.8881e-07,3.7266e-49,5.3946e-52,1,9,9,1,0
0,0,0,4.4843e-07,7.2924e-52,1.7521e-54,1,9.18,9.18,1,0
0,0,0,2.6855e-07,-1.5913e-51,-2.4262e-54,1,9.36,9.36,1,0
0,0,0,1.3434e-07,-2.1651e-52,-3.4998e-55,1,9.54,9.54,1,0
0,0,0,3.4515e-08,-2.1784e-53,-3.7214e-56,1,9.72,9.72,1,0
0,0,0,-3.9433e-08,-1.935e-54,-3.5012e-57,1,9.9,9.9,1,0
0,0,0,-9.3085e-08,-2.8046e-57,-1.1154e-59,1,10.08,10.08,1,0
0,0,0,-1.3262e-07,8.0904e-57,1.5709e-59,1,10.26,10.26,1,0
0,0,0,-1.615e-07,1.0728e-57,2.2603e-60,1,10.44,10.44,1,0
0,0,0,-1.8234e-07,1.0513e-58,2.398e-61,1,10.62,10.62,1,0
