u,v,p,s,d,points0,points1,points2
0,0,0.00087877,1.2301e-14,2.4602e-18,4.8,0,0
1.7929e-05,3.3135e-06,0.0008592,2.4241e-14,0,4.8,0.2,0
0,0,0.0006332,-3.2942e-15,-6.5883e-19,5,0,0
1.2918e-05,2.3877e-06,0.00061909,-6.4916e-15,0,5,0.2,0
0,0,0.00045626,8.8216e-16,1.7643e-19,5.2,0,0
9.3078e-06,1.7206e-06,0.00044609,1.7384e-15,0,5.2,0.2,0
0,0,0.00032876,-2.3624e-16,-4.7247e-20,5.4,0,0
6.7064e-06,1.2398e-06,0.00032144,-4.6553e-16,0,5.4,0.2,0
0,0,0.0002369,6.3263e-17,1.2653e-20,5.6,0,0
4.8323e-06,8.9343e-07,0.00023162,1.2467e-16,0,5.6,0.2,0
0,0,0.00017071,-1.6941e-17,-3.3883e-21,5.8,0,0
3.4818e-06,6.4381e-07,0.0001669,-3.3385e-17,0,5.8,0.2,0
0,0,0.00012301,4.5368e-18,9.0736e-22,6,0,0
2.5088e-06,4.6394e-07,0.00012027,8.9403e-18,0,6,0.2,0
0,0,8.8649e-05,-1.2149e-18,-2.4298e-22,6.2,0,0
1.8077e-06,3.3432e-07,8.6671e-05,-2.3942e-18,0,6.2,0.2,0
0,0,6.3886e-05,3.2535e-19,6.507e-23,6.4,0,0
1.3025e-06,2.4092e-07,6.2461e-05,6.4114e-19,0,6.4,0.2,0
0,0,4.6044e-05,-8.7126e-20,-1.7425e-23,6.6,0,0
9.3856e-07,1.7362e-07,4.5016e-05,-1.7169e-19,0,6.6,0.2,0
0,0,3.3187e-05,2.3332e-20,4.6664e-24,6.8,0,0
6.7628e-07,1.2512e-07,3.2447e-05,4.5978e-20,0,6.8,0.2,0
0,0,2.3923e-05,-6.2481e-21,-1.2496e-24,7,0,0
4.873e-07,9.0163e-08,2.3389e-05,-1.2313e-20,0,7,0.2,0
0,0,1.7248e-05,1.6732e-21,3.3464e-25,7.2,0,0
3.5113e-07,6.4975e-08,1.6863e-05,3.2973e-21,0,7.2,0.2,0
0,0,1.2438e-05,-4.4808e-22,-8.9615e-26,7.4,0,0
2.53e-07,4.6825e-08,1.2161e-05,-8.8299e-22,0,7.4,0.2,0
0,0,8.9722e-06,1.1999e-22,2.3998e-26,7.6,0,0
1.823e-07,3.3746e-08,8.7723e-06,2.3646e-22,0,7.6,0.2,0
0,0,6.475e-06,-3.2133e-23,-6.4266e-27,7.8,0,0
1.3136e-07,2.4321e-08,6.3308e-06,-6.3322e-23,0,7.8,0.2,0
0,0,4.6755e-06,8.6051e-24,1.721e-27,8,0,0
9.4653e-08,1.7529e-08,4.5716e-06,1.6957e-23,0,8,0.2,0
0,0,3.3788e-06,-2.3044e-24,-4.6088e-28,8.2,0,0
6.8207e-08,1.2634e-08,3.3039e-06,-4.541e-24,0,8.2,0.2,0
0,0,2.4444e-06,6.171e-25,1.2342e-28,8.4,0,0
4.915e-08,9.1043e-09,2.3904e-06,1.2161e-24,0,8.4,0.2,0
0,0,1.7711e-06,-1.6526e-25,-3.3051e-29,8.6,0,0
3.5416e-08,6.5603e-09,1.7322e-06,-3.2565e-25,0,8.6,0.2,0
0,0,1.286e-06,4.4254e-26,8.8509e-30,8.8,0,0
2.5516e-08,4.727e-09,1.2579e-06,8.7208e-26,0,8.8,0.2,0
0,0,9.3644e-07,-1.1851e-26,-2.3702e-30,9,0,0
1.8381e-08,3.406e-09,9.1621e-07,-2.3354e-26,0,9,0.2,0
0,0,6.8466e-07,3.1736e-27,6.3473e-31,9.2,0,0
1.324e-08,2.4533e-09,6.701e-07,6.254e-27,0,9.2,0.2,0
0,0,5.0328e-07,-8.4988e-28,-1.6998e-31,9.4,0,0
9.5385e-09,1.7655e-09,4.9281e-07,-1.6748e-27,0,9.4,0.2,0
0,0,3.7256e-07,2.2759e-28,4.5518e-32,9.6,0,0
6.8757e-09,1.2688e-09,3.6506e-07,4.4849e-28,0,9.6,0.2,0
0,0,2.7831e-07,-6.0948e-29,-1.219e-32,9.8,0,0
4.9598e-09,9.1133e-10,2.7294e-07,-1.201e-28,0,9.8,0.2,0
0,0,2.1032e-07,1.6321e-29,3.2643e-33,10,0,0
3.5792e-09,6.5521e-10,2.0647e-07,3.2163e-29,0,10,0.2,0
0,0,1.6128e-07,-4.3708e-30,-8.7416e-34,10.2,0,0
2.5825e-09,4.7192e-10,1.585e-07,-8.613e-30,0,10.2,0.2,0
0,0,1.2589e-07,1.1705e-30,2.3409e-34,10.4,0,0
1.8629e-09,3.3958e-10,1.2389e-07,2.3065e-30,0,10.4,0.2,0
0,0,1.0033e-07,-3.1344e-31,-6.2689e-35,10.6,0,0
1.346e-09,2.4243e-10,9.892e-08,-6.1767e-31,0,10.6,0.2,0
0,0,8.1792e-08,8.3938e-32,1.6788e-35,10.8,0,0
9.7847e-10,1.7043e-10,8.0841e-08,1.6541e-31,0,10.8,0.2,0
0,0,6.824e-08,-2.2478e-32,-4.4956e-36,11,0,0
7.2041e-10,1.1788e-10,6.7628e-08,-4.4295e-32,0,11,0.2,0
0,0,5.8194e-08,6.0195e-33,1.2039e-36,11.2,0,0
5.4087e-10,8.1232e-11,5.7809e-08,1.1862e-32,0,11.2,0.2,0
0,0,5.06e-08,-1.612e-33,-3.224e-37,11.4,0,0
4.1595e-10,5.7234e-11,5.0344e-08,-3.1766e-33,0,11.4,0.2,0
0,0,4.472e-08,4.3168e-34,8.6336e-38,11.6,0,0
3.2803e-10,4.2129e-11,4.4526e-08,8.5066e-34,0,11.6,0.2,0
0,0,4.0043e-08,-1.156e-34,-2.312e-38,11.8,0,0
2.6489e-10,3.2122e-11,3.988e-08,-2.278e-34,0,11.8,0.2,0
0,0,3.6227e-08,3.0957e-35,6.1915e-39,12,0,0
2.1845e-10,2.4338e-11,3.6089e-08,6.1004e-35,0,12,0.2,0
0,0,3.3043e-08,-8.2902e-36,-1.658e-39,12.2,0,0
1.8342e-10,1.7435e-11,3.2937e-08,-1.6336e-35,0,12.2,0.2,0
0,0,3.0342e-08,2.2201e-36,4.4401e-40,12.4,0,0
1.5633e-10,1.1437e-11,3.0272e-08,4.3748e-36,0,12.4,0.2,0
0,0,2.8026e-08,-5.9452e-37,-1.189e-40,12.6,0,0
1.3502e-10,6.9642e-12,2.7986e-08,-1.1715e-36,0,12.6,0.2,0
0,0,2.602e-08,1.5921e-37,3.1842e-41,12.8,0,0
1.1837e-10,4.4367e-12,2.5996e-08,3.1373e-37,0,12.8,0.2,0
0,0,2.4254e-08,-4.2635e-38,-8.527e-42,13,0,0
1.0587e-10,3.7074e-12,2.4232e-08,-8.4015e-38,0,13,0.2,0
0,0,2.2664e-08,1.1417e-38,2.2835e-42,13.2,0,0
9.7003e-11,4.198e-12,2.2634e-08,2.2499e-38,0,13.2,0.2,0
0,0,2.1197e-08,-3.0575e-39,-6.115e-43,13.4,0,0
9.0787e-11,5.2608e-12,2.1152e-08,-6.025e-39,0,13.4,0.2,0
0,0,1.982e-08,8.1878e-40,1.6376e-43,13.6,0,0
8.5665e-11,6.4426e-12,1.9756e-08,1.6135e-39,0,13.6,0.2,0
0,0,1.8527e-08,-2.1926e-40,-4.3853e-44,13.8,0,0
7.993e-11,7.5153e-12,1.8443e-08,-4.3207e-40,0,13.8,0.2,0
0,0,1.7337e-08,5.8718e-41,1.1744e-44,14,0,0
7.2371e-11,8.3598e-12,1.7234e-08,1.1571e-40,0,14,0.2,0
0,0,1.6278e-08,-1.5724e-41,-3.1448e-45,14.2,0,0
6.2744e-11,8.8673e-12,1.6163e-08,-3.0985e-41,0,14.2,0.2,0
0,0,1.5376e-08,4.2109e-42,8.4217e-46,14.4,0,0
5.1777e-11,8.9473e-12,1.5258e-08,8.2977e-42,0,14.4,0.2,0
0,0,1.4643e-08,-1.1276e-42,-2.2553e-46,14.6,0,0
4.0728e-11,8.6013e-12,1.453e-08,-2.2221e-42,0,14.6,0.2,0
0,0,1.4072e-08,3.0198e-43,6.0395e-47,14.8,0,0
3.0779e-11,7.9615e-12,1.397e-08,5.9506e-43,0,14.8,0.2,0
0,0,1.3643e-08,-8.0867e-44,-1.6173e-47,15,0,0
2.2581e-11,7.2369e-12,1.3554e-08,-1.5935e-43,0,15,0.2,0
0,0,1.3331e-08,2.1656e-44,4.3311e-48,15.2,0,0
1.615e-11,6.5949e-12,1.3253e-08,4.2673e-44,0,15.2,0.2,0
0,0,1.3111e-08,-5.7993e-45,-1.1599e-48,15.4,0,0
1.1066e-11,6.0681e-12,1.3041e-08,-1.1428e-44,0,15.4,0.2,0
0,0,1.2966e-08,1.553e-45,3.106e-49,15.6,0,0
6.8176e-12,5.5538e-12,1.2902e-08,3.0603e-45,0,15.6,0.2,0
0,0,1.2883e-08,-4.1589e-46,-8.3177e-50,15.8,0,0
3.0754e-12,4.9104e-12,1.2826e-08,-8.1952e-46,0,15.8,0.2,0
0,0,1.2854e-08,1.1137e-46,2.2274e-50,16,0,0
-2.002e-13,4.0834e-12,1.2806e-08,2.1946e-46,0,16,0.2,0
0,0,1.287e-08,-2.9825e-47,-5.9649e-51,16.2,0,0
-2.8229e-12,3.1802e-12,1.2833e-08,-5.877e-47,0,16.2,0.2,0
0,0,1.2921e-08,7.9868e-48,1.5974e-51,16.4,0,0
-4.5516e-12,2.453e-12,1.2895e-08,1.5738e-47,0,16.4,0.2,0
0,0,1.2994e-08,-2.1388e-48,-4.2777e-52,16.6,0,0
-5.2294e-12,2.1868e-12,1.2975e-08,-4.2146e-48,0,16.6,0.2,0
0,0,1.3075e-08,5.7276e-49,1.1455e-52,16.8,0,0
-4.8845e-12,2.5809e-12,1.3056e-08,1.1286e-48,0,16.8,0.2,0
0,0,1.3151e-08,-1.5338e-49,-3.0677e-53,17,0,0
-3.7803e-12,3.6794e-12,1.3124e-08,-3.0225e-49,0,17,0.2,0
0,0,1.3211e-08,4.1076e-50,8.2152e-54,17.2,0,0
-2.1987e-12,5.2998e-12,1.3168e-08,8.0941e-50,0,17.2,0.2,0
0,0,1.3248e-08,-1.1004e-50,-2.2007e-54,17.4,0,0
-4.9172e-13,7.3258e-12,1.3185e-08,-2.1683e-50,0,17.4,0.2,0
0,0,1.327e-08,2.9608e-51,5.9216e-55,17.6,0,0
6.7337e-13,9.9721e-12,1.3176e-08,5.8343e-51,0,17.6,0.2,0
0,0,1.3283e-08,-8.4539e-52,-1.6908e-55,17.8,0,0
7.7667e-13,1.2707e-11,1.3156e-08,-1.6659e-51,0,17.8,0.2,0
0,0,1.3289e-08,4.2248e-52,8.4496e-56,18,0,0
0,1.3911e-11,1.3145e-08,8.3251e-52,0,18,0.2,0
0.00052803,-0.0013001,0.48718,1,0,0.2,0.4,0
0,-0.0012301,0.49295,1,0,0,0.4,0
0.0011123,-0.0015548,0.46934,1,0,0.4,0.4,0
0.0017637,-0.002021,0.43773,0.99999,0,0.6,0.4,0
0.0025141,-0.0030025,0.39057,1,0,0.8,0.4,0
0.0027604,-0.0043039,0.327,0.99985,0,1,0.4,0
0.0028038,0.0041002,0.25507,0.00032515,0,1.2,0.4,0
0.0026492,0.0027796,0.18959,-8.7073e-05,0,1.4,0.4,0
0.0020058,0.0017506,0.13834,2.3318e-05,0,1.6,0.4,0
0.0014868,0.0012078,0.10005,-6.2443e-06,0,1.8,0.4,0
0.0010752,0.00083884,0.072218,1.6722e-06,0,2,0.4,0
0.00077915,0.00059863,0.052072,-4.478e-07,0,2.2,0.4,0
0.0005617,0.00042663,0.037532,1.1992e-07,0,2.4,0.4,0
0.00040522,0.00030692,0.027048,-3.2113e-08,0,2.6,0.4,0
0.00029203,0.00022039,0.019489,8.5997e-09,0,2.8,0.4,0
0.00021045,0.00015879,0.014043,-2.3029e-09,0,3,0.4,0
0.00015166,0.00011428,0.010118,6.1671e-10,0,3.2,0.4,0
0.00010927,8.2359e-05,0.0072908,-1.6515e-10,0,3.4,0.4,0
7.8738e-05,5.9318e-05,0.0052531,4.4227e-11,0,3.6,0.4,0
5.6728e-05,4.2745e-05,0.003785,-1.1844e-11,0,3.8,0.4,0
4.0876e-05,3.0794e-05,0.0027272,3.1716e-12,0,4,0.4,0
2.9451e-05,2.219e-05,0.001965,-8.4935e-13,0,4.2,0.4,0
2.1221e-05,1.5987e-05,0.0014159,2.2745e-13,0,4.4,0.4,0
1.529e-05,1.152e-05,0.0010202,-6.0909e-14,0,4.6,0.4,0
1.1017e-05,8.3003e-06,0.00073508,1.6311e-14,0,4.8,0.4,0
7.9377e-06,5.9808e-06,0.00052966,-4.368e-15,0,5,0.4,0
5.7194e-06,4.3094e-06,0.00038165,1.1697e-15,0,5.2,0.4,0
4.121e-06,3.1051e-06,0.000275,-3.1325e-16,0,5.4,0.4,0
2.9693e-06,2.2374e-06,0.00019816,8.3885e-17,0,5.6,0.4,0
2.1395e-06,1.6122e-06,0.00014279,-2.2464e-17,0,5.8,0.4,0
1.5416e-06,1.1616e-06,0.0001029,6.0157e-18,0,6,0.4,0
1.1108e-06,8.3704e-07,7.4154e-05,-1.611e-18,0,6.2,0.4,0
8.0037e-07,6.0314e-07,5.3442e-05,4.3141e-19,0,6.4,0.4,0
5.7671e-07,4.346e-07,3.8517e-05,-1.1553e-19,0,6.6,0.4,0
4.1555e-07,3.1316e-07,2.7763e-05,3.0938e-20,0,6.8,0.4,0
2.9942e-07,2.2566e-07,2.0015e-05,-8.2849e-21,0,7,0.4,0
2.1575e-07,1.626e-07,1.4431e-05,2.2186e-21,0,7.2,0.4,0
1.5546e-07,1.1717e-07,1.0408e-05,-5.9414e-22,0,7.4,0.4,0
1.1201e-07,8.4434e-08,7.5095e-06,1.5911e-22,0,7.6,0.4,0
8.0712e-08,6.0847e-08,5.4208e-06,-4.2608e-23,0,7.8,0.4,0
5.8157e-08,4.385e-08,3.9158e-06,1.141e-23,0,8,0.4,0
4.1905e-08,3.1599e-08,2.8313e-06,-3.0555e-24,0,8.2,0.4,0
3.0195e-08,2.2768e-08,2.0499e-06,8.1825e-25,0,8.4,0.4,0
2.1756e-08,1.6402e-08,1.4868e-06,-2.1912e-25,0,8.6,0.4,0
1.5675e-08,1.1814e-08,1.0812e-06,5.868e-26,0,8.8,0.4,0
1.1291e-08,8.5098e-09,7.8889e-07,-1.5714e-26,0,9,0.4,0
8.1323e-09,6.1304e-09,5.7838e-07,4.2081e-27,0,9.2,0.4,0
5.8573e-09,4.416e-09,4.2676e-07,-1.1269e-27,0,9.4,0.4,0
4.2215e-09,3.1797e-09,3.1753e-07,3.0178e-28,0,9.6,0.4,0
3.0464e-09,2.2878e-09,2.3876e-07,-8.0814e-29,0,9.8,0.4,0
2.2006e-09,1.6451e-09,1.8189e-07,2.1642e-29,0,10,0.4,0
1.5893e-09,1.1831e-09,1.4081e-07,-5.7955e-30,0,10.2,0.4,0
1.1463e-09,8.5143e-10,1.1116e-07,1.552e-30,0,10.4,0.4,0
8.2704e-10,6.1296e-10,8.9777e-08,-4.1561e-31,0,10.6,0.4,0
6.0085e-10,4.4096e-10,7.4308e-08,1.113e-31,0,10.8,0.4,0
4.4436e-10,3.167e-10,6.2986e-08,-2.9805e-32,0,11,0.4,0
3.3788e-10,2.2721e-10,5.4514e-08,7.9816e-33,0,11.2,0.4,0
2.649e-10,1.6312e-10,4.7987e-08,-2.1374e-33,0,11.4,0.4,0
2.1293e-10,1.1722e-10,4.2815e-08,5.7239e-34,0,11.6,0.4,0
1.7407e-10,8.3852e-11,3.8628e-08,-1.5328e-34,0,11.8,0.4,0
1.4424e-10,5.8941e-11,3.5185e-08,4.1048e-35,0,12,0.4,0
1.2157e-10,4.0094e-11,3.231e-08,-1.0992e-35,0,12.2,0.4,0
1.0485e-10,2.6272e-11,2.9862e-08,2.9437e-36,0,12.4,0.4,0
9.276e-11,1.7082e-11,2.7727e-08,-7.883e-37,0,12.6,0.4,0
8.3888e-11,1.2016e-11,2.5821e-08,2.111e-37,0,12.8,0.4,0
7.7142e-11,1.0071e-11,2.4088e-08,-5.6532e-38,0,13,0.4,0
7.1849e-11,9.8791e-12,2.2486e-08,1.5139e-38,0,13.2,0.4,0
6.7507e-11,1.0162e-11,2.0989e-08,-4.0541e-39,0,13.4,0.4,0
6.3473e-11,1.0138e-11,1.958e-08,1.0857e-39,0,13.6,0.4,0
5.8925e-11,9.6479e-12,1.8262e-08,-2.9073e-40,0,13.8,0.4,0
5.3161e-11,8.9715e-12,1.7054e-08,7.7856e-41,0,14,0.4,0
4.5983e-11,8.4993e-12,1.5985e-08,-2.0849e-41,0,14.2,0.4,0
3.7845e-11,8.466e-12,1.5081e-08,5.5833e-42,0,14.4,0.4,0
2.9639e-11,8.8476e-12,1.4354e-08,-1.4952e-42,0,14.6,0.4,0
2.2248e-11,9.4129e-12,1.3797e-08,4.004e-43,0,14.8,0.4,0
1.6154e-11,9.8491e-12,1.3384e-08,-1.0722e-43,0,15,0.4,0
1.1333e-11,9.8863e-12,1.3089e-08,2.8714e-44,0,15.2,0.4,0
7.4292e-12,9.3849e-12,1.2887e-08,-7.6894e-45,0,15.4,0.4,0
4.0721e-12,8.3804e-12,1.2762e-08,2.0592e-45,0,15.6,0.4,0
1.1189e-12,7.0894e-12,1.2705e-08,-5.5143e-46,0,15.8,0.4,0
-1.2992e-12,5.8731e-12,1.2706e-08,1.4767e-46,0,16,0.4,0
-2.9024e-12,5.1568e-12,1.2751e-08,-3.9545e-47,0,16.2,0.4,0
-3.4784e-12,5.321e-12,1.282e-08,1.059e-47,0,16.4,0.4,0
-3.0341e-12,6.5819e-12,1.2892e-08,-2.8359e-48,0,16.6,0.4,0
-1.7851e-12,8.9264e-12,1.2947e-08,7.5944e-49,0,16.8,0.4,0
-1.9543e-13,1.211e-11,1.2972e-08,-2.0337e-49,0,17,0.4,0
1.3347e-12,1.5681e-11,1.2965e-08,5.4464e-50,0,17.2,0.4,0
2.979e-12,1.9245e-11,1.2925e-08,-1.459e-50,0,17.4,0.4,0
4.1722e-12,2.2646e-11,1.2853e-08,3.9257e-51,0,17.6,0.4,0
3.1886e-12,2.5411e-11,1.2775e-08,-1.1209e-51,0,17.8,0.4,0
0,2.6519e-11,1.2741e-08,5.6017e-52,0,18,0.4,0
0.00042551,-0.0017581,0.31756,1,0,0.2,0.6,0
0,-0.0016636,0.32163,1,0,0,0.6,0
0.00087428,-0.0020462,0.30501,1,0,0.4,0.6,0
0.0013691,-0.0025773,0.28348,0.99999,0,0.6,0.6,0
0.0018308,-0.0033475,0.25248,1,0,0.8,0.6,0
0.0022338,-0.0044804,0.21423,0.99983,0,1,0.6,0
0.0022697,0.0042023,0.1726,0.00031,0,1.2,0.6,0
0.0019423,0.003041,0.13294,-8.3015e-05,0,1.4,0.6,0
0.0015691,0.0022069,0.09895,2.2231e-05,0,1.6,0.6,0
0.0011833,0.0015721,0.072521,-5.9533e-06,0,1.8,0.6,0
0.00087674,0.0011282,0.052671,1.5943e-06,0,2,0.6,0
0.00063819,0.0008093,0.038116,-4.2693e-07,0,2.2,0.6,0
0.00046329,0.00058244,0.027516,1.1433e-07,0,2.4,0.6,0
0.00033453,0.00041911,0.019849,-3.0617e-08,0,2.6,0.6,0
0.00024156,0.00030189,0.014308,8.199e-09,0,2.8,0.6,0
0.0001741,0.00021744,0.010312,-2.1956e-09,0,3,0.6,0
0.00012553,0.00015666,0.0074309,5.8797e-10,0,3.2,0.6,0
9.0445e-05,0.00011286,0.0053546,-1.5746e-10,0,3.4,0.6,0
6.5183e-05,8.132e-05,0.0038582,4.2166e-11,0,3.6,0.6,0
4.6962e-05,5.8592e-05,0.00278,-1.1292e-11,0,3.8,0.6,0
3.3841e-05,4.2217e-05,0.002003,3.0238e-12,0,4,0.6,0
2.4382e-05,3.0418e-05,0.0014433,-8.0977e-13,0,4.2,0.6,0
1.7568e-05,2.1917e-05,0.0010399,2.1685e-13,0,4.4,0.6,0
1.2658e-05,1.5792e-05,0.0007493,-5.8071e-14,0,4.6,0.6,0
9.1206e-06,1.1379e-05,0.0005399,1.5551e-14,0,4.8,0.6,0
6.5715e-06,8.1987e-06,0.00038903,-4.1645e-15,0,5,0.6,0
4.735e-06,5.9075e-06,0.00028032,1.1152e-15,0,5.2,0.6,0
3.4117e-06,4.2566e-06,0.00020199,-2.9865e-16,0,5.4,0.6,0
2.4582e-06,3.067e-06,0.00014555,7.9976e-17,0,5.6,0.6,0
1.7713e-06,2.2099e-06,0.00010489,-2.1417e-17,0,5.8,0.6,0
1.2763e-06,1.5924e-06,7.5585e-05,5.7354e-18,0,6,0.6,0
9.196e-07,1.1474e-06,5.4472e-05,-1.5359e-18,0,6.2,0.6,0
6.6261e-07,8.2676e-07,3.9259e-05,4.113e-19,0,6.4,0.6,0
4.7745e-07,5.9573e-07,2.8298e-05,-1.1014e-19,0,6.6,0.6,0
3.4402e-07,4.2927e-07,2.04e-05,2.9496e-20,0,6.8,0.6,0
2.4789e-07,3.0932e-07,1.4709e-05,-7.8988e-21,0,7,0.6,0
1.7861e-07,2.2289e-07,1.0608e-05,2.1152e-21,0,7.2,0.6,0
1.287e-07,1.6061e-07,7.6532e-06,-5.6645e-22,0,7.4,0.6,0
9.2735e-08,1.1573e-07,5.5242e-06,1.5169e-22,0,7.6,0.6,0
6.682e-08,8.34e-08,3.9901e-06,-4.0622e-23,0,7.8,0.6,0
4.8145e-08,6.0099e-08,2.8847e-06,1.0878e-23,0,8,0.6,0
3.4687e-08,4.3307e-08,2.0883e-06,-2.9131e-24,0,8.2,0.6,0
2.499e-08,3.1203e-08,1.5146e-06,7.8012e-25,0,8.4,0.6,0
1.8004e-08,2.2478e-08,1.1012e-06,-2.0891e-25,0,8.6,0.6,0
1.2971e-08,1.619e-08,8.034e-07,5.5945e-26,0,8.8,0.6,0
9.3452e-09,1.1661e-08,5.8883e-07,-1.4982e-26,0,9,0.6,0
6.7315e-09,8.4004e-09,4.3426e-07,4.012e-27,0,9.2,0.6,0
4.8481e-09,6.0523e-09,3.2293e-07,-1.0744e-27,0,9.4,0.6,0
3.4933e-09,4.3602e-09,2.4274e-07,2.8772e-28,0,9.6,0.6,0
2.5207e-09,3.1395e-09,1.8493e-07,-7.7048e-29,0,9.8,0.6,0
1.8222e-09,2.259e-09,1.4317e-07,2.0633e-29,0,10,0.6,0
1.3182e-09,1.625e-09,1.1297e-07,-5.5254e-30,0,10.2,0.6,0
9.5287e-10,1.17e-09,9.1121e-08,1.4797e-30,0,10.4,0.6,0
6.8919e-10,8.4396e-10,7.5331e-08,-3.9625e-31,0,10.6,0.6,0
5.0244e-10,6.1009e-10,6.3878e-08,1.0611e-31,0,10.8,0.6,0
3.7399e-10,4.413e-10,5.5455e-08,-2.8416e-32,0,11,0.6,0
2.8774e-10,3.1833e-10,4.9086e-08,7.6096e-33,0,11.2,0.6,0
2.2962e-10,2.2798e-10,4.4093e-08,-2.0378e-33,0,11.4,0.6,0
1.8864e-10,1.6137e-10,4.0043e-08,5.4571e-34,0,11.6,0.6,0
1.5793e-10,1.125e-10,3.668e-08,-1.4614e-34,0,11.8,0.6,0
1.3424e-10,7.7106e-11,3.3841e-08,3.9135e-35,0,12,0.6,0
1.1646e-10,5.2128e-11,3.1404e-08,-1.048e-35,0,12.2,0.6,0
1.0384e-10,3.5241e-11,2.9261e-08,2.8065e-36,0,12.4,0.6,0
9.5123e-11,2.4575e-11,2.7321e-08,-7.5156e-37,0,12.6,0.6,0
8.8719e-11,1.8449e-11,2.5523e-08,2.0126e-37,0,12.8,0.6,0
8.3319e-11,1.5262e-11,2.3837e-08,-5.3897e-38,0,13,0.6,0
7.8277e-11,1.3572e-11,2.2252e-08,1.4433e-38,0,13.2,0.6,0
7.3429e-11,1.2311e-11,2.0764e-08,-3.8651e-39,0,13.4,0.6,0
6.8636e-11,1.0964e-11,1.9369e-08,1.0351e-39,0,13.6,0.6,0
6.3506e-11,9.5787e-12,1.8072e-08,-2.7718e-40,0,13.8,0.6,0
5.7511e-11,8.5489e-12,1.6882e-08,7.4228e-41,0,14,0.6,0
5.0347e-11,8.2871e-12,1.5822e-08,-1.9878e-41,0,14.2,0.6,0
4.2197e-11,8.9363e-12,1.4913e-08,5.3231e-42,0,14.4,0.6,0
3.3684e-11,1.0253e-11,1.4168e-08,-1.4255e-42,0,14.6,0.6,0
2.5556e-11,1.1698e-11,1.3588e-08,3.8174e-43,0,14.8,0.6,0
1.8351e-11,1.2658e-11,1.3159e-08,-1.0223e-43,0,15,0.6,0
1.225e-11,1.2706e-11,1.2861e-08,2.7376e-44,0,15.2,0.6,0
