u,v,p,s,d,points0,points1,points2
0,0,0.00088014,4.2657e-25,-6.715e-29,4.8,0,0
9.1536e-05,6.6392e-06,0.00088573,6.2706e-25,0,4.8,0.1,0
0,0,0.00074859,-1.1499e-25,1.7135e-29,4.9,0,0
7.7893e-05,5.6495e-06,0.00075335,-1.6931e-25,0,4.9,0.1,0
0,0,0.0006367,3.0989e-26,-4.3637e-30,5,0,0
6.6283e-05,4.8073e-06,0.00064075,4.5702e-26,0,5,0.1,0
0,0,0.00054153,-8.3501e-27,1.1089e-30,5.1,0,0
5.6403e-05,4.0906e-06,0.00054498,-1.2334e-26,0,5.1,0.1,0
0,0,0.00046059,2.2495e-27,-2.8116e-31,5.2,0,0
4.7996e-05,3.4808e-06,0.00046353,3.3278e-27,0,5.2,0.1,0
0,0,0.00039175,-6.0592e-28,7.11e-32,5.3,0,0
4.0842e-05,2.9618e-06,0.00039425,-8.9767e-28,0,5.3,0.1,0
0,0,0.0003332,1.6318e-28,-1.7929e-32,5.4,0,0
3.4753e-05,2.5202e-06,0.00033533,2.4209e-28,0,5.4,0.1,0
0,0,0.00028341,-4.3938e-29,4.5065e-33,5.5,0,0
2.9573e-05,2.1445e-06,0.00028522,-6.5277e-29,0,5.5,0.1,0
0,0,0.00024105,1.1829e-29,-1.1287e-33,5.6,0,0
2.5164e-05,1.8248e-06,0.0002426,1.7597e-29,0,5.6,0.1,0
0,0,0.00020504,-3.184e-30,2.8154e-34,5.7,0,0
2.1413e-05,1.5528e-06,0.00020635,-4.7429e-30,0,5.7,0.1,0
0,0,0.0001744,8.5689e-31,-6.9904e-35,5.8,0,0
1.822e-05,1.3214e-06,0.00017552,1.2781e-30,0,5.8,0.1,0
0,0,0.00014835,-2.3058e-31,1.7264e-35,5.9,0,0
1.5504e-05,1.1244e-06,0.0001493,-3.4434e-31,0,5.9,0.1,0
0,0,0.00012619,6.2035e-32,-4.2374e-36,6,0,0
1.3192e-05,9.5679e-07,0.000127,9.2755e-32,0,6,0.1,0
0,0,0.00010735,-1.6688e-32,1.0325e-36,6.1,0,0
1.1225e-05,8.1413e-07,0.00010804,-2.4981e-32,0,6.1,0.1,0
0,0,9.1328e-05,4.4883e-33,-2.4939e-37,6.2,0,0
9.5507e-06,6.9272e-07,9.1915e-05,6.7267e-33,0,6.2,0.1,0
0,0,7.7702e-05,-1.207e-33,5.96e-38,6.3,0,0
8.1262e-06,5.8939e-07,7.8202e-05,-1.811e-33,0,6.3,0.1,0
0,0,6.6116e-05,3.2455e-34,-1.4057e-38,6.4,0,0
6.9139e-06,5.0148e-07,6.6542e-05,4.8749e-34,0,6.4,0.1,0
0,0,5.6264e-05,-8.7254e-35,3.2597e-39,6.5,0,0
5.8824e-06,4.2669e-07,5.6627e-05,-1.312e-34,0,6.5,0.1,0
0,0,4.7888e-05,2.3455e-35,-7.392e-40,6.6,0,0
5.0048e-06,3.6307e-07,4.8197e-05,3.5305e-35,0,6.6,0.1,0
0,0,4.0766e-05,-6.304e-36,1.6252e-40,6.7,0,0
4.258e-06,3.0897e-07,4.1029e-05,-9.4987e-36,0,6.7,0.1,0
0,0,3.4711e-05,1.6941e-36,-3.4132e-41,6.8,0,0
3.6225e-06,2.6293e-07,3.4935e-05,2.5552e-36,0,6.8,0.1,0
0,0,2.9564e-05,-4.5522e-37,6.6523e-42,6.9,0,0
3.0818e-06,2.2376e-07,2.9754e-05,-6.8727e-37,0,6.9,0.1,0
0,0,2.5188e-05,1.223e-37,-1.1222e-42,7,0,0
2.6216e-06,1.9041e-07,2.535e-05,1.8482e-37,0,7,0.1,0
0,0,2.1468e-05,-3.2855e-38,1.2588e-43,7.1,0,0
2.23e-06,1.6201e-07,2.1606e-05,-4.9697e-38,0,7.1,0.1,0
0,0,1.8307e-05,8.8248e-39,1.256e-44,7.2,0,0
1.8967e-06,1.3782e-07,1.8425e-05,1.3361e-38,0,7.2,0.1,0
0,0,1.5621e-05,-2.3701e-39,-1.5621e-44,7.3,0,0
1.6131e-06,1.1724e-07,1.5721e-05,-3.5915e-39,0,7.3,0.1,0
0,0,1.3339e-05,6.3645e-40,7.4304e-45,7.4,0,0
1.3718e-06,9.9725e-08,1.3425e-05,9.6529e-40,0,7.4,0.1,0
0,0,1.1401e-05,-1.7089e-40,-2.85e-45,7.5,0,0
1.1665e-06,8.4834e-08,1.1473e-05,-2.5941e-40,0,7.5,0.1,0
0,0,9.7544e-06,4.588e-41,9.9103e-46,7.6,0,0
9.9186e-07,7.2179e-08,9.8162e-06,6.9703e-41,0,7.6,0.1,0
0,0,8.3562e-06,-1.2316e-41,-3.2574e-46,7.7,0,0
8.4333e-07,6.1424e-08,8.4088e-06,-1.8727e-41,0,7.7,0.1,0
0,0,7.1691e-06,3.3058e-42,1.0321e-46,7.8,0,0
7.1698e-07,5.228e-08,7.2138e-06,5.0305e-42,0,7.8,0.1,0
0,0,6.1614e-06,-8.8722e-43,-3.1873e-47,7.9,0,0
6.0948e-07,4.4499e-08,6.1994e-06,-1.3512e-42,0,7.9,0.1,0
0,0,5.3062e-06,2.3809e-43,9.6562e-48,8,0,0
5.1801e-07,3.7872e-08,5.3386e-06,3.6287e-43,0,8,0.1,0
0,0,4.5808e-06,-6.3886e-44,-2.8827e-48,8.1,0,0
4.4015e-07,3.2223e-08,4.6083e-06,-9.7441e-44,0,8.1,0.1,0
0,0,3.9658e-06,1.714e-44,8.5057e-49,8.2,0,0
3.7389e-07,2.7407e-08,3.9892e-06,2.6162e-44,0,8.2,0.1,0
0,0,3.4447e-06,-4.5982e-45,-2.4859e-49,8.3,0,0
3.1749e-07,2.33e-08,3.4647e-06,-7.0237e-45,0,8.3,0.1,0
0,0,3.0035e-06,1.2334e-45,7.2081e-50,8.4,0,0
2.6951e-07,1.9802e-08,3.0205e-06,1.8854e-45,0,8.4,0.1,0
0,0,2.6302e-06,-3.3082e-46,-2.0762e-50,8.5,0,0
2.2871e-07,1.6826e-08,2.6448e-06,-5.0604e-46,0,8.5,0.1,0
0,0,2.3145e-06,8.8723e-47,5.9461e-51,8.6,0,0
1.9404e-07,1.4299e-08,2.327e-06,1.3581e-46,0,8.6,0.1,0
0,0,2.0479e-06,-2.3792e-47,-1.6946e-51,8.7,0,0
1.646e-07,1.2155e-08,2.0586e-06,-3.6442e-47,0,8.7,0.1,0
0,0,1.8228e-06,6.3795e-48,4.8086e-52,8.8,0,0
1.3961e-07,1.0339e-08,1.8319e-06,9.7779e-48,0,8.8,0.1,0
0,0,1.6328e-06,-1.7104e-48,-1.3593e-52,8.9,0,0
1.1841e-07,8.8006e-09,1.6405e-06,-2.6232e-48,0,8.9,0.1,0
0,0,1.4726e-06,4.5853e-49,3.8298e-53,9,0,0
1.0042e-07,7.4961e-09,1.4792e-06,7.0369e-49,0,9,0.1,0
0,0,1.3376e-06,-1.2291e-49,-1.0758e-53,9.1,0,0
8.5152e-08,6.3869e-09,1.3432e-06,-1.8875e-49,0,9.1,0.1,0
0,0,1.2239e-06,3.2945e-50,3.0136e-54,9.2,0,0
7.2178e-08,5.4398e-09,1.2287e-06,5.0622e-50,0,9.2,0.1,0
0,0,1.1283e-06,-8.8295e-51,-8.4218e-55,9.3,0,0
6.115e-08,4.6273e-09,1.1323e-06,-1.3575e-50,0,9.3,0.1,0
0,0,1.048e-06,2.3662e-51,2.3483e-55,9.4,0,0
5.1773e-08,3.9274e-09,1.0515e-06,3.6401e-51,0,9.4,0.1,0
0,0,9.8079e-07,-6.3404e-52,-6.5345e-56,9.5,0,0
4.3801e-08,3.3233e-09,9.8375e-07,-9.7596e-52,0,9.5,0.1,0
0,0,9.2457e-07,1.6988e-52,1.815e-56,9.6,0,0
3.7035e-08,2.8025e-09,9.2712e-07,2.6165e-52,0,9.6,0.1,0
0,0,8.7768e-07,-4.5514e-53,-5.0326e-57,9.7,0,0
3.1305e-08,2.3561e-09,8.7989e-07,-7.0137e-53,0,9.7,0.1,0
0,0,8.3865e-07,1.2193e-53,1.3933e-57,9.8,0,0
2.6471e-08,1.9772e-09,8.4059e-07,1.8799e-53,0,9.8,0.1,0
0,0,8.0621e-07,-3.266e-54,-3.8516e-58,9.9,0,0
2.2411e-08,1.6596e-09,8.0791e-07,-5.0385e-54,0,9.9,0.1,0
0,0,7.7927e-07,8.7479e-55,1.0633e-58,10,0,0
1.9015e-08,1.3967e-09,7.8075e-07,1.3502e-54,0,10,0.1,0
0,0,7.5688e-07,-2.3429e-55,-2.9317e-59,10.1,0,0
1.6184e-08,1.1814e-09,7.5816e-07,-3.6181e-55,0,10.1,0.1,0
0,0,7.3822e-07,6.2742e-56,8.0739e-60,10.2,0,0
1.3829e-08,1.0056e-09,7.3932e-07,9.6942e-56,0,10.2,0.1,0
0,0,7.2263e-07,-1.6801e-56,-2.2211e-60,10.3,0,0
1.1867e-08,8.6091e-10,7.2357e-07,-2.5972e-56,0,10.3,0.1,0
0,0,7.0956e-07,4.4985e-57,6.1038e-61,10.4,0,0
1.0227e-08,7.3967e-10,7.1035e-07,6.9576e-57,0,10.4,0.1,0
0,0,6.9855e-07,-1.2044e-57,-1.6758e-61,10.5,0,0
8.8488e-09,6.353e-10,6.9921e-07,-1.8637e-57,0,10.5,0.1,0
0,0,6.8926e-07,3.2244e-58,4.5965e-62,10.6,0,0
7.6831e-09,5.4302e-10,6.8981e-07,4.9917e-58,0,10.6,0.1,0
0,0,6.8138e-07,-8.6313e-59,-1.2597e-62,10.7,0,0
6.6926e-09,4.5992e-10,6.8186e-07,-1.3369e-58,0,10.7,0.1,0
0,0,6.7469e-07,2.3104e-59,3.4496e-63,10.8,0,0
5.85e-09,3.8468e-10,6.7511e-07,3.58e-59,0,10.8,0.1,0
0,0,6.69e-07,-6.1837e-60,-9.4391e-64,10.9,0,0
5.1361e-09,3.1705e-10,6.6937e-07,-9.5863e-60,0,10.9,0.1,0
0,0,6.6412e-07,1.6549e-60,2.5809e-64,11,0,0
4.5373e-09,2.5718e-10,6.6446e-07,2.5667e-60,0,11,0.1,0
0,0,6.5991e-07,-4.4287e-61,-7.0521e-65,11.1,0,0
4.0433e-09,2.0514e-10,6.6022e-07,-6.8718e-61,0,11.1,0.1,0
0,0,6.5621e-07,1.1851e-61,1.9256e-65,11.2,0,0
3.6453e-09,1.6062e-10,6.565e-07,1.8396e-61,0,11.2,0.1,0
0,0,6.5289e-07,-3.1709e-62,-5.2549e-66,11.3,0,0
3.3354e-09,1.2291e-10,6.5317e-07,-4.9243e-62,0,11.3,0.1,0
0,0,6.4982e-07,8.4835e-63,1.4332e-66,11.4,0,0
3.1054e-09,9.1094e-11,6.5009e-07,1.318e-62,0,11.4,0.1,0
0,0,6.4689e-07,-2.2696e-63,-3.9064e-67,11.5,0,0
2.9475e-09,6.4326e-11,6.4715e-07,-3.5275e-63,0,11.5,0.1,0
0,0,6.4398e-07,6.0713e-64,1.0642e-67,11.6,0,0
2.8539e-09,4.209e-11,6.4423e-07,9.4402e-64,0,11.6,0.1,0
0,0,6.41e-07,-1.624e-64,-2.8976e-68,11.7,0,0
2.817e-09,2.4281e-11,6.4123e-07,-2.5262e-64,0,11.7,0.1,0
0,0,6.3785e-07,4.3437e-65,7.8859e-69,11.8,0,0
2.8287e-09,1.1107e-11,6.3807e-07,6.7593e-65,0,11.8,0.1,0
0,0,6.3446e-07,-1.1617e-65,-2.1451e-69,11.9,0,0
2.8806e-09,2.8402e-12,6.3466e-07,-1.8085e-65,0,11.9,0.1,0
0,0,6.3076e-07,3.1068e-66,5.8325e-70,12,0,0
2.9631e-09,-5.0316e-13,6.3094e-07,4.8382e-66,0,12,0.1,0
0,0,6.2672e-07,-8.3078e-67,-1.5852e-70,12.1,0,0
3.0656e-09,5.6163e-13,6.2688e-07,-1.2943e-66,0,12.1,0.1,0
0,0,6.2231e-07,2.2214e-67,4.3063e-71,12.2,0,0
3.1764e-09,4.8539e-12,6.2244e-07,3.4621e-67,0,12.2,0.1,0
0,0,6.1753e-07,-5.9395e-68,-1.1694e-71,12.3,0,0
3.284e-09,1.0591e-11,6.1762e-07,-9.26e-68,0,12.3,0.1,0
0,0,6.124e-07,1.588e-68,3.1743e-72,12.4,0,0
3.3784e-09,1.5649e-11,6.1246e-07,2.4766e-68,0,12.4,0.1,0
0,0,6.0695e-07,-4.2452e-69,-8.6133e-73,12.5,0,0
3.4522e-09,1.7961e-11,6.0699e-07,-6.6231e-69,0,12.5,0.1,0
0,0,6.0123e-07,1.1348e-69,2.3363e-73,12.6,0,0
3.5021e-09,1.5956e-11,6.0126e-07,1.7711e-69,0,12.6,0.1,0
0,0,5.953e-07,-3.0333e-70,-6.3351e-74,12.7,0,0
3.5294e-09,8.9401e-12,5.9533e-07,-4.7357e-70,0,12.7,0.1,0
0,0,5.892e-07,8.1074e-71,1.7172e-74,12.8,0,0
3.5405e-09,-2.7048e-12,5.8924e-07,1.2662e-70,0,12.8,0.1,0
0,0,5.8298e-07,-2.1668e-71,-4.6532e-75,12.9,0,0
3.5452e-09,-1.7533e-11,5.8304e-07,-3.3851e-71,0,12.9,0.1,0
0,0,5.7664e-07,5.7906e-72,1.2605e-75,13,0,0
3.5555e-09,-3.3287e-11,5.7673e-07,9.0495e-72,0,13,0.1,0
0,0,5.7019e-07,-1.5474e-72,-3.4136e-76,13.1,0,0
3.5833e-09,-4.7327e-11,5.703e-07,-2.419e-72,0,13.1,0.1,0
0,0,5.6359e-07,4.1347e-73,9.2416e-77,13.2,0,0
3.638e-09,-5.7149e-11,5.6372e-07,6.4658e-73,0,13.2,0.1,0
0,0,5.5679e-07,-1.1047e-73,-2.5013e-77,13.3,0,0
3.7246e-09,-6.0889e-11,5.5694e-07,-1.7281e-73,0,13.3,0.1,0
0,0,5.4973e-07,2.9516e-74,6.7679e-78,13.4,0,0
3.8429e-09,-5.7691e-11,5.4988e-07,4.6185e-74,0,13.4,0.1,0
0,0,5.4236e-07,-7.8852e-75,-1.8308e-78,13.5,0,0
3.9869e-09,-4.7879e-11,5.425e-07,-1.2342e-74,0,13.5,0.1,0
0,0,5.3461e-07,2.1064e-75,4.951e-79,13.6,0,0
4.1458e-09,-3.2899e-11,5.3472e-07,3.298e-75,0,13.6,0.1,0
0,0,5.2645e-07,-5.6265e-76,-1.3386e-79,13.7,0,0
4.306e-09,-1.5052e-11,5.2654e-07,-8.8121e-76,0,13.7,0.1,0
0,0,5.1788e-07,1.5028e-76,3.6183e-80,13.8,0,0
4.4531e-09,2.9153e-12,5.1793e-07,2.3544e-76,0,13.8,0.1,0
0,0,5.0891e-07,-4.0138e-77,-9.7781e-81,13.9,0,0
4.5745e-09,1.8285e-11,5.0893e-07,-6.2899e-77,0,13.9,0.1,0
0,0,4.9959e-07,1.0719e-77,2.6418e-81,14,0,0
4.6611e-09,2.8811e-11,4.9958e-07,1.6803e-77,0,14,0.1,0
0,0,4.8999e-07,-2.8626e-78,-7.136e-82,14.1,0,0
4.7091e-09,3.3057e-11,4.8996e-07,-4.4884e-78,0,14.1,0.1,0
0,0,4.8017e-07,7.6439e-79,1.9271e-82,14.2,0,0
4.7203e-09,3.058e-11,4.8014e-07,1.1989e-78,0,14.2,0.1,0
0,0,4.7022e-07,-2.041e-79,-5.2033e-83,14.3,0,0
4.7015e-09,2.1952e-11,4.7019e-07,-3.2019e-79,0,14.3,0.1,0
0,0,4.6018e-07,5.4493e-80,1.4046e-83,14.4,0,0
4.664e-09,8.6156e-12,4.6017e-07,8.5512e-80,0,14.4,0.1,0
0,0,4.5011e-07,-1.4548e-80,-3.7909e-84,14.5,0,0
4.6208e-09,-7.3649e-12,4.5013e-07,-2.2836e-80,0,14.5,0.1,0
0,0,4.4003e-07,3.8838e-81,1.0229e-84,14.6,0,0
4.5856e-09,-2.363e-11,4.4007e-07,6.0977e-81,0,14.6,0.1,0
0,0,4.2993e-07,-1.0367e-81,-2.7597e-85,14.7,0,0
4.5698e-09,-3.7861e-11,4.3e-07,-1.6281e-81,0,14.7,0.1,0
0,0,4.1977e-07,2.7673e-82,7.444e-86,14.8,0,0
4.5815e-09,-4.808e-11,4.1986e-07,4.347e-82,0,14.8,0.1,0
0,0,4.0952e-07,-7.3861e-83,-2.0076e-86,14.9,0,0
4.6245e-09,-5.2882e-11,4.0962e-07,-1.1605e-82,0,14.9,0.1,0
0,0,3.9911e-07,1.9713e-83,5.4132e-87,15,0,0
4.6973e-09,-5.1571e-11,3.9921e-07,3.0981e-83,0,15,0.1,0
0,0,3.885e-07,-5.2607e-84,-1.4594e-87,15.1,0,0
4.7936e-09,-4.4193e-11,3.8859e-07,-8.2698e-84,0,15.1,0.1,0
0,0,3.7764e-07,1.4038e-84,3.9337e-88,15.2,0,0
4.9035e-09,-3.1472e-11,3.7771e-07,2.2074e-84,0,15.2,0.1,0
0,0,3.6652e-07,-3.746e-85,-1.0602e-88,15.3,0,0
5.0145e-09,-1.4671e-11,3.6656e-07,-5.8914e-85,0,15.3,0.1,0
0,0,3.5515e-07,9.9949e-86,2.8567e-89,15.4,0,0
5.1131e-09,4.6068e-12,3.5515e-07,1.5723e-85,0,15.4,0.1,0
0,0,3.4355e-07,-2.6667e-86,-7.6966e-90,15.5,0,0
5.1862e-09,2.4636e-11,3.4351e-07,-4.1959e-86,0,15.5,0.1,0
0,0,3.3178e-07,7.1142e-87,2.0733e-90,15.6,0,0
5.2229e-09,4.3779e-11,3.317e-07,1.1196e-86,0,15.6,0.1,0
0,0,3.1993e-07,-1.8978e-87,-5.5841e-91,15.7,0,0
5.2154e-09,6.0665e-11,3.1982e-07,-2.9875e-87,0,15.7,0.1,0
0,0,3.0808e-07,5.0625e-88,1.5038e-91,15.8,0,0
5.1593e-09,7.4318e-11,3.0794e-07,7.9709e-88,0,15.8,0.1,0
0,0,2.9635e-07,-1.3503e-88,-4.0491e-92,15.9,0,0
5.0541e-09,8.4214e-11,2.9619e-07,-2.1265e-88,0,15.9,0.1,0
0,0,2.8484e-07,3.6015e-89,1.0901e-92,16,0,0
4.9028e-09,9.029e-11,2.8466e-07,5.673e-89,0,16,0.1,0
0,0,2.7364e-07,-9.605e-90,-2.9344e-93,16.1,0,0
4.7114e-09,9.2884e-11,2.7345e-07,-1.5133e-89,0,16.1,0.1,0
0,0,2.6284e-07,2.5615e-90,7.8978e-94,16.2,0,0
4.4878e-09,9.2647e-11,2.6265e-07,4.0364e-90,0,16.2,0.1,0
0,0,2.5252e-07,-6.8304e-91,-2.1254e-94,16.3,0,0
4.2407e-09,9.0435e-11,2.5233e-07,-1.0766e-90,0,16.3,0.1,0
0,0,2.4274e-07,1.8213e-91,5.719e-95,16.4,0,0
3.9791e-09,8.7189e-11,2.4255e-07,2.8712e-91,0,16.4,0.1,0
0,0,2.3353e-07,-4.856e-92,-1.5386e-95,16.5,0,0
3.7111e-09,8.3832e-11,2.3334e-07,-7.6569e-92,0,16.5,0.1,0
0,0,2.2492e-07,1.2947e-92,4.1391e-96,16.6,0,0
3.4434e-09,8.1186e-11,2.2474e-07,2.0418e-92,0,16.6,0.1,0
0,0,2.1692e-07,-3.4514e-93,-1.1133e-96,16.7,0,0
3.1807e-09,7.9889e-11,2.1674e-07,-5.4443e-93,0,16.7,0.1,0
0,0,2.0952e-07,9.2006e-94,2.9942e-97,16.8,0,0
2.9255e-09,8.0384e-11,2.0934e-07,1.4516e-93,0,16.8,0.1,0
0,0,2.0272e-07,-2.4525e-94,-8.0518e-98,16.9,0,0
2.6788e-09,8.2822e-11,2.0253e-07,-3.87e-94,0,16.9,0.1,0
0,0,1.9651e-07,6.5368e-95,2.165e-98,17,0,0
2.4393e-09,8.7185e-11,1.9631e-07,1.0317e-94,0,17,0.1,0
0,0,1.9088e-07,-1.7422e-95,-5.8205e-99,17.1,0,0
2.2048e-09,9.3097e-11,1.9067e-07,-2.7501e-95,0,17.1,0.1,0
0,0,1.8582e-07,4.6429e-96,1.5647e-99,17.2,0,0
1.9721e-09,1.0015e-10,1.856e-07,7.3304e-96,0,17.2,0.1,0
0,0,1.8134e-07,-1.2373e-96,-4.2057e-100,17.3,0,0
1.7378e-09,1.076e-10,1.811e-07,-1.9538e-96,0,17.3,0.1,0
0,0,1.7744e-07,3.2969e-97,1.1303e-100,17.4,0,0
1.4995e-09,1.1463e-10,1.7718e-07,5.207e-97,0,17.4,0.1,0
0,0,1.7413e-07,-8.7844e-98,-3.0376e-101,17.5,0,0
1.2534e-09,1.2095e-10,1.7386e-07,-1.3876e-97,0,17.5,0.1,0
0,0,1.7142e-07,2.3405e-98,8.1624e-102,17.6,0,0
1.0029e-09,1.2362e-10,1.7114e-07,3.6978e-98,0,17.6,0.1,0
0,0,1.6933e-07,-6.2374e-99,-2.1938e-102,17.7,0,0
7.4023e-10,1.2586e-10,1.6904e-07,-9.8562e-99,0,17.7,0.1,0
0,0,1.6785e-07,1.6693e-99,5.9221e-103,17.8,0,0
4.8383e-10,1.0954e-10,1.6759e-07,2.6383e-99,0,17.8,0.1,0
0,0,1.6685e-07,-4.7383e-100,-1.6968e-103,17.9,0,0
2.5781e-10,4.4788e-11,1.6673e-07,-7.49e-100,0,17.9,0.1,0
0,0,1.6647e-07,2.3569e-100,8.5016e-104,18,0,0
0,9.6792e-12,1.664e-07,3.7262e-100,0,18,0.1,0
