u,v,p,s,d,points0,points1,points2
3.5131e-09,-5.3314e-11,2.6285e-07,2.785e-90,0,16.2,0.4,0
3.3259e-09,-5.9071e-11,2.5257e-07,-7.4297e-91,0,16.3,0.4,0
3.1283e-09,-6.1198e-11,2.428e-07,1.9819e-91,0,16.4,0.4,0
2.9259e-09,-5.9625e-11,2.3356e-07,-5.2865e-92,0,16.5,0.4,0
2.7232e-09,-5.4541e-11,2.249e-07,1.41e-92,0,16.6,0.4,0
2.5235e-09,-4.6345e-11,2.168e-07,-3.7604e-93,0,16.7,0.4,0
2.3283e-09,-3.559e-11,2.0929e-07,1.0028e-93,0,16.8,0.4,0
2.1381e-09,-2.2924e-11,2.0234e-07,-2.6741e-94,0,16.9,0.4,0
1.9516e-09,-9.041e-12,1.9597e-07,7.1303e-95,0,17,0.4,0
1.7674e-09,5.38e-12,1.9016e-07,-1.9011e-95,0,17.1,0.4,0
1.5826e-09,1.9658e-11,1.8493e-07,5.0684e-96,0,17.2,0.4,0
1.395e-09,3.3236e-11,1.8027e-07,-1.3511e-96,0,17.3,0.4,0
1.2032e-09,4.5512e-11,1.7621e-07,3.6016e-97,0,17.4,0.4,0
1.0017e-09,5.611e-11,1.7276e-07,-9.5998e-98,0,17.5,0.4,0
7.9913e-10,6.4759e-11,1.6994e-07,2.5586e-98,0,17.6,0.4,0
5.7861e-10,7.1249e-11,1.6774e-07,-6.8211e-99,0,17.7,0.4,0
3.5299e-10,7.9106e-11,1.6626e-07,1.8262e-99,0,17.8,0.4,0
1.7247e-10,7.7172e-11,1.6541e-07,-5.1855e-100,0,17.9,0.4,0
0,7.2632e-11,1.6511e-07,2.5801e-100,0,18,0.4,0
0.0013329,-0.0083154,0.39387,1,0,0.1,0.5,0
0,-0.0081979,0.39521,1,0,0,0.5,0
0.0026928,-0.0086714,0.38985,1,0,0.2,0.5,0
0.0040903,-0.0092836,0.38304,1,0,0.3,0.5,0
0.0055604,-0.010176,0.37339,1,0,0.4,0.5,0
0.0070729,-0.011394,0.36068,1,0,0.5,0.5,0
0.0086611,-0.012978,0.34494,1,0,0.6,0.5,0
0.010193,-0.014997,0.32591,1,0,0.7,0.5,0
0.011631,-0.017451,0.30407,0.99998,0,0.8,0.5,0
0.01268,-0.020626,0.27968,1.0001,0,0.9,0.5,0
0.013467,-0.023564,0.25336,0.99598,0,1,0.5,0
0.013552,0.021885,0.22625,0.0090687,0,1.1,0.5,0
0.013045,0.019124,0.19973,5.4661e-05,0,1.2,0.5,0
0.012249,0.015873,0.17461,-1.5848e-05,0,1.3,0.5,0
0.011117,0.013288,0.15134,4.5537e-06,0,1.4,0.5,0
0.0098893,0.011097,0.13029,-1.2981e-06,0,1.5,0.5,0
0.0086474,0.0092909,0.11182,3.676e-07,0,1.6,0.5,0
0.0075121,0.0077959,0.095658,-1.0351e-07,0,1.7,0.5,0
0.0064726,0.0065624,0.081725,2.9012e-08,0,1.8,0.5,0
0.005563,0.005537,0.069712,-8.0991e-09,0,1.9,0.5,0
0.0047624,0.0046821,0.059428,2.2534e-09,0,2,0.5,0
0.0040726,0.0039653,0.050621,-6.2517e-10,0,2.1,0.5,0
0.0034761,0.0033626,0.043107,1.7302e-10,0,2.2,0.5,0
0.0029654,0.0028541,0.036694,-4.7782e-11,0,2.3,0.5,0
0.0025274,0.0024242,0.031229,1.3171e-11,0,2.4,0.5,0
0.0021535,0.00206,0.026573,-3.6246e-12,0,2.5,0.5,0
0.001834,0.0017513,0.02261,9.9603e-13,0,2.6,0.5,0
0.0015617,0.0014892,0.019235,-2.7335e-13,0,2.7,0.5,0
0.0013295,0.0012666,0.016364,7.4929e-14,0,2.8,0.5,0
0.0011318,0.0010774,0.01392,-2.0517e-14,0,2.9,0.5,0
0.00096333,0.00091656,0.011841,5.6125e-15,0,3,0.5,0
0.00081991,0.0007798,0.010072,-1.5339e-15,0,3.1,0.5,0
0.0006978,0.00066349,0.0085675,4.1889e-16,0,3.2,0.5,0
0.00059387,0.00056454,0.0072875,-1.143e-16,0,3.3,0.5,0
0.00050539,0.00048037,0.0061986,3.1168e-17,0,3.4,0.5,0
0.0004301,0.00040876,0.0052724,-8.4931e-18,0,3.5,0.5,0
0.00036601,0.00034782,0.0044846,2.3129e-18,0,3.6,0.5,0
0.00031147,0.00029598,0.0038144,-6.2948e-19,0,3.7,0.5,0
0.00026506,0.00025186,0.0032444,1.7122e-19,0,3.8,0.5,0
0.00022556,0.00021432,0.0027596,-4.655e-20,0,3.9,0.5,0
0.00019195,0.00018238,0.0023471,1.2649e-20,0,4,0.5,0
0.00016334,0.0001552,0.0019964,-3.4354e-21,0,4.1,0.5,0
0.000139,0.00013207,0.001698,9.3263e-22,0,4.2,0.5,0
0.00011828,0.00011238,0.0014442,-2.5307e-22,0,4.3,0.5,0
0.00010066,9.5635e-05,0.0012284,6.8644e-23,0,4.4,0.5,0
8.5654e-05,8.1382e-05,0.0010448,-1.8612e-23,0,4.5,0.5,0
7.2888e-05,6.9253e-05,0.00088862,5.0443e-24,0,4.6,0.5,0
6.2025e-05,5.8932e-05,0.0007558,-1.3666e-24,0,4.7,0.5,0
5.278e-05,5.0149e-05,0.00064283,3.7013e-25,0,4.8,0.5,0
4.4913e-05,4.2675e-05,0.00054675,-1.0021e-25,0,4.9,0.5,0
3.8219e-05,3.6315e-05,0.00046503,2.7121e-26,0,5,0.5,0
3.2522e-05,3.0903e-05,0.00039552,-7.3378e-27,0,5.1,0.5,0
2.7674e-05,2.6297e-05,0.0003364,1.9847e-27,0,5.2,0.5,0
2.3549e-05,2.2378e-05,0.00028612,-5.3666e-28,0,5.3,0.5,0
2.0038e-05,1.9043e-05,0.00024336,1.4507e-28,0,5.4,0.5,0
1.7051e-05,1.6205e-05,0.00020699,-3.9204e-29,0,5.5,0.5,0
1.4509e-05,1.379e-05,0.00017606,1.0592e-29,0,5.6,0.5,0
1.2346e-05,1.1735e-05,0.00014975,-2.8608e-30,0,5.7,0.5,0
1.0505e-05,9.9859e-06,0.00012738,7.7249e-31,0,5.8,0.5,0
8.9383e-06,8.4977e-06,0.00010836,-2.0854e-31,0,5.9,0.5,0
7.6052e-06,7.2312e-06,9.2176e-05,5.6284e-32,0,6,0.5,0
6.4709e-06,6.1535e-06,7.8418e-05,-1.5187e-32,0,6.1,0.5,0
5.5056e-06,5.2364e-06,6.6719e-05,4.097e-33,0,6.2,0.5,0
4.6841e-06,4.4559e-06,5.6772e-05,-1.105e-33,0,6.3,0.5,0
3.9852e-06,3.7918e-06,4.8314e-05,2.9797e-34,0,6.4,0.5,0
3.3904e-06,3.2267e-06,4.1123e-05,-8.033e-35,0,6.5,0.5,0
2.8844e-06,2.7458e-06,3.5009e-05,2.1652e-35,0,6.6,0.5,0
2.4538e-06,2.3366e-06,2.9812e-05,-5.8348e-36,0,6.7,0.5,0
2.0874e-06,1.9884e-06,2.5394e-05,1.5721e-36,0,6.8,0.5,0
1.7756e-06,1.692e-06,2.1639e-05,-4.2348e-37,0,6.9,0.5,0
1.5102e-06,1.4399e-06,1.8448e-05,1.1406e-37,0,7,0.5,0
1.2844e-06,1.2253e-06,1.5736e-05,-3.0713e-38,0,7.1,0.5,0
1.0923e-06,1.0426e-06,1.3431e-05,8.2688e-39,0,7.2,0.5,0
9.2875e-07,8.8722e-07,1.1474e-05,-2.2258e-39,0,7.3,0.5,0
7.8964e-07,7.5498e-07,9.8121e-06,5.9905e-40,0,7.4,0.5,0
6.7131e-07,6.4246e-07,8.4007e-06,-1.612e-40,0,7.5,0.5,0
5.7067e-07,5.4671e-07,7.2026e-06,4.3371e-41,0,7.6,0.5,0
4.8506e-07,4.6524e-07,6.1857e-06,-1.1667e-41,0,7.7,0.5,0
4.1223e-07,3.959e-07,5.3229e-06,3.1379e-42,0,7.8,0.5,0
3.5028e-07,3.369e-07,4.5911e-06,-8.4386e-43,0,7.9,0.5,0
2.9756e-07,2.8669e-07,3.9706e-06,2.269e-43,0,8,0.5,0
2.527e-07,2.4397e-07,3.4448e-06,-6.0999e-44,0,8.1,0.5,0
2.1453e-07,2.0761e-07,2.9996e-06,1.6396e-44,0,8.2,0.5,0
1.8205e-07,1.7669e-07,2.6229e-06,-4.4067e-45,0,8.3,0.5,0
1.5443e-07,1.504e-07,2.3044e-06,1.1842e-45,0,8.4,0.5,0
1.3096e-07,1.2803e-07,2.0353e-06,-3.1818e-46,0,8.5,0.5,0
1.1101e-07,1.09e-07,1.8083e-06,8.5479e-47,0,8.6,0.5,0
9.406e-08,9.2808e-08,1.6169e-06,-2.2961e-47,0,8.7,0.5,0
7.9668e-08,7.902e-08,1.4557e-06,6.1668e-48,0,8.8,0.5,0
6.7447e-08,6.7272e-08,1.3202e-06,-1.6561e-48,0,8.9,0.5,0
5.7072e-08,5.7257e-08,1.2063e-06,4.4468e-49,0,9,0.5,0
4.8268e-08,4.8718e-08,1.1109e-06,-1.1939e-49,0,9.1,0.5,0
4.0801e-08,4.1441e-08,1.031e-06,3.2048e-50,0,9.2,0.5,0
3.4474e-08,3.5244e-08,9.6425e-07,-8.6022e-51,0,9.3,0.5,0
2.9118e-08,2.9973e-08,9.0862e-07,2.3087e-51,0,9.4,0.5,0
2.459e-08,2.5494e-08,8.6234e-07,-6.1953e-52,0,9.5,0.5,0
2.0768e-08,2.1693e-08,8.2394e-07,1.6623e-52,0,9.6,0.5,0
1.7548e-08,1.8469e-08,7.9213e-07,-4.4598e-53,0,9.7,0.5,0
1.484e-08,1.5734e-08,7.6585e-07,1.1964e-53,0,9.8,0.5,0
1.2568e-08,1.3411e-08,7.4416e-07,-3.209e-54,0,9.9,0.5,0
1.0666e-08,1.1435e-08,7.2628e-07,8.6065e-55,0,10,0.5,0
9.0788e-09,9.7513e-09,7.1156e-07,-2.308e-55,0,10.1,0.5,0
7.7562e-09,8.3143e-09,6.9943e-07,6.1887e-56,0,10.2,0.5,0
6.6559e-09,7.0862e-09,6.8942e-07,-1.6593e-56,0,10.3,0.5,0
5.7407e-09,6.0361e-09,6.8115e-07,4.4483e-57,0,10.4,0.5,0
4.9788e-09,5.1386e-09,6.7429e-07,-1.1924e-57,0,10.5,0.5,0
4.3431e-09,4.3722e-09,6.6857e-07,3.196e-58,0,10.6,0.5,0
3.8118e-09,3.7188e-09,6.6379e-07,-8.5654e-59,0,10.7,0.5,0
3.3674e-09,3.1628e-09,6.5975e-07,2.2953e-59,0,10.8,0.5,0
2.9973e-09,2.6905e-09,6.5631e-07,-6.1504e-60,0,10.9,0.5,0
2.6921e-09,2.2904e-09,6.5334e-07,1.6479e-60,0,11,0.5,0
2.4454e-09,1.9522e-09,6.5073e-07,-4.4146e-61,0,11.1,0.5,0
2.2527e-09,1.6674e-09,6.4837e-07,1.1826e-61,0,11.2,0.5,0
2.1103e-09,1.4281e-09,6.4616e-07,-3.1675e-62,0,11.3,0.5,0
2.0148e-09,1.2277e-09,6.4401e-07,8.4835e-63,0,11.4,0.5,0
1.9623e-09,1.0598e-09,6.4183e-07,-2.2719e-63,0,11.5,0.5,0
1.9485e-09,9.1849e-10,6.3954e-07,6.0836e-64,0,11.6,0.5,0
1.9684e-09,7.9835e-10,6.3707e-07,-1.6289e-64,0,11.7,0.5,0
2.0161e-09,6.9428e-10,6.3434e-07,4.3611e-65,0,11.8,0.5,0
2.0853e-09,6.0187e-10,6.3131e-07,-1.1675e-65,0,11.9,0.5,0
2.1693e-09,5.1763e-10,6.2794e-07,3.1252e-66,0,12,0.5,0
2.2611e-09,4.3918e-10,6.2421e-07,-8.3648e-67,0,12.1,0.5,0
2.3543e-09,3.6542e-10,6.2012e-07,2.2387e-67,0,12.2,0.5,0
2.4433e-09,2.9645e-10,6.1566e-07,-5.9912e-68,0,12.3,0.5,0
2.5235e-09,2.3339e-10,6.1085e-07,1.6032e-68,0,12.4,0.5,0
2.5924e-09,1.7802e-10,6.0574e-07,-4.2896e-69,0,12.5,0.5,0
2.6495e-09,1.3232e-10,6.0034e-07,1.1477e-69,0,12.6,0.5,0
2.6965e-09,9.7934e-11,5.9469e-07,-3.0703e-70,0,12.7,0.5,0
2.7372e-09,7.5795e-11,5.8883e-07,8.2132e-71,0,12.8,0.5,0
2.7764e-09,6.5773e-11,5.8276e-07,-2.1969e-71,0,12.9,0.5,0
2.8198e-09,6.6572e-11,5.7649e-07,5.8758e-72,0,13,0.5,0
2.8722e-09,7.5801e-11,5.7001e-07,-1.5714e-72,0,13.1,0.5,0
2.9372e-09,9.0251e-11,5.633e-07,4.2022e-73,0,13.2,0.5,0
3.0159e-09,1.063e-10,5.5634e-07,-1.1237e-73,0,13.3,0.5,0
3.107e-09,1.2038e-10,5.491e-07,3.0044e-74,0,13.4,0.5,0
3.2066e-09,1.2946e-10,5.4153e-07,-8.0323e-75,0,13.5,0.5,0
3.3088e-09,1.3142e-10,5.3363e-07,2.1473e-75,0,13.6,0.5,0
3.4067e-09,1.2528e-10,5.2538e-07,-5.74e-76,0,13.7,0.5,0
3.4934e-09,1.1126e-10,5.1679e-07,1.5343e-76,0,13.8,0.5,0
3.5633e-09,9.0701e-11,5.0789e-07,-4.1007e-77,0,13.9,0.5,0
3.6129e-09,6.5749e-11,4.9872e-07,1.0959e-77,0,14,0.5,0
3.6416e-09,3.9049e-11,4.8932e-07,-2.9286e-78,0,14.1,0.5,0
3.6515e-09,1.3329e-11,4.7974e-07,7.8255e-79,0,14.2,0.5,0
3.6476e-09,-8.967e-12,4.7002e-07,-2.0909e-79,0,14.3,0.5,0
3.6365e-09,-2.5974e-11,4.602e-07,5.5863e-80,0,14.4,0.5,0
3.6258e-09,-3.66e-11,4.5029e-07,-1.4924e-80,0,14.5,0.5,0
3.623e-09,-4.0598e-11,4.4031e-07,3.9866e-81,0,14.6,0.5,0
3.634e-09,-3.8513e-11,4.3023e-07,-1.0649e-81,0,14.7,0.5,0
3.6624e-09,-3.1547e-11,4.2004e-07,2.8441e-82,0,14.8,0.5,0
3.7092e-09,-2.1344e-11,4.0969e-07,-7.5959e-83,0,14.9,0.5,0
3.7722e-09,-9.751e-12,3.9915e-07,2.0285e-83,0,15,0.5,0
3.8468e-09,1.4211e-12,3.8839e-07,-5.4167e-84,0,15.1,0.5,0
3.9258e-09,1.0603e-11,3.774e-07,1.4463e-84,0,15.2,0.5,0
4.0009e-09,1.6625e-11,3.6617e-07,-3.8616e-85,0,15.3,0.5,0
4.0635e-09,1.8805e-11,3.5472e-07,1.0309e-85,0,15.4,0.5,0
4.1052e-09,1.6976e-11,3.4309e-07,-2.7521e-86,0,15.5,0.5,0
4.1195e-09,1.1451e-11,3.3134e-07,7.3464e-87,0,15.6,0.5,0
4.1015e-09,2.9346e-12,3.1954e-07,-1.9609e-87,0,15.7,0.5,0
4.0491e-09,-7.5855e-12,3.0777e-07,5.2334e-88,0,15.8,0.5,0
3.9623e-09,-1.8975e-11,2.9613e-07,-1.3967e-88,0,15.9,0.5,0
3.8435e-09,-3.0075e-11,2.8471e-07,3.7271e-89,0,16,0.5,0
3.6969e-09,-3.9817e-11,2.736e-07,-9.9453e-90,0,16.1,0.5,0
3.5281e-09,-4.7301e-11,2.6287e-07,2.6536e-90,0,16.2,0.5,0
3.343e-09,-5.1852e-11,2.5258e-07,-7.0797e-91,0,16.3,0.5,0
3.1477e-09,-5.3043e-11,2.4279e-07,1.8887e-91,0,16.4,0.5,0
2.9475e-09,-5.069e-11,2.3354e-07,-5.0383e-92,0,16.5,0.5,0
2.7469e-09,-4.4838e-11,2.2483e-07,1.3439e-92,0,16.6,0.5,0
2.5488e-09,-3.5723e-11,2.1669e-07,-3.5845e-93,0,16.7,0.5,0
2.3548e-09,-2.3734e-11,2.0911e-07,9.5599e-94,0,16.8,0.5,0
2.1653e-09,-9.3801e-12,2.0209e-07,-2.5495e-94,0,16.9,0.5,0
1.9788e-09,6.7542e-12,1.9563e-07,6.7984e-95,0,17,0.5,0
1.794e-09,2.402e-11,1.8974e-07,-1.8127e-95,0,17.1,0.5,0
1.6079e-09,4.1778e-11,1.8441e-07,4.8332e-96,0,17.2,0.5,0
1.4184e-09,5.9309e-11,1.7966e-07,-1.2885e-96,0,17.3,0.5,0
1.224e-09,7.6082e-11,1.7551e-07,3.435e-97,0,17.4,0.5,0
1.0197e-09,9.1301e-11,1.7197e-07,-9.1565e-98,0,17.5,0.5,0
8.1396e-10,1.0502e-10,1.6908e-07,2.4407e-98,0,17.6,0.5,0
5.8977e-10,1.1618e-10,1.6682e-07,-6.5071e-99,0,17.7,0.5,0
3.6149e-10,1.2608e-10,1.6529e-07,1.7423e-99,0,17.8,0.5,0
1.7535e-10,1.3533e-10,1.6442e-07,-4.9476e-100,0,17.9,0.5,0
0,1.4307e-10,1.6411e-07,2.4619e-100,0,18,0.5,0
0.0010814,-0.0096166,0.31197,1,0,0.1,0.6,0
0,-0.0094878,0.31306,1,0,0,0.6,0
0.0021791,-0.010004,0.3087,1,0,0.2,0.6,0
0.0032975,-0.010666,0.3032,1,0,0.3,0.6,0
0.0044548,-0.011617,0.29543,1,0,0.4,0.6,0
0.0056206,-0.01289,0.28529,1,0,0.5,0.6,0
0.0068115,-0.014505,0.27284,1,0,0.6,0.6,0
0.0079124,-0.016501,0.25796,1,0,0.7,0.6,0
0.0089833,-0.018859,0.24103,0.99999,0,0.8,0.6,0
0.0097414,-0.021455,0.22185,1.0001,0,0.9,0.6,0
0.01023,-0.023905,0.20169,0.99551,0,1,0.6,0
0.0103,0.022027,0.18107,0.0086143,0,1.1,0.6,0
0.010036,0.019689,0.16079,4.7432e-05,0,1.2,0.6,0
0.0094931,0.017006,0.14104,-1.3795e-05,0,1.3,0.6,0
0.0086738,0.014501,0.12296,3.9759e-06,0,1.4,0.6,0
0.0078252,0.012308,0.10644,-1.137e-06,0,1.5,0.6,0
0.0069221,0.010437,0.091751,3.2302e-07,0,1.6,0.6,0
0.0060689,0.0088438,0.078766,-9.125e-08,0,1.7,0.6,0
0.0052678,0.0074999,0.067464,2.5654e-08,0,1.8,0.6,0
0.0045511,0.0063621,0.057661,-7.183e-09,0,1.9,0.6,0
0.0039124,0.0054014,0.049224,2.0042e-09,0,2,0.6,0
0.0033553,0.0045875,0.041974,-5.5754e-10,0,2.1,0.6,0
0.0028703,0.0038985,0.035771,1.547e-10,0,2.2,0.6,0
0.0024523,0.0033139,0.030466,-4.2826e-11,0,2.3,0.6,0
0.0020926,0.0028178,0.02594,1.1832e-11,0,2.4,0.6,0
0.0017844,0.0023964,0.022079,-3.2633e-12,0,2.5,0.6,0
0.0015207,0.0020384,0.01879,8.986e-13,0,2.6,0.6,0
0.0012955,0.0017341,0.015988,-2.4709e-13,0,2.7,0.6,0
0.0011032,0.0014753,0.013603,6.7859e-14,0,2.8,0.6,0
0.00093936,0.0012552,0.011573,-1.8614e-14,0,2.9,0.6,0
0.00079969,0.001068,0.009845,5.1006e-15,0,3,0.6,0
0.00068072,0.00090879,0.0083747,-1.3963e-15,0,3.1,0.6,0
0.00057939,0.0007733,0.0071239,3.8189e-16,0,3.2,0.6,0
0.00049312,0.00065802,0.0060597,-1.0436e-16,0,3.3,0.6,0
0.00041968,0.00055994,0.0051543,2.8496e-17,0,3.4,0.6,0
0.00035717,0.00047648,0.0043842,-7.7754e-18,0,3.5,0.6,0
0.00030396,0.00040546,0.0037291,2.1201e-18,0,3.6,0.6,0
0.00025867,0.00034503,0.0031719,-5.7772e-19,0,3.7,0.6,0
0.00022013,0.00029361,0.0026979,1.5733e-19,0,3.8,0.6,0
0.00018732,0.00024985,0.0022947,-4.282e-20,0,3.9,0.6,0
0.00015941,0.00021261,0.0019518,1.1648e-20,0,4,0.6,0
0.00013565,0.00018093,0.0016601,-3.1668e-21,0,4.1,0.6,0
0.00011544,0.00015396,0.001412,8.6055e-22,0,4.2,0.6,0
9.8234e-05,0.00013102,0.0012009,-2.3374e-22,0,4.3,0.6,0
8.3594e-05,0.00011149,0.0010214,6.3457e-23,0,4.4,0.6,0
7.1135e-05,9.4876e-05,0.00086877,-1.722e-23,0,4.5,0.6,0
6.0533e-05,8.0737e-05,0.00073891,4.6711e-24,0,4.6,0.6,0
5.1511e-05,6.8705e-05,0.00062846,-1.2666e-24,0,4.7,0.6,0
4.3833e-05,5.8466e-05,0.00053452,3.4329e-25,0,4.8,0.6,0
3.73e-05,4.9752e-05,0.00045462,-9.3012e-26,0,4.9,0.6,0
3.174e-05,4.2338e-05,0.00038666,2.5192e-26,0,5,0.6,0
2.7009e-05,3.6028e-05,0.00032887,-6.8208e-27,0,5.1,0.6,0
2.2983e-05,3.0659e-05,0.00027971,1.8461e-27,0,5.2,0.6,0
1.9556e-05,2.609e-05,0.0002379,-4.9951e-28,0,5.3,0.6,0
1.6641e-05,2.2202e-05,0.00020234,1.3511e-28,0,5.4,0.6,0
1.416e-05,1.8893e-05,0.0001721,-3.6536e-29,0,5.5,0.6,0
1.2049e-05,1.6077e-05,0.00014638,9.8766e-30,0,5.6,0.6,0
1.0252e-05,1.3681e-05,0.00012451,-2.6692e-30,0,5.7,0.6,0
8.7232e-06,1.1642e-05,0.00010591,7.2116e-31,0,5.8,0.6,0
7.4222e-06,9.9072e-06,9.0095e-05,-1.9479e-31,0,5.9,0.6,0
6.3151e-06,8.4307e-06,7.6645e-05,5.26e-32,0,6,0.6,0
5.373e-06,7.1742e-06,6.5208e-05,-1.42e-32,0,6.1,0.6,0
4.5713e-06,6.105e-06,5.5483e-05,3.8328e-33,0,6.2,0.6,0
3.8891e-06,5.1951e-06,4.7215e-05,-1.0342e-33,0,6.3,0.6,0
3.3087e-06,4.4209e-06,4.0185e-05,2.7901e-34,0,6.4,0.6,0
2.8148e-06,3.762e-06,3.4209e-05,-7.5253e-35,0,6.5,0.6,0
2.3945e-06,3.2014e-06,2.9128e-05,2.0293e-35,0,6.6,0.6,0
2.0369e-06,2.7243e-06,2.481e-05,-5.4709e-36,0,6.7,0.6,0
1.7326e-06,2.3183e-06,2.1139e-05,1.4746e-36,0,6.8,0.6,0
1.4737e-06,1.9728e-06,1.802e-05,-3.974e-37,0,6.9,0.6,0
1.2533e-06,1.6788e-06,1.5369e-05,1.0707e-37,0,7,0.6,0
1.0658e-06,1.4286e-06,1.3117e-05,-2.8844e-38,0,7.1,0.6,0
9.0621e-07,1.2156e-06,1.1205e-05,7.7685e-39,0,7.2,0.6,0
7.7044e-07,1.0345e-06,9.5802e-06,-2.0919e-39,0,7.3,0.6,0
6.5494e-07,8.8028e-07,8.201e-06,5.6321e-40,0,7.4,0.6,0
5.5669e-07,7.4909e-07,7.0304e-06,-1.5161e-40,0,7.5,0.6,0
4.7313e-07,6.3745e-07,6.037e-06,4.0804e-41,0,7.6,0.6,0
4.0206e-07,5.4246e-07,5.1943e-06,-1.098e-41,0,7.7,0.6,0
3.416e-07,4.6161e-07,4.4796e-06,2.9542e-42,0,7.8,0.6,0
2.9017e-07,3.9281e-07,3.8738e-06,-7.9469e-43,0,7.9,0.6,0
2.4641e-07,3.3427e-07,3.3605e-06,2.1374e-43,0,8,0.6,0
2.0918e-07,2.8446e-07,2.9259e-06,-5.748e-44,0,8.1,0.6,0
1.7751e-07,2.4208e-07,2.5582e-06,1.5455e-44,0,8.2,0.6,0
1.5056e-07,2.0603e-07,2.2474e-06,-4.155e-45,0,8.3,0.6,0
1.2765e-07,1.7536e-07,1.9849e-06,1.1169e-45,0,8.4,0.6,0
1.0818e-07,1.4928e-07,1.7635e-06,-3.0017e-46,0,8.5,0.6,0
9.1622e-08,1.2708e-07,1.5769e-06,8.0663e-47,0,8.6,0.6,0
7.7558e-08,1.0819e-07,1.4199e-06,-2.1673e-47,0,8.7,0.6,0
6.5612e-08,9.21e-08,1.2881e-06,5.8225e-48,0,8.8,0.6,0
5.5469e-08,7.8393e-08,1.1775e-06,-1.564e-48,0,8.9,0.6,0
4.6864e-08,6.6713e-08,1.0849e-06,4.2005e-49,0,9,0.6,0
3.957e-08,5.6761e-08,1.0076e-06,-1.128e-49,0,9.1,0.6,0
3.3394e-08,4.8286e-08,9.4314e-07,3.0289e-50,0,9.2,0.6,0
2.8171e-08,4.1074e-08,8.8955e-07,-8.1318e-51,0,9.3,0.6,0
2.3761e-08,3.4941e-08,8.451e-07,2.1829e-51,0,9.4,0.6,0
2.0041e-08,2.973e-08,8.0833e-07,-5.8591e-52,0,9.5,0.6,0
1.6907e-08,2.5305e-08,7.7798e-07,1.5725e-52,0,9.6,0.6,0
1.427e-08,2.1546e-08,7.5302e-07,-4.2196e-53,0,9.7,0.6,0
1.2056e-08,1.8353e-08,7.3253e-07,1.1322e-53,0,9.8,0.6,0
1.0201e-08,1.5638e-08,7.1576e-07,-3.0375e-54,0,9.9,0.6,0
8.6512e-09,1.3327e-08,7.0207e-07,8.1482e-55,0,10,0.6,0
7.3604e-09,1.1358e-08,6.9091e-07,-2.1855e-55,0,10.1,0.6,0
6.2892e-09,9.6789e-09,6.8182e-07,5.8615e-56,0,10.2,0.6,0
5.4027e-09,8.2457e-09,6.7441e-07,-1.5719e-56,0,10.3,0.6,0
4.6702e-09,7.0225e-09,6.6835e-07,4.2147e-57,0,10.4,0.6,0
4.0647e-09,5.9785e-09,6.6338e-07,-1.13e-57,0,10.5,0.6,0
3.5632e-09,5.0879e-09,6.5929e-07,3.0293e-58,0,10.6,0.6,0
3.1472e-09,4.3287e-09,6.5588e-07,-8.1203e-59,0,10.7,0.6,0
2.802e-09,3.6821e-09,6.5302e-07,2.1764e-59,0,10.8,0.6,0
2.5171e-09,3.1324e-09,6.5058e-07,-5.8328e-60,0,10.9,0.6,0
2.2853e-09,2.6661e-09,6.4846e-07,1.563e-60,0,11,0.6,0
2.1019e-09,2.2719e-09,6.4656e-07,-4.1881e-61,0,11.1,0.6,0
1.9635e-09,1.9397e-09,6.448e-07,1.1221e-61,0,11.2,0.6,0
1.8674e-09,1.6608e-09,6.431e-07,-3.006e-62,0,11.3,0.6,0
1.8109e-09,1.4271e-09,6.4137e-07,8.0522e-63,0,11.4,0.6,0
1.7906e-09,1.231e-09,6.3954e-07,-2.1567e-63,0,11.5,0.6,0
1.8026e-09,1.0653e-09,6.3754e-07,5.7761e-64,0,11.6,0.6,0
1.8424e-09,9.2358e-10,6.3531e-07,-1.5468e-64,0,11.7,0.6,0
1.9048e-09,7.9994e-10,6.3279e-07,4.1419e-65,0,11.8,0.6,0
1.9846e-09,6.8959e-10,6.2996e-07,-1.109e-65,0,11.9,0.6,0
2.076e-09,5.8899e-10,6.2677e-07,2.969e-66,0,12,0.6,0
2.1738e-09,4.9599e-10,6.232e-07,-7.948e-67,0,12.1,0.6,0
2.2726e-09,4.0983e-10,6.1927e-07,2.1275e-67,0,12.2,0.6,0
2.3679e-09,3.3091e-10,6.1496e-07,-5.6942e-68,0,12.3,0.6,0
2.4561e-09,2.6053e-10,6.103e-07,1.5239e-68,0,12.4,0.6,0
2.5349e-09,2.0037e-10,6.0532e-07,-4.0781e-69,0,12.5,0.6,0
2.6036e-09,1.5209e-10,6.0003e-07,1.0912e-69,0,12.6,0.6,0
2.6633e-09,1.168e-10,5.9446e-07,-2.9197e-70,0,12.7,0.6,0
2.7168e-09,9.4766e-11,5.8865e-07,7.8114e-71,0,12.8,0.6,0
2.7678e-09,8.5178e-11,5.826e-07,-2.0897e-71,0,12.9,0.6,0
2.8208e-09,8.6162e-11,5.7633e-07,5.5898e-72,0,13,0.6,0
2.8798e-09,9.4929e-11,5.6982e-07,-1.4951e-72,0,13.1,0.6,0
2.9477e-09,1.0808e-10,5.6308e-07,3.9987e-73,0,13.2,0.6,0
3.0257e-09,1.2203e-10,5.5607e-07,-1.0694e-73,0,13.3,0.6,0
3.1127e-09,1.3343e-10,5.4878e-07,2.8595e-74,0,13.4,0.6,0
3.2058e-09,1.3956e-10,5.4118e-07,-7.646e-75,0,13.5,0.6,0
