u,v,p,s,d,points0,points1,points2
0,-8.7587e-12,2.2378e-07,2.83e-100,0,18,0.4,0
0.0010657,-0.0066706,0.39382,1,0,0.1,0.5,0
0,-0.0065766,0.39516,1,0,0,0.5,0
0.0021523,-0.006956,0.3898,1,0,0.2,0.5,0
0.0032702,-0.0074463,0.38301,1,0,0.3,0.5,0
0.0044438,-0.0081624,0.37337,1,0,0.4,0.5,0
0.0056536,-0.0091377,0.36069,1,0,0.5,0.5,0
0.006921,-0.010409,0.34497,1,0,0.6,0.5,0
0.0081443,-0.012026,0.32601,1,0,0.7,0.5,0
0.009307,-0.014,0.3042,0.99998,0,0.8,0.5,0
0.010149,-0.016494,0.27978,1.0001,0,0.9,0.5,0
0.010769,-0.018908,0.25354,0.99659,0,1,0.5,0
0.010849,0.017608,0.22645,0.0069169,0,1.1,0.5,0
0.010449,0.01528,0.19989,-3.597e-05,0,1.2,0.5,0
0.0098084,0.012722,0.17464,8.4583e-06,0,1.3,0.5,0
0.0088868,0.010647,0.15135,-1.962e-06,0,1.4,0.5,0
0.0079059,0.0088935,0.13031,4.476e-07,0,1.5,0.5,0
0.0069143,0.0074452,0.11184,-9.9925e-08,0,1.6,0.5,0
0.0060063,0.0062485,0.095688,2.1646e-08,0,1.7,0.5,0
0.0051767,0.0052602,0.081751,-4.4825e-09,0,1.8,0.5,0
0.004449,0.0044391,0.069741,8.6182e-10,0,1.9,0.5,0
0.0038097,0.0037542,0.059455,-1.4331e-10,0,2,0.5,0
0.0032579,0.00318,0.050649,1.571e-11,0,2.1,0.5,0
0.0027813,0.002697,0.043132,1.6831e-12,0,2.2,0.5,0
0.0023728,0.0022895,0.036717,-1.985e-12,0,2.3,0.5,0
0.0020226,0.0019449,0.031251,9.3217e-13,0,2.4,0.5,0
0.0017236,0.001653,0.026594,-3.5443e-13,0,2.5,0.5,0
0.0014681,0.0014054,0.022628,1.2238e-13,0,2.6,0.5,0
0.0012502,0.0011952,0.019252,-3.9983e-14,0,2.7,0.5,0
0.0010645,0.0010167,0.016379,1.2602e-14,0,2.8,0.5,0
0.00090627,0.00086492,0.013934,-3.8736e-15,0,2.9,0.5,0
0.00077148,0.0007359,0.011854,1.1687e-15,0,3,0.5,0
0.0006567,0.00062618,0.010083,-3.4762e-16,0,3.1,0.5,0
0.00055896,0.00053284,0.0085776,1.0223e-16,0,3.2,0.5,0
0.00047576,0.00045344,0.0072964,-2.979e-17,0,3.3,0.5,0
0.00040493,0.00038587,0.0062066,8.615e-18,0,3.4,0.5,0
0.00034464,0.00032839,0.0052795,-2.4755e-18,0,3.5,0.5,0
0.00029333,0.00027947,0.0044908,7.0746e-19,0,3.6,0.5,0
0.00024965,0.00023784,0.0038199,-2.0123e-19,0,3.7,0.5,0
0.00021247,0.00020241,0.0032492,5.7005e-20,0,3.8,0.5,0
0.00018083,0.00017226,0.0027638,-1.609e-20,0,3.9,0.5,0
0.0001539,0.00014661,0.0023508,4.5269e-21,0,4,0.5,0
0.00013098,0.00012477,0.0019996,-1.27e-21,0,4.1,0.5,0
0.00011147,0.00010619,0.0017008,3.5539e-22,0,4.2,0.5,0
9.4871e-05,9.0372e-05,0.0014467,-9.9217e-23,0,4.3,0.5,0
8.0742e-05,7.6913e-05,0.0012305,2.7641e-23,0,4.4,0.5,0
6.8717e-05,6.5458e-05,0.0010466,-7.6856e-24,0,4.5,0.5,0
5.8482e-05,5.5709e-05,0.00089024,2.1332e-24,0,4.6,0.5,0
4.9772e-05,4.7412e-05,0.00075722,-5.9114e-25,0,4.7,0.5,0
4.2358e-05,4.0351e-05,0.00064407,1.6357e-25,0,4.8,0.5,0
3.6049e-05,3.4341e-05,0.00054784,-4.5195e-26,0,4.9,0.5,0
3.068e-05,2.9226e-05,0.00046599,1.2472e-26,0,5,0.5,0
2.611e-05,2.4874e-05,0.00039638,-3.4376e-27,0,5.1,0.5,0
2.2221e-05,2.1169e-05,0.00033718,9.4642e-28,0,5.2,0.5,0
1.8911e-05,1.8016e-05,0.00028684,-2.6029e-28,0,5.3,0.5,0
1.6093e-05,1.5333e-05,0.00024402,7.1516e-29,0,5.4,0.5,0
1.3696e-05,1.3049e-05,0.00020761,-1.9631e-29,0,5.5,0.5,0
1.1656e-05,1.1106e-05,0.00017665,5.3841e-30,0,5.6,0.5,0
9.919e-06,9.4518e-06,0.00015032,-1.4754e-30,0,5.7,0.5,0
8.4411e-06,8.0441e-06,0.00012794,4.04e-31,0,5.8,0.5,0
7.1833e-06,6.8461e-06,0.00010891,-1.1054e-31,0,5.9,0.5,0
6.1129e-06,5.8264e-06,9.2732e-05,3.0226e-32,0,6,0.5,0
5.2018e-06,4.9586e-06,7.8981e-05,-8.2591e-33,0,6.1,0.5,0
4.4265e-06,4.2201e-06,6.7294e-05,2.2553e-33,0,6.2,0.5,0
3.7666e-06,3.5915e-06,5.7361e-05,-6.1551e-34,0,6.3,0.5,0
3.2051e-06,3.0566e-06,4.8922e-05,1.6788e-34,0,6.4,0.5,0
2.7272e-06,2.6014e-06,4.1752e-05,-4.5765e-35,0,6.5,0.5,0
2.3205e-06,2.2139e-06,3.5662e-05,1.2469e-35,0,6.6,0.5,0
1.9745e-06,1.8842e-06,3.0489e-05,-3.3957e-36,0,6.7,0.5,0
1.6799e-06,1.6036e-06,2.6096e-05,9.2429e-37,0,6.8,0.5,0
1.4293e-06,1.3648e-06,2.2367e-05,-2.5147e-37,0,6.9,0.5,0
1.2159e-06,1.1615e-06,1.9202e-05,6.8388e-38,0,7,0.5,0
1.0344e-06,9.8848e-07,1.6518e-05,-1.859e-38,0,7.1,0.5,0
8.7983e-07,8.4124e-07,1.4242e-05,5.0514e-39,0,7.2,0.5,0
7.4833e-07,7.1593e-07,1.2313e-05,-1.3721e-39,0,7.3,0.5,0
6.3643e-07,6.0929e-07,1.068e-05,3.7253e-40,0,7.4,0.5,0
5.4124e-07,5.1854e-07,9.2972e-06,-1.0111e-40,0,7.5,0.5,0
4.6025e-07,4.4131e-07,8.1276e-06,2.7434e-41,0,7.6,0.5,0
3.9136e-07,3.7559e-07,7.1387e-06,-7.4409e-42,0,7.7,0.5,0
3.3274e-07,3.1965e-07,6.3032e-06,2.0175e-42,0,7.8,0.5,0
2.8287e-07,2.7205e-07,5.5978e-06,-5.4687e-43,0,7.9,0.5,0
2.4042e-07,2.3153e-07,5.003e-06,1.4819e-43,0,8,0.5,0
2.043e-07,1.9705e-07,4.5023e-06,-4.0143e-44,0,8.1,0.5,0
1.7356e-07,1.6771e-07,4.0815e-06,1.0871e-44,0,8.2,0.5,0
1.474e-07,1.4274e-07,3.7286e-06,-2.9433e-45,0,8.3,0.5,0
1.2515e-07,1.2151e-07,3.4333e-06,7.9666e-46,0,8.4,0.5,0
1.0623e-07,1.0345e-07,3.1869e-06,-2.1558e-46,0,8.5,0.5,0
9.0153e-08,8.8081e-08,2.9819e-06,5.832e-47,0,8.6,0.5,0
7.649e-08,7.5e-08,2.8116e-06,-1.5773e-47,0,8.7,0.5,0
6.4882e-08,6.386e-08,2.6708e-06,4.2651e-48,0,8.8,0.5,0
5.502e-08,5.4367e-08,2.5546e-06,-1.153e-48,0,8.9,0.5,0
4.6645e-08,4.6274e-08,2.4592e-06,3.1164e-49,0,9,0.5,0
3.9533e-08,3.9374e-08,2.3812e-06,-8.421e-50,0,9.1,0.5,0
3.3497e-08,3.3494e-08,2.3177e-06,2.275e-50,0,9.2,0.5,0
2.8378e-08,2.8487e-08,2.2664e-06,-6.145e-51,0,9.3,0.5,0
2.4042e-08,2.4227e-08,2.2251e-06,1.6594e-51,0,9.4,0.5,0
2.0373e-08,2.0609e-08,2.1921e-06,-4.4805e-52,0,9.5,0.5,0
1.7272e-08,1.7537e-08,2.1658e-06,1.2095e-52,0,9.6,0.5,0
1.4655e-08,1.4932e-08,2.1449e-06,-3.2644e-53,0,9.7,0.5,0
1.2452e-08,1.2721e-08,2.1283e-06,8.8087e-54,0,9.8,0.5,0
1.0599e-08,1.0842e-08,2.115e-06,-2.3766e-54,0,9.9,0.5,0
9.0443e-09,9.2441e-09,2.1043e-06,6.4109e-55,0,10,0.5,0
7.7428e-09,7.882e-09,2.0953e-06,-1.7291e-55,0,10.1,0.5,0
6.655e-09,6.7191e-09,2.0877e-06,4.6626e-56,0,10.2,0.5,0
5.7466e-09,5.7252e-09,2.0808e-06,-1.2571e-56,0,10.3,0.5,0
4.9878e-09,4.8755e-09,2.0744e-06,3.3889e-57,0,10.4,0.5,0
4.3529e-09,4.1494e-09,2.0681e-06,-9.1343e-58,0,10.5,0.5,0
3.8203e-09,3.5296e-09,2.0618e-06,2.4616e-58,0,10.6,0.5,0
3.3724e-09,3.0013e-09,2.0553e-06,-6.633e-59,0,10.7,0.5,0
2.9952e-09,2.5519e-09,2.0486e-06,1.787e-59,0,10.8,0.5,0
2.6783e-09,2.1704e-09,2.0415e-06,-4.8139e-60,0,10.9,0.5,0
2.4144e-09,1.847e-09,2.034e-06,1.2966e-60,0,11,0.5,0
2.1981e-09,1.5737e-09,2.0261e-06,-3.4917e-61,0,11.1,0.5,0
2.0256e-09,1.3433e-09,2.0177e-06,9.402e-62,0,11.2,0.5,0
1.8938e-09,1.1495e-09,2.0087e-06,-2.5313e-62,0,11.3,0.5,0
1.7996e-09,9.8686e-10,1.999e-06,6.8143e-63,0,11.4,0.5,0
1.7399e-09,8.5027e-10,1.9884e-06,-1.8342e-63,0,11.5,0.5,0
1.711e-09,7.3509e-10,1.9767e-06,4.9363e-64,0,11.6,0.5,0
1.7088e-09,6.3697e-10,1.964e-06,-1.3284e-64,0,11.7,0.5,0
1.7287e-09,5.5193e-10,1.95e-06,3.5742e-65,0,11.8,0.5,0
1.7656e-09,4.7656e-10,1.9347e-06,-9.6158e-66,0,11.9,0.5,0
1.8142e-09,4.0814e-10,1.9179e-06,2.5867e-66,0,12,0.5,0
1.8692e-09,3.4484e-10,1.8997e-06,-6.9576e-67,0,12.1,0.5,0
1.9257e-09,2.8577e-10,1.8801e-06,1.8712e-67,0,12.2,0.5,0
1.9792e-09,2.31e-10,1.8591e-06,-5.032e-68,0,12.3,0.5,0
2.0264e-09,1.8133e-10,1.8368e-06,1.353e-68,0,12.4,0.5,0
2.0655e-09,1.3807e-10,1.8135e-06,-3.6378e-69,0,12.5,0.5,0
2.0961e-09,1.0263e-10,1.7892e-06,9.7796e-70,0,12.6,0.5,0
2.1197e-09,7.6171e-11,1.764e-06,-2.6288e-70,0,12.7,0.5,0
2.1393e-09,5.925e-11,1.7383e-06,7.0657e-71,0,12.8,0.5,0
2.1586e-09,5.1625e-11,1.7119e-06,-1.8989e-71,0,12.9,0.5,0
2.1819e-09,5.2161e-11,1.685e-06,5.1029e-72,0,13,0.5,0
2.2127e-09,5.8914e-11,1.6575e-06,-1.3711e-72,0,13.1,0.5,0
2.2536e-09,6.9352e-11,1.6295e-06,3.6839e-73,0,13.2,0.5,0
2.3051e-09,8.0681e-11,1.6007e-06,-9.897e-74,0,13.3,0.5,0
2.3658e-09,9.0211e-11,1.5711e-06,2.6586e-74,0,13.4,0.5,0
2.4325e-09,9.5714e-11,1.5406e-06,-7.141e-75,0,13.5,0.5,0
2.5002e-09,9.5694e-11,1.509e-06,1.9179e-75,0,13.6,0.5,0
2.5637e-09,8.955e-11,1.4764e-06,-5.1507e-76,0,13.7,0.5,0
2.6176e-09,7.7599e-11,1.4428e-06,1.3831e-76,0,13.8,0.5,0
2.6579e-09,6.0967e-11,1.4083e-06,-3.7139e-77,0,13.9,0.5,0
2.6822e-09,4.1372e-11,1.373e-06,9.9714e-78,0,14,0.5,0
2.6904e-09,2.0843e-11,1.3371e-06,-2.677e-78,0,14.1,0.5,0
2.6845e-09,1.4223e-12,1.3008e-06,7.1862e-79,0,14.2,0.5,0
2.6689e-09,-1.5111e-11,1.2643e-06,-1.9289e-79,0,14.3,0.5,0
2.6488e-09,-2.7445e-11,1.2277e-06,5.1773e-80,0,14.4,0.5,0
2.6303e-09,-3.4861e-11,1.191e-06,-1.3895e-80,0,14.5,0.5,0
2.6191e-09,-3.7265e-11,1.1544e-06,3.7289e-81,0,14.6,0.5,0
2.6195e-09,-3.514e-11,1.1177e-06,-1.0006e-81,0,14.7,0.5,0
2.6344e-09,-2.9433e-11,1.0809e-06,2.6848e-82,0,14.8,0.5,0
2.6641e-09,-2.1401e-11,1.0437e-06,-7.2034e-83,0,14.9,0.5,0
2.7067e-09,-1.2439e-11,1.0061e-06,1.9325e-83,0,15,0.5,0
2.7582e-09,-3.9147e-12,9.6793e-07,-5.1843e-84,0,15.1,0.5,0
2.8132e-09,2.9845e-12,9.2909e-07,1.3906e-84,0,15.2,0.5,0
2.8651e-09,7.3629e-12,8.8958e-07,-3.73e-85,0,15.3,0.5,0
2.9073e-09,8.6912e-12,8.4944e-07,1.0004e-85,0,15.4,0.5,0
2.9335e-09,6.8332e-12,8.0881e-07,-2.683e-86,0,15.5,0.5,0
2.9389e-09,2.0257e-12,7.6789e-07,7.1949e-87,0,15.6,0.5,0
2.9201e-09,-5.1822e-12,7.2695e-07,-1.9293e-87,0,15.7,0.5,0
2.8758e-09,-1.4022e-11,6.8632e-07,5.1731e-88,0,15.8,0.5,0
2.8064e-09,-2.3617e-11,6.4631e-07,-1.387e-88,0,15.9,0.5,0
2.714e-09,-3.3088e-11,6.0727e-07,3.7185e-89,0,16,0.5,0
2.6021e-09,-4.1652e-11,5.6952e-07,-9.9684e-90,0,16.1,0.5,0
2.475e-09,-4.8688e-11,5.3332e-07,2.6722e-90,0,16.2,0.5,0
2.3374e-09,-5.377e-11,4.9891e-07,-7.1626e-91,0,16.3,0.5,0
2.1937e-09,-5.6675e-11,4.6644e-07,1.9198e-91,0,16.4,0.5,0
2.048e-09,-5.7361e-11,4.3603e-07,-5.1453e-92,0,16.5,0.5,0
1.9032e-09,-5.5936e-11,4.0774e-07,1.3789e-92,0,16.6,0.5,0
1.7616e-09,-5.2624e-11,3.8157e-07,-3.6952e-93,0,16.7,0.5,0
1.624e-09,-4.7728e-11,3.5751e-07,9.9018e-94,0,16.8,0.5,0
1.4906e-09,-4.1609e-11,3.355e-07,-2.6532e-94,0,16.9,0.5,0
1.3604e-09,-3.4658e-11,3.1551e-07,7.1086e-95,0,17,0.5,0
1.232e-09,-2.7279e-11,2.9748e-07,-1.9045e-95,0,17.1,0.5,0
1.1033e-09,-1.9856e-11,2.8137e-07,5.1022e-96,0,17.2,0.5,0
9.7271e-10,-1.2766e-11,2.6717e-07,-1.3668e-96,0,17.3,0.5,0
8.3843e-10,-6.26e-12,2.5485e-07,3.6612e-97,0,17.4,0.5,0
6.9781e-10,-6.279e-13,2.4446e-07,-9.8068e-98,0,17.5,0.5,0
5.5526e-10,4.3182e-12,2.3601e-07,2.6267e-98,0,17.6,0.5,0
3.996e-10,8.3511e-12,2.2954e-07,-7.0374e-99,0,17.7,0.5,0
2.4284e-10,1.2083e-11,2.2515e-07,1.8937e-99,0,17.8,0.5,0
1.1639e-10,1.6159e-11,2.2268e-07,-5.4069e-100,0,17.9,0.5,0
0,1.9237e-11,2.2185e-07,2.702e-100,0,18,0.5,0
0.00086487,-0.0076958,0.31188,1,0,0.1,0.6,0
0,-0.0075931,0.31297,1,0,0,0.6,0
0.0017422,-0.0080057,0.30862,1,0,0.2,0.6,0
0.0026372,-0.0085341,0.30312,1,0,0.3,0.6,0
0.0035614,-0.009294,0.29535,1,0,0.4,0.6,0
0.0044955,-0.01031,0.28523,1,0,0.5,0.6,0
0.0054452,-0.0116,0.27278,1,0,0.6,0.6,0
0.0063286,-0.013193,0.25793,1,0,0.7,0.6,0
0.0071739,-0.015074,0.24103,0.99998,0,0.8,0.6,0
0.0077759,-0.017177,0.22199,1.0001,0,0.9,0.6,0
0.0081746,-0.019189,0.20189,0.99626,0,1,0.6,0
0.0082399,0.017721,0.18128,0.0066129,0,1.1,0.6,0
0.0080209,0.015758,0.16094,-3.7579e-05,0,1.2,0.6,0
0.0075878,0.013583,0.14124,9.0051e-06,0,1.3,0.6,0
0.0069418,0.011585,0.12312,-2.1363e-06,0,1.4,0.6,0
0.0062596,0.0098353,0.10658,5.0084e-07,0,1.5,0.6,0
0.0055387,0.008342,0.091861,-1.157e-07,0,1.6,0.6,0
0.0048547,0.0070707,0.078863,2.6226e-08,0,1.7,0.6,0
0.0042148,0.0059971,0.067543,-5.7922e-09,0,1.8,0.6,0
0.003641,0.0050884,0.057732,1.2322e-09,0,1.9,0.6,0
0.0031306,0.0043206,0.049283,-2.4716e-10,0,2,0.6,0
0.0026848,0.0036703,0.042028,4.4641e-11,0,2.1,0.6,0
0.0022971,0.0031194,0.035817,-6.3359e-12,0,2.2,0.6,0
0.0019627,0.002652,0.030507,2.2856e-13,0,2.3,0.6,0
0.001675,0.0022553,0.025976,3.2313e-13,0,2.4,0.6,0
0.0014285,0.0019184,0.022111,-1.8731e-13,0,2.5,0.6,0
0.0012175,0.001632,0.018818,7.6627e-14,0,2.6,0.6,0
0.0010373,0.0013885,0.016013,-2.7479e-14,0,2.7,0.6,0
0.00088346,0.0011814,0.013625,9.1908e-15,0,2.8,0.6,0
0.00075231,0.0010053,0.011592,-2.944e-15,0,2.9,0.6,0
0.00064052,0.0008555,0.0098616,9.1569e-16,0,3,0.6,0
0.00054529,0.00072803,0.0083894,-2.7881e-16,0,3.1,0.6,0
0.00046418,0.00061957,0.0071367,8.3537e-17,0,3.2,0.6,0
0.00039511,0.00052727,0.0060709,-2.4715e-17,0,3.3,0.6,0
0.00033631,0.00044873,0.0051641,7.2381e-18,0,3.4,0.6,0
0.00028624,0.00038189,0.0043928,-2.1022e-18,0,3.5,0.6,0
0.00024363,0.00032501,0.0037366,6.0628e-19,0,3.6,0.6,0
0.00020735,0.0002766,0.0031783,-1.7382e-19,0,3.7,0.6,0
0.00017648,0.00023541,0.0027035,4.9583e-20,0,3.8,0.6,0
0.0001502,0.00020034,0.0022996,-1.4081e-20,0,3.9,0.6,0
0.00012783,0.00017051,0.001956,3.9834e-21,0,4,0.6,0
0.00010879,0.00014511,0.0016637,-1.123e-21,0,4.1,0.6,0
9.2591e-05,0.0001235,0.0014151,3.1563e-22,0,4.2,0.6,0
7.8802e-05,0.00010511,0.0012037,-8.8469e-23,0,4.3,0.6,0
6.7066e-05,8.9453e-05,0.0010238,2.4736e-23,0,4.4,0.6,0
5.7077e-05,7.6131e-05,0.0008708,-6.9007e-24,0,4.5,0.6,0
4.8576e-05,6.4793e-05,0.00074067,1.9212e-24,0,4.6,0.6,0
4.1341e-05,5.5143e-05,0.00062998,-5.3388e-25,0,4.7,0.6,0
3.5183e-05,4.6931e-05,0.00053585,1.4811e-25,0,4.8,0.6,0
2.9943e-05,3.9941e-05,0.00045578,-4.1022e-26,0,4.9,0.6,0
2.5483e-05,3.3993e-05,0.00038768,1.1345e-26,0,5,0.6,0
2.1687e-05,2.893e-05,0.00032977,-3.1335e-27,0,5.1,0.6,0
1.8456e-05,2.4621e-05,0.00028052,8.6439e-28,0,5.2,0.6,0
1.5707e-05,2.0954e-05,0.00023864,-2.3816e-28,0,5.3,0.6,0
1.3367e-05,1.7834e-05,0.00020302,6.5547e-29,0,5.4,0.6,0
1.1376e-05,1.5178e-05,0.00017274,-1.8022e-29,0,5.5,0.6,0
9.6807e-06,1.2917e-05,0.00014698,4.95e-30,0,5.6,0.6,0
8.2383e-06,1.0993e-05,0.00012509,-1.3584e-30,0,5.7,0.6,0
7.0107e-06,9.3562e-06,0.00010648,3.7246e-31,0,5.8,0.6,0
5.9659e-06,7.9627e-06,9.0652e-05,-1.0204e-31,0,5.9,0.6,0
5.0768e-06,6.7768e-06,7.7202e-05,2.7935e-32,0,6,0.6,0
4.32e-06,5.7675e-06,6.5771e-05,-7.6418e-33,0,6.1,0.6,0
3.676e-06,4.9085e-06,5.6057e-05,2.0891e-33,0,6.2,0.6,0
3.1279e-06,4.1774e-06,4.7804e-05,-5.7071e-34,0,6.3,0.6,0
2.6615e-06,3.5552e-06,4.0792e-05,1.5582e-34,0,6.4,0.6,0
2.2646e-06,3.0257e-06,3.4837e-05,-4.2516e-35,0,6.5,0.6,0
1.9269e-06,2.5751e-06,2.9779e-05,1.1594e-35,0,6.6,0.6,0
1.6394e-06,2.1916e-06,2.5485e-05,-3.1602e-36,0,6.7,0.6,0
1.3948e-06,1.8652e-06,2.184e-05,8.6089e-37,0,6.8,0.6,0
1.1866e-06,1.5874e-06,1.8746e-05,-2.3441e-37,0,6.9,0.6,0
1.0094e-06,1.351e-06,1.6122e-05,6.3794e-38,0,7,0.6,0
8.5857e-07,1.1497e-06,1.3898e-05,-1.7354e-38,0,7.1,0.6,0
7.3022e-07,9.7849e-07,1.2014e-05,4.7188e-39,0,7.2,0.6,0
6.21e-07,8.3275e-07,1.0418e-05,-1.2826e-39,0,7.3,0.6,0
5.2808e-07,7.0872e-07,9.0678e-06,3.4846e-40,0,7.4,0.6,0
4.4903e-07,6.0317e-07,7.9261e-06,-9.4635e-41,0,7.5,0.6,0
3.8178e-07,5.1334e-07,6.9613e-06,2.5692e-41,0,7.6,0.6,0
3.2457e-07,4.3689e-07,6.1466e-06,-6.9724e-42,0,7.7,0.6,0
2.759e-07,3.7182e-07,5.4593e-06,1.8915e-42,0,7.8,0.6,0
2.3449e-07,3.1644e-07,4.88e-06,-5.1299e-43,0,7.9,0.6,0
1.9925e-07,2.6931e-07,4.3925e-06,1.3908e-43,0,8,0.6,0
1.6927e-07,2.292e-07,3.983e-06,-3.7694e-44,0,8.1,0.6,0
1.4375e-07,1.9508e-07,3.6397e-06,1.0213e-44,0,8.2,0.6,0
1.2204e-07,1.6605e-07,3.3526e-06,-2.7664e-45,0,8.3,0.6,0
1.0358e-07,1.4135e-07,3.1133e-06,7.4911e-46,0,8.4,0.6,0
8.7882e-08,1.2033e-07,2.9143e-06,-2.028e-46,0,8.5,0.6,0
7.4535e-08,1.0245e-07,2.7495e-06,5.4886e-47,0,8.6,0.6,0
6.3192e-08,8.7224e-08,2.6135e-06,-1.4851e-47,0,8.7,0.6,0
5.3553e-08,7.4256e-08,2.5018e-06,4.0172e-48,0,8.8,0.6,0
4.5366e-08,6.3207e-08,2.4106e-06,-1.0864e-48,0,8.9,0.6,0
3.8416e-08,5.3792e-08,2.3366e-06,2.9374e-49,0,9,0.6,0
3.2521e-08,4.577e-08,2.2769e-06,-7.9404e-50,0,9.1,0.6,0
2.7526e-08,3.8938e-08,2.2291e-06,2.1459e-50,0,9.2,0.6,0
2.3298e-08,3.3124e-08,2.1912e-06,-5.7982e-51,0,9.3,0.6,0
1.9724e-08,2.818e-08,2.1613e-06,1.5663e-51,0,9.4,0.6,0
1.6706e-08,2.398e-08,2.1379e-06,-4.2304e-52,0,9.5,0.6,0
1.4159e-08,2.0412e-08,2.1197e-06,1.1424e-52,0,9.6,0.6,0
1.2013e-08,1.7381e-08,2.1056e-06,-3.0841e-53,0,9.7,0.6,0
1.0206e-08,1.4806e-08,2.0948e-06,8.3248e-54,0,9.8,0.6,0
8.6889e-09,1.2616e-08,2.0864e-06,-2.2467e-54,0,9.9,0.6,0
7.4176e-09,1.0751e-08,2.0797e-06,6.0622e-55,0,10,0.6,0
6.3553e-09,9.1619e-09,2.0743e-06,-1.6355e-55,0,10.1,0.6,0
5.4703e-09,7.8063e-09,2.0696e-06,4.4114e-56,0,10.2,0.6,0
4.7346e-09,6.6494e-09,2.0654e-06,-1.1897e-56,0,10.3,0.6,0
4.1233e-09,5.662e-09,2.0612e-06,3.208e-57,0,10.4,0.6,0
3.6148e-09,4.8195e-09,2.0568e-06,-8.6488e-58,0,10.5,0.6,0
3.1908e-09,4.1009e-09,2.0522e-06,2.3314e-58,0,10.6,0.6,0
2.836e-09,3.4884e-09,2.0472e-06,-6.2835e-59,0,10.7,0.6,0
2.5388e-09,2.9669e-09,2.0416e-06,1.6933e-59,0,10.8,0.6,0
2.2908e-09,2.5236e-09,2.0356e-06,-4.5623e-60,0,10.9,0.6,0
2.086e-09,2.1476e-09,2.029e-06,1.2291e-60,0,11,0.6,0
1.9206e-09,1.8296e-09,2.0219e-06,-3.3107e-61,0,11.1,0.6,0
1.7917e-09,1.5614e-09,2.0141e-06,8.9165e-62,0,11.2,0.6,0
1.697e-09,1.336e-09,2.0055e-06,-2.4011e-62,0,11.3,0.6,0
1.634e-09,1.1468e-09,1.9962e-06,6.465e-63,0,11.4,0.6,0
1.6001e-09,9.8777e-10,1.9859e-06,-1.7405e-63,0,11.5,0.6,0
1.592e-09,8.5317e-10,1.9745e-06,4.6851e-64,0,11.6,0.6,0
1.6059e-09,7.3784e-10,1.9619e-06,-1.261e-64,0,11.7,0.6,0
1.6379e-09,6.3721e-10,1.9481e-06,3.3936e-65,0,11.8,0.6,0
1.6835e-09,5.4754e-10,1.9329e-06,-9.1317e-66,0,11.9,0.6,0
1.7387e-09,4.6609e-10,1.9164e-06,2.4569e-66,0,12,0.6,0
1.7989e-09,3.9119e-10,1.8984e-06,-6.6096e-67,0,12.1,0.6,0
1.8604e-09,3.2223e-10,1.879e-06,1.7779e-67,0,12.2,0.6,0
1.9194e-09,2.5952e-10,1.8583e-06,-4.782e-68,0,12.3,0.6,0
1.9734e-09,2.0401e-10,1.8363e-06,1.286e-68,0,12.4,0.6,0
2.0205e-09,1.5691e-10,1.8133e-06,-3.4582e-69,0,12.5,0.6,0
2.0605e-09,1.1938e-10,1.7892e-06,9.2981e-70,0,12.6,0.6,0
2.0941e-09,9.2135e-11,1.7642e-06,-2.4998e-70,0,12.7,0.6,0
2.1235e-09,7.5219e-11,1.7385e-06,6.7199e-71,0,12.8,0.6,0
2.1518e-09,6.7851e-11,1.7121e-06,-1.8063e-71,0,12.9,0.6,0
2.1822e-09,6.844e-11,1.6851e-06,4.8546e-72,0,13,0.6,0
2.2178e-09,7.4728e-11,1.6575e-06,-1.3046e-72,0,13.1,0.6,0
2.2606e-09,8.4046e-11,1.6293e-06,3.5057e-73,0,13.2,0.6,0
2.3112e-09,9.3632e-11,1.6003e-06,-9.4194e-74,0,13.3,0.6,0
2.3686e-09,1.0097e-10,1.5705e-06,2.5307e-74,0,13.4,0.6,0
2.4301e-09,1.0408e-10,1.5398e-06,-6.7983e-75,0,13.5,0.6,0
2.4918e-09,1.0174e-10,1.5082e-06,1.8261e-75,0,13.6,0.6,0
2.5492e-09,9.3603e-11,1.4755e-06,-4.9048e-76,0,13.7,0.6,0
2.5979e-09,8.0131e-11,1.442e-06,1.3173e-76,0,13.8,0.6,0
2.6344e-09,6.2513e-11,1.4076e-06,-3.5375e-77,0,13.9,0.6,0
2.6569e-09,4.2427e-11,1.3724e-06,9.4989e-78,0,14,0.6,0
2.6654e-09,2.1784e-11,1.3368e-06,-2.5504e-78,0,14.1,0.6,0
2.6617e-09,2.4599e-12,1.3007e-06,6.8473e-79,0,14.2,0.6,0
2.6497e-09,-1.3937e-11,1.2644e-06,-1.8382e-79,0,14.3,0.6,0
2.6343e-09,-2.6242e-11,1.2279e-06,4.9343e-80,0,14.4,0.6,0
2.6209e-09,-3.3836e-11,1.1914e-06,-1.3244e-80,0,14.5,0.6,0
2.6145e-09,-3.6667e-11,1.1549e-06,3.5546e-81,0,14.6,0.6,0
2.619e-09,-3.5201e-11,1.1182e-06,-9.5396e-82,0,14.7,0.6,0
2.6368e-09,-3.0325e-11,1.0813e-06,2.5599e-82,0,14.8,0.6,0
2.668e-09,-2.3206e-11,1.044e-06,-6.8691e-83,0,14.9,0.6,0
2.7107e-09,-1.5139e-11,1.0063e-06,1.843e-83,0,15,0.6,0
2.7612e-09,-7.3924e-12,9.6806e-07,-4.9447e-84,0,15.1,0.6,0
2.814e-09,-1.0741e-12,9.2912e-07,1.3265e-84,0,15.2,0.6,0
