u,v,w,p,s,d,vtkvalidpointmask,arc_length,points0,points1,points2
0,0,0,3.8498e-10,-6.3685e-40,-3.5124e-43,1,0,13.5,0,0
0,0,0,3.8497e-10,-6.3685e-40,-3.5124e-43,1,0.02,13.5,0.02,0
0,0,0,3.8497e-10,-6.3685e-40,-3.5124e-43,1,0.04,13.5,0.04,0
0,0,0,3.8496e-10,-6.3685e-40,-3.5124e-43,1,0.06,13.5,0.06,0
0,0,0,3.8496e-10,-6.3685e-40,-3.5124e-43,1,0.08,13.5,0.08,0
0,0,0,3.8496e-10,-6.3685e-40,-3.5124e-43,1,0.1,13.5,0.1,0
0,0,0,3.8495e-10,-6.3685e-40,-3.5124e-43,1,0.12,13.5,0.12,0
0,0,0,3.8495e-10,-6.3685e-40,-3.5124e-43,1,0.14,13.5,0.14,0
0,0,0,3.8495e-10,-6.3685e-40,-3.5124e-43,1,0.16,13.5,0.16,0
0,0,0,3.8494e-10,-6.3685e-40,-3.5124e-43,1,0.18,13.5,0.18,0
0,0,0,3.8494e-10,-6.3685e-40,-3.5124e-43,1,0.2,13.5,0.2,0
0,0,0,3.8494e-10,-6.3685e-40,-3.5124e-43,1,0.22,13.5,0.22,0
0,0,0,3.8494e-10,-6.3685e-40,-3.5124e-43,1,0.24,13.5,0.24,0
0,0,0,3.8493e-10,-6.3685e-40,-3.5124e-43,1,0.26,13.5,0.26,0
0,0,0,3.8493e-10,-6.3685e-40,-3.5124e-43,1,0.28,13.5,0.28,0
0,0,0,3.8493e-10,-6.3685e-40,-3.5124e-43,1,0.3,13.5,0.3,0
0,0,0,3.8493e-10,-6.3685e-40,-3.5124e-43,1,0.32,13.5,0.32,0
0,0,0,3.8493e-10,-6.3685e-40,-3.5124e-43,1,0.34,13.5,0.34,0
0,0,0,3.8493e-10,-6.3685e-40,-3.5124e-43,1,0.36,13.5,0.36,0
0,0,0,3.8493e-10,-6.3685e-40,-3.5124e-43,1,0.38,13.5,0.38,0
0,0,0,3.8493e-10,-6.3685e-40,-3.5124e-43,1,0.4,13.5,0.4,0
0,0,0,3.8492e-10,-6.3685e-40,-3.5124e-43,1,0.42,13.5,0.42,0
0,0,0,3.849e-10,-6.3685e-40,-3.5124e-43,1,0.44,13.5,0.44,0
0,0,0,3.8489e-10,-6.3685e-40,-3.5124e-43,1,0.46,13.5,0.46,0
0,0,0,3.8488e-10,-6.3685e-40,-3.5124e-43,1,0.48,13.5,0.48,0
0,0,0,3.8487e-10,-6.3685e-40,-3.5124e-43,1,0.5,13.5,0.5,0
0,0,0,3.8486e-10,-6.3685e-40,-3.5124e-43,1,0.52,13.5,0.52,0
0,0,0,3.8484e-10,-6.3685e-40,-3.5124e-43,1,0.54,13.5,0.54,0
0,0,0,3.8483e-10,-6.3685e-40,-3.5124e-43,1,0.56,13.5,0.56,0
0,0,0,3.8482e-10,-6.3685e-40,-3.5124e-43,1,0.58,13.5,0.58,0
0,0,0,3.8481e-10,-6.3685e-40,-3.5124e-43,1,0.6,13.5,0.6,0
0,0,0,3.8479e-10,-6.3685e-40,-3.5124e-43,1,0.62,13.5,0.62,0
0,0,0,3.8477e-10,-6.3685e-40,-3.5124e-43,1,0.64,13.5,0.64,0
0,0,0,3.8476e-10,-6.3685e-40,-3.5124e-43,1,0.66,13.5,0.66,0
0,0,0,3.8474e-10,-6.3685e-40,-3.5124e-43,1,0.68,13.5,0.68,0
0,0,0,3.8472e-10,-6.3685e-40,-3.5124e-43,1,0.7,13.5,0.7,0
0,0,0,3.8471e-10,-6.3685e-40,-3.5124e-43,1,0.72,13.5,0.72,0
0,0,0,3.8469e-10,-6.3685e-40,-3.5124e-43,1,0.74,13.5,0.74,0
0,0,0,3.8467e-10,-6.3685e-40,-3.5124e-43,1,0.76,13.5,0.76,0
0,0,0,3.8466e-10,-6.3685e-40,-3.5124e-43,1,0.78,13.5,0.78,0
0,0,0,3.8464e-10,-6.3685e-40,-3.5124e-43,1,0.8,13.5,0.8,0
0,0,0,3.8462e-10,-6.3685e-40,-3.5124e-43,1,0.82,13.5,0.82,0
0,0,0,3.846e-10,-6.3685e-40,-3.5124e-43,1,0.84,13.5,0.84,0
0,0,0,3.8458e-10,-6.3685e-40,-3.5124e-43,1,0.86,13.5,0.86,0
0,0,0,3.8456e-10,-6.3685e-40,-3.5124e-43,1,0.88,13.5,0.88,0
0,0,0,3.8454e-10,-6.3685e-40,-3.5124e-43,1,0.9,13.5,0.9,0
0,0,0,3.8453e-10,-6.3685e-40,-3.5124e-43,1,0.92,13.5,0.92,0
0,0,0,3.8451e-10,-6.3685e-40,-3.5124e-43,1,0.94,13.5,0.94,0
0,0,0,3.8449e-10,-6.3685e-40,-3.5124e-43,1,0.96,13.5,0.96,0
0,0,0,3.8447e-10,-6.3685e-40,-3.5124e-43,1,0.98,13.5,0.98,0
0,0,0,3.8445e-10,-6.3685e-40,-3.5124e-43,1,1,13.5,1,0
0,0,0,3.8443e-10,-6.3685e-40,-3.5124e-43,1,1.02,13.5,1.02,0
0,0,0,3.8441e-10,-6.3685e-40,-3.5124e-43,1,1.04,13.5,1.04,0
0,0,0,3.8439e-10,-6.3685e-40,-3.5124e-43,1,1.06,13.5,1.06,0
0,0,0,3.8437e-10,-6.3685e-40,-3.5124e-43,1,1.08,13.5,1.08,0
0,0,0,3.8435e-10,-6.3685e-40,-3.5124e-43,1,1.1,13.5,1.1,0
0,0,0,3.8434e-10,-6.3685e-40,-3.5124e-43,1,1.12,13.5,1.12,0
0,0,0,3.8432e-10,-6.3685e-40,-3.5124e-43,1,1.14,13.5,1.14,0
0,0,0,3.843e-10,-6.3685e-40,-3.5124e-43,1,1.16,13.5,1.16,0
0,0,0,3.8428e-10,-6.3685e-40,-3.5124e-43,1,1.18,13.5,1.18,0
0,0,0,3.8426e-10,-6.3685e-40,-3.5124e-43,1,1.2,13.5,1.2,0
0,0,0,3.8424e-10,-6.3685e-40,-3.5124e-43,1,1.22,13.5,1.22,0
0,0,0,3.8423e-10,-6.3685e-40,-3.5124e-43,1,1.24,13.5,1.24,0
0,0,0,3.8421e-10,-6.3685e-40,-3.5124e-43,1,1.26,13.5,1.26,0
0,0,0,3.8419e-10,-6.3685e-40,-3.5124e-43,1,1.28,13.5,1.28,0
0,0,0,3.8418e-10,-6.3685e-40,-3.5124e-43,1,1.3,13.5,1.3,0
